experiment,o_observed,coverage_donor_hcp_randomized,coverage_donor_hcp_derandomized,coverage_sample_hcp_randomized,coverage_sample_hcp_derandomized,coverage_stdcp,coverage_hcp,coverage_pool,coverage_sub,coverage_rep,width_donor_hcp_randomized,width_donor_hcp_derandomized,width_sample_hcp_randomized,width_sample_hcp_derandomized,width_stdcp,width_hcp,width_pool,width_sub,width_rep,infinite_donor_hcp_randomized,infinite_donor_hcp_derandomized,infinite_sample_hcp_randomized,infinite_sample_hcp_derandomized,infinite_stdcp,infinite_hcp,infinite_pool,infinite_sub,infinite_rep,test_sample_size_o
45,10,0.96,0.99,0.91,0.99,0.83,0.98,0.86,0.76,0.96,7.6562874912172205,10.12784912783139,6.304330063181027,7.500367651612535,12.787580535633843,8.722951779861326,5.358231992656194,4.257594877217159,6.772528549891447,0,0,0,0,0,0,0,0,0,10
45,15,0.94,0.97,0.9,0.98,0.94,0.98,0.86,0.76,0.96,6.344303947543665,8.155495599206972,5.917225098613272,7.245067966413217,9.423927310031452,8.722951779861326,5.358231992656194,4.257594877217159,6.772528549891447,0,0,0,0,0,0,0,0,0,15
45,20,0.88,0.97,0.91,0.98,0.89,0.98,0.86,0.76,0.96,5.689979198437769,7.046198742753674,5.87933730657744,7.245067966413217,7.949121690050227,8.722951779861326,5.358231992656194,4.257594877217159,6.772528549891447,0,0,0,0,0,0,0,0,0,20
46,0,0.95,1.0,0.94,1.0,1.0,0.95,0.84,0.91,0.85,8.201750228379623,inf,5.89559210225034,inf,inf,8.201750228379623,5.068475271932471,7.149081067076423,6.027911245290987,0,100,0,100,100,0,0,0,0,0
46,5,0.91,1.0,0.94,0.97,0.74,0.95,0.84,0.91,0.85,6.9716036368814684,inf,5.415115651178347,6.634682295551826,6.490464222191431,8.201750228379623,5.068475271932471,7.149081067076423,6.027911245290987,0,100,0,0,0,0,0,0,0,5
46,10,0.91,0.98,0.92,0.97,0.8,0.95,0.84,0.91,0.85,6.701291758559073,8.49231149116541,5.415115651178347,6.617925224685266,17.223428483379543,8.201750228379623,5.068475271932471,7.149081067076423,6.027911245290987,0,0,0,0,0,0,0,0,0,10
46,15,0.88,0.93,0.9,0.97,0.9,0.95,0.84,0.91,0.85,5.951234692462535,7.1412135900070695,5.337660623864391,6.634682295551826,9.30043718523331,8.201750228379623,5.068475271932471,7.149081067076423,6.027911245290987,0,0,0,0,0,0,0,0,0,15
46,20,0.85,0.91,0.91,0.97,0.94,0.95,0.84,0.91,0.85,5.499556931852219,6.242963991302005,5.245866713187368,6.617925224685266,8.15399340131897,8.201750228379623,5.068475271932471,7.149081067076423,6.027911245290987,0,0,0,0,0,0,0,0,0,20
47,0,0.97,1.0,0.87,1.0,1.0,0.97,0.88,0.86,0.89,8.003161919437346,inf,5.981819189572398,inf,inf,8.003161919437346,5.491740848388616,5.419221159049904,6.093447505408564,0,100,0,100,100,0,0,0,0,0
47,5,0.97,1.0,0.88,0.94,0.78,0.97,0.88,0.86,0.89,7.60757689588322,inf,6.0685176910484415,6.909261828502714,6.793282152325379,8.003161919437346,5.491740848388616,5.419221159049904,6.093447505408564,0,100,0,0,0,0,0,0,0,5
47,10,0.95,1.0,0.87,0.93,0.83,0.97,0.88,0.86,0.89,6.859206020439196,13.257757224931181,5.969750481652746,6.572399717106329,13.050407713226498,8.003161919437346,5.491740848388616,5.419221159049904,6.093447505408564,0,0,0,0,0,0,0,0,0,10
47,15,0.9,0.96,0.87,0.94,0.84,0.97,0.88,0.86,0.89,6.419195053585163,8.415947524256666,5.969750481652746,6.909261828502714,9.282496841914327,8.003161919437346,5.491740848388616,5.419221159049904,6.093447505408564,0,0,0,0,0,0,0,0,0,15
47,20,0.89,0.91,0.85,0.94,0.94,0.97,0.88,0.86,0.89,6.104175875766735,7.156840870947391,5.660998268837886,6.572399717106329,8.090405133066007,8.003161919437346,5.491740848388616,5.419221159049904,6.093447505408564,0,0,0,0,0,0,0,0,0,20
48,0,0.99,1.0,0.88,1.0,1.0,0.99,0.9,0.87,0.93,7.9136260763441015,inf,6.911932883765282,inf,inf,7.9136260763441015,5.538224473819305,5.119916250807329,6.025397162100086,0,100,0,100,100,0,0,0,0,0
48,5,0.99,1.0,0.93,0.96,0.84,0.99,0.9,0.87,0.93,7.544651390362773,inf,6.231843830020949,7.260562190410511,5.93804076289041,7.9136260763441015,5.538224473819305,5.119916250807329,6.025397162100086,0,100,0,0,0,0,0,0,0,5
48,10,0.97,1.0,0.91,0.95,0.88,0.99,0.9,0.87,0.93,6.315538848530686,10.087174057131733,6.186902222645749,7.177348737408401,15.325588337491435,7.9136260763441015,5.538224473819305,5.119916250807329,6.025397162100086,0,0,0,0,0,0,0,0,0,10
48,15,0.93,0.98,0.92,0.95,0.9,0.99,0.9,0.87,0.93,5.842409766218459,7.164829740581645,6.231843830020949,6.916938312303589,9.246997561284086,7.9136260763441015,5.538224473819305,5.119916250807329,6.025397162100086,0,0,0,0,0,0,0,0,0,15
48,20,0.87,0.97,0.9,0.95,0.92,0.99,0.9,0.87,0.93,5.061770152307616,6.642882175558086,5.97954059990985,7.159184722729552,7.925299970821584,7.9136260763441015,5.538224473819305,5.119916250807329,6.025397162100086,0,0,0,0,0,0,0,0,0,20
49,0,0.96,1.0,0.9,1.0,1.0,0.96,0.86,1.0,0.93,8.230688881077278,inf,6.296162698535269,inf,inf,8.230688881077278,5.30365027741307,13.548385384861604,6.722223653275513,0,100,0,100,100,0,0,0,0,0
49,5,0.96,1.0,0.9,0.95,0.72,0.96,0.86,1.0,0.93,8.11383777245726,inf,6.311268008049957,7.594914253550373,5.653791951903349,8.230688881077278,5.30365027741307,13.548385384861604,6.722223653275513,0,100,0,0,0,0,0,0,0,5
49,10,0.95,1.0,0.9,0.95,0.83,0.96,0.86,1.0,0.93,7.144491182114379,14.159955461861017,6.296162698535269,7.391108414776596,19.316377008741426,8.230688881077278,5.30365027741307,13.548385384861604,6.722223653275513,0,0,0,0,0,0,0,0,0,10
49,15,0.91,0.93,0.91,0.95,0.85,0.96,0.86,1.0,0.93,6.192552801681053,7.406991007546864,5.993809547710789,7.340017071149546,9.780576372847147,8.230688881077278,5.30365027741307,13.548385384861604,6.722223653275513,0,0,0,0,0,0,0,0,0,15
49,20,0.87,0.92,0.91,0.95,0.88,0.96,0.86,1.0,0.93,5.516264550592815,6.381674391847206,5.884987890681742,7.340017071149546,7.860929813031202,8.230688881077278,5.30365027741307,13.548385384861604,6.722223653275513,0,0,0,0,0,0,0,0,0,20
50,0,1.0,1.0,0.93,1.0,1.0,1.0,0.91,0.97,0.96,9.438867262484933,inf,6.637340239827914,inf,inf,9.438867262484933,6.02796377340858,8.237187391974288,7.107600572966049,0,100,0,100,100,0,0,0,0,0
50,5,0.97,1.0,0.92,0.98,0.73,1.0,0.91,0.97,0.96,8.5940854017637,inf,6.575890006060931,7.967198514997527,6.542856123758469,9.438867262484933,6.02796377340858,8.237187391974288,7.107600572966049,0,100,0,0,0,0,0,0,0,5
50,10,0.97,1.0,0.93,0.97,0.85,1.0,0.91,0.97,0.96,8.198981784347572,11.120865288002058,6.575890006060931,7.263235495206381,21.11225728705522,9.438867262484933,6.02796377340858,8.237187391974288,7.107600572966049,0,0,0,0,0,0,0,0,0,10
50,15,0.96,0.97,0.92,0.97,0.9,1.0,0.91,0.97,0.96,7.272097162897133,8.250471420495764,6.270965684888324,7.273849230940591,9.888111545436466,9.438867262484933,6.02796377340858,8.237187391974288,7.107600572966049,0,0,0,0,0,0,0,0,0,15
50,20,0.95,0.97,0.89,0.96,0.94,1.0,0.91,0.97,0.96,6.58440411900348,7.421246717131233,6.171192475029841,7.263235495206381,8.089823500153319,9.438867262484933,6.02796377340858,8.237187391974288,7.107600572966049,0,0,0,0,0,0,0,0,0,20
