experiment,o,alpha,coverage,width,method,dataset,nominal_coverage
400021,30,0.1,1,9.51167097643252,D-HCP no within,fixedN21,0.9
400022,30,0.1,1,28.38173759418699,D-HCP no within,fixedN21,0.9
400023,30,0.1,1,4.177550181241987,D-HCP no within,fixedN21,0.9
400024,30,0.1,1,10.122942122766684,D-HCP no within,fixedN21,0.9
400025,30,0.1,1,17.880127278959492,D-HCP no within,fixedN21,0.9
400026,30,0.1,1,34.19408448003953,D-HCP no within,fixedN21,0.9
400027,30,0.1,1,36.89985101194676,D-HCP no within,fixedN21,0.9
400028,30,0.1,1,17.247535057521716,D-HCP no within,fixedN21,0.9
400029,30,0.1,1,10.502756898384526,D-HCP no within,fixedN21,0.9
400030,30,0.1,1,12.612234429230009,D-HCP no within,fixedN21,0.9
400031,30,0.1,1,6.181904617676157,D-HCP no within,fixedN21,0.9
400032,30,0.1,1,17.554929481779048,D-HCP no within,fixedN21,0.9
400033,30,0.1,0,7.224586979545025,D-HCP no within,fixedN21,0.9
400034,30,0.1,1,4.416146143880837,D-HCP no within,fixedN21,0.9
400035,30,0.1,1,9.30472708445339,D-HCP no within,fixedN21,0.9
400036,30,0.1,1,13.553628400349837,D-HCP no within,fixedN21,0.9
400037,30,0.1,1,14.198571199851584,D-HCP no within,fixedN21,0.9
400038,30,0.1,0,10.875202918954145,D-HCP no within,fixedN21,0.9
400039,30,0.1,1,6.548810242425063,D-HCP no within,fixedN21,0.9
400040,30,0.1,1,9.648250873329776,D-HCP no within,fixedN21,0.9
400041,30,0.1,1,13.589917737862317,D-HCP no within,fixedN21,0.9
400042,30,0.1,1,7.387887996143696,D-HCP no within,fixedN21,0.9
400043,30,0.1,1,14.275857091729383,D-HCP no within,fixedN21,0.9
400044,30,0.1,1,14.494658927957556,D-HCP no within,fixedN21,0.9
400045,30,0.1,1,4.587506392051903,D-HCP no within,fixedN21,0.9
400046,30,0.1,1,13.323429720798735,D-HCP no within,fixedN21,0.9
400047,30,0.1,0,12.9902769411989,D-HCP no within,fixedN21,0.9
400048,30,0.1,1,6.30994392691793,D-HCP no within,fixedN21,0.9
400049,30,0.1,1,13.48274130511755,D-HCP no within,fixedN21,0.9
400050,30,0.1,1,8.614018777050365,D-HCP no within,fixedN21,0.9
400051,30,0.1,0,9.66466316641277,D-HCP no within,fixedN21,0.9
400052,30,0.1,1,16.60109438102537,D-HCP no within,fixedN21,0.9
400053,30,0.1,1,20.80833085471707,D-HCP no within,fixedN21,0.9
400054,30,0.1,1,19.00021831383271,D-HCP no within,fixedN21,0.9
400055,30,0.1,1,18.34186316017596,D-HCP no within,fixedN21,0.9
400056,30,0.1,1,10.944569132438204,D-HCP no within,fixedN21,0.9
400057,30,0.1,1,19.258874389474087,D-HCP no within,fixedN21,0.9
400058,30,0.1,1,9.03014290460338,D-HCP no within,fixedN21,0.9
400059,30,0.1,1,6.267326452269964,D-HCP no within,fixedN21,0.9
400060,30,0.1,1,26.579577578671792,D-HCP no within,fixedN21,0.9
400061,30,0.1,1,8.763235994765303,D-HCP no within,fixedN21,0.9
400062,30,0.1,1,13.588820575741025,D-HCP no within,fixedN21,0.9
400063,30,0.1,1,23.169380656875965,D-HCP no within,fixedN21,0.9
400064,30,0.1,1,27.54537905611334,D-HCP no within,fixedN21,0.9
400065,30,0.1,1,12.19403999172642,D-HCP no within,fixedN21,0.9
400066,30,0.1,1,7.954078180275012,D-HCP no within,fixedN21,0.9
400067,30,0.1,1,31.231207687100383,D-HCP no within,fixedN21,0.9
400068,30,0.1,1,25.744312952629024,D-HCP no within,fixedN21,0.9
400069,30,0.1,0,13.988242544843466,D-HCP no within,fixedN21,0.9
400070,30,0.1,1,7.532769420541706,D-HCP no within,fixedN21,0.9
400071,30,0.1,1,7.77848698796457,D-HCP no within,fixedN21,0.9
400072,30,0.1,1,24.697497875166135,D-HCP no within,fixedN21,0.9
400073,30,0.1,1,33.947404356158486,D-HCP no within,fixedN21,0.9
400074,30,0.1,1,6.452145250520168,D-HCP no within,fixedN21,0.9
400075,30,0.1,1,29.035218767561943,D-HCP no within,fixedN21,0.9
400076,30,0.1,1,7.964951049656431,D-HCP no within,fixedN21,0.9
400077,30,0.1,1,9.590527399372853,D-HCP no within,fixedN21,0.9
400078,30,0.1,1,21.26951678084621,D-HCP no within,fixedN21,0.9
400079,30,0.1,1,5.65536708635025,D-HCP no within,fixedN21,0.9
400080,30,0.1,1,4.594451880336714,D-HCP no within,fixedN21,0.9
400081,30,0.1,1,19.06259873044182,D-HCP no within,fixedN21,0.9
400082,30,0.1,1,17.838797021087288,D-HCP no within,fixedN21,0.9
400083,30,0.1,1,22.00891977870553,D-HCP no within,fixedN21,0.9
400084,30,0.1,1,39.86146863335483,D-HCP no within,fixedN21,0.9
400085,30,0.1,1,9.882549148597896,D-HCP no within,fixedN21,0.9
400086,30,0.1,1,24.940336756666987,D-HCP no within,fixedN21,0.9
400087,30,0.1,0,12.317178688193607,D-HCP no within,fixedN21,0.9
400088,30,0.1,1,15.018486848369102,D-HCP no within,fixedN21,0.9
400089,30,0.1,1,10.827051362718104,D-HCP no within,fixedN21,0.9
400090,30,0.1,1,4.142611878379906,D-HCP no within,fixedN21,0.9
400091,30,0.1,1,3.6221238285736472,D-HCP no within,fixedN21,0.9
400092,30,0.1,1,19.048067456667372,D-HCP no within,fixedN21,0.9
400093,30,0.1,1,9.958841757802231,D-HCP no within,fixedN21,0.9
400094,30,0.1,1,12.26266996775376,D-HCP no within,fixedN21,0.9
400095,30,0.1,1,19.90466062039081,D-HCP no within,fixedN21,0.9
400096,30,0.1,1,13.75021003554189,D-HCP no within,fixedN21,0.9
400097,30,0.1,1,6.821082939643663,D-HCP no within,fixedN21,0.9
400098,30,0.1,1,18.581503696117032,D-HCP no within,fixedN21,0.9
400099,30,0.1,1,16.51438017798509,D-HCP no within,fixedN21,0.9
410000,30,0.1,0,19.37077820115619,D-HCP no within,fixedN21,0.9
410001,30,0.1,1,11.99960691504483,D-HCP no within,fixedN21,0.9
410002,30,0.1,1,12.229050295848964,D-HCP no within,fixedN21,0.9
410003,30,0.1,1,26.869369633588747,D-HCP no within,fixedN21,0.9
410004,30,0.1,1,20.665631530042276,D-HCP no within,fixedN21,0.9
410005,30,0.1,1,9.44388015404886,D-HCP no within,fixedN21,0.9
410006,30,0.1,1,6.794838614040138,D-HCP no within,fixedN21,0.9
410007,30,0.1,1,32.84171332602679,D-HCP no within,fixedN21,0.9
410008,30,0.1,1,10.511720219086644,D-HCP no within,fixedN21,0.9
410009,30,0.1,1,14.143150919644128,D-HCP no within,fixedN21,0.9
410010,30,0.1,1,18.739822477706497,D-HCP no within,fixedN21,0.9
410011,30,0.1,1,25.041971374288305,D-HCP no within,fixedN21,0.9
410012,30,0.1,1,9.071948221247894,D-HCP no within,fixedN21,0.9
410013,30,0.1,1,14.754361285182116,D-HCP no within,fixedN21,0.9
410014,30,0.1,1,20.70312631302596,D-HCP no within,fixedN21,0.9
410015,30,0.1,1,4.881557321285246,D-HCP no within,fixedN21,0.9
410016,30,0.1,1,28.24817691766891,D-HCP no within,fixedN21,0.9
410017,30,0.1,1,24.35842888023847,D-HCP no within,fixedN21,0.9
410018,30,0.1,0,15.974461581031193,D-HCP no within,fixedN21,0.9
410019,30,0.1,1,27.75989572130515,D-HCP no within,fixedN21,0.9
410020,30,0.1,1,6.3858031195199985,D-HCP no within,fixedN21,0.9
410021,30,0.1,1,6.075707909518458,D-HCP no within,fixedN21,0.9
410022,30,0.1,1,15.813694038008558,D-HCP no within,fixedN21,0.9
410023,30,0.1,1,7.45525039863206,D-HCP no within,fixedN21,0.9
410024,30,0.1,1,10.947805972029949,D-HCP no within,fixedN21,0.9
410025,30,0.1,1,4.988823047299738,D-HCP no within,fixedN21,0.9
410026,30,0.1,1,23.953820432685855,D-HCP no within,fixedN21,0.9
410027,30,0.1,1,5.416970193169611,D-HCP no within,fixedN21,0.9
410028,30,0.1,1,21.37190119354896,D-HCP no within,fixedN21,0.9
410029,30,0.1,1,8.202622694562336,D-HCP no within,fixedN21,0.9
410030,30,0.1,1,33.54738026888695,D-HCP no within,fixedN21,0.9
410031,30,0.1,1,15.97079380469828,D-HCP no within,fixedN21,0.9
410032,30,0.1,1,20.4630948538879,D-HCP no within,fixedN21,0.9
410033,30,0.1,1,24.140606972467907,D-HCP no within,fixedN21,0.9
410034,30,0.1,1,5.340762931956471,D-HCP no within,fixedN21,0.9
410035,30,0.1,1,16.412422010810854,D-HCP no within,fixedN21,0.9
410036,30,0.1,1,13.55393128334499,D-HCP no within,fixedN21,0.9
410037,30,0.1,1,11.453592334629224,D-HCP no within,fixedN21,0.9
410038,30,0.1,1,5.337261562048292,D-HCP no within,fixedN21,0.9
410039,30,0.1,1,22.89843916062888,D-HCP no within,fixedN21,0.9
410040,30,0.1,1,18.241827025499013,D-HCP no within,fixedN21,0.9
410041,30,0.1,1,9.219677782750384,D-HCP no within,fixedN21,0.9
410042,30,0.1,1,8.083973965037824,D-HCP no within,fixedN21,0.9
410043,30,0.1,1,14.565426042502851,D-HCP no within,fixedN21,0.9
410044,30,0.1,1,17.385732204150482,D-HCP no within,fixedN21,0.9
410045,30,0.1,1,14.687294958114096,D-HCP no within,fixedN21,0.9
410046,30,0.1,1,14.415341859102767,D-HCP no within,fixedN21,0.9
410047,30,0.1,1,15.578441163135896,D-HCP no within,fixedN21,0.9
410048,30,0.1,0,16.313138509085093,D-HCP no within,fixedN21,0.9
410049,30,0.1,1,7.54441619101963,D-HCP no within,fixedN21,0.9
410050,30,0.1,1,18.39739581549506,D-HCP no within,fixedN21,0.9
410051,30,0.1,1,25.186941973753807,D-HCP no within,fixedN21,0.9
410052,30,0.1,1,15.5186960266894,D-HCP no within,fixedN21,0.9
410053,30,0.1,1,11.922975940427673,D-HCP no within,fixedN21,0.9
410054,30,0.1,1,6.325086868127314,D-HCP no within,fixedN21,0.9
410055,30,0.1,1,14.165673767062476,D-HCP no within,fixedN21,0.9
410056,30,0.1,1,12.584931097130204,D-HCP no within,fixedN21,0.9
410057,30,0.1,1,19.111863349098037,D-HCP no within,fixedN21,0.9
410058,30,0.1,1,19.086733382013197,D-HCP no within,fixedN21,0.9
410059,30,0.1,1,13.62905849741398,D-HCP no within,fixedN21,0.9
410060,30,0.1,1,6.457265074500556,D-HCP no within,fixedN21,0.9
410061,30,0.1,1,21.316614175770717,D-HCP no within,fixedN21,0.9
410062,30,0.1,1,3.697364635507107,D-HCP no within,fixedN21,0.9
410063,30,0.1,0,20.98664820954164,D-HCP no within,fixedN21,0.9
410064,30,0.1,1,4.706206702320838,D-HCP no within,fixedN21,0.9
410065,30,0.1,1,14.51887333492444,D-HCP no within,fixedN21,0.9
410066,30,0.1,1,22.66293324494368,D-HCP no within,fixedN21,0.9
410067,30,0.1,1,14.90351687922059,D-HCP no within,fixedN21,0.9
410068,30,0.1,0,21.78738740555239,D-HCP no within,fixedN21,0.9
410069,30,0.1,1,9.685463162074283,D-HCP no within,fixedN21,0.9
410070,30,0.1,1,18.26007662897788,D-HCP no within,fixedN21,0.9
410071,30,0.1,1,20.84590846849195,D-HCP no within,fixedN21,0.9
410072,30,0.1,1,19.8301443969932,D-HCP no within,fixedN21,0.9
410073,30,0.1,1,9.053232625733216,D-HCP no within,fixedN21,0.9
410074,30,0.1,0,7.25396093000643,D-HCP no within,fixedN21,0.9
410075,30,0.1,1,13.423886385423184,D-HCP no within,fixedN21,0.9
410076,30,0.1,1,9.600807061236171,D-HCP no within,fixedN21,0.9
410077,30,0.1,1,16.075313919936868,D-HCP no within,fixedN21,0.9
410078,30,0.1,1,17.51470741807804,D-HCP no within,fixedN21,0.9
410079,30,0.1,0,17.496614772291316,D-HCP no within,fixedN21,0.9
410080,30,0.1,1,23.61055761305318,D-HCP no within,fixedN21,0.9
410081,30,0.1,1,13.559473454741855,D-HCP no within,fixedN21,0.9
410082,30,0.1,1,23.463483523981385,D-HCP no within,fixedN21,0.9
410083,30,0.1,1,16.412273892535833,D-HCP no within,fixedN21,0.9
410084,30,0.1,1,11.329567911850768,D-HCP no within,fixedN21,0.9
410085,30,0.1,1,5.262074296714557,D-HCP no within,fixedN21,0.9
410086,30,0.1,1,21.97739902781298,D-HCP no within,fixedN21,0.9
410087,30,0.1,1,8.78038688090508,D-HCP no within,fixedN21,0.9
410088,30,0.1,1,4.364446096341263,D-HCP no within,fixedN21,0.9
410089,30,0.1,1,15.423715866963814,D-HCP no within,fixedN21,0.9
410090,30,0.1,1,18.88179267249755,D-HCP no within,fixedN21,0.9
410091,30,0.1,1,11.55390435422144,D-HCP no within,fixedN21,0.9
410092,30,0.1,1,12.905429509080513,D-HCP no within,fixedN21,0.9
410093,30,0.1,1,17.053147305734367,D-HCP no within,fixedN21,0.9
410094,30,0.1,0,20.407013749486808,D-HCP no within,fixedN21,0.9
410095,30,0.1,1,6.6187812948943225,D-HCP no within,fixedN21,0.9
410096,30,0.1,1,10.38829176019621,D-HCP no within,fixedN21,0.9
410097,30,0.1,1,22.336538262516747,D-HCP no within,fixedN21,0.9
410098,30,0.1,1,14.925752069227157,D-HCP no within,fixedN21,0.9
410099,30,0.1,1,16.914334046944358,D-HCP no within,fixedN21,0.9
420000,30,0.1,0,10.082587064982274,D-HCP no within,fixedN21,0.9
420001,30,0.1,1,10.514455816325922,D-HCP no within,fixedN21,0.9
420002,30,0.1,1,14.770812142374862,D-HCP no within,fixedN21,0.9
420003,30,0.1,1,19.95029844452897,D-HCP no within,fixedN21,0.9
420004,30,0.1,0,3.900810717888776,D-HCP no within,fixedN21,0.9
420005,30,0.1,1,21.694930013525983,D-HCP no within,fixedN21,0.9
420006,30,0.1,1,28.916699038644705,D-HCP no within,fixedN21,0.9
420007,30,0.1,0,17.80277499476346,D-HCP no within,fixedN21,0.9
420008,30,0.1,1,4.458931143025971,D-HCP no within,fixedN21,0.9
420009,30,0.1,1,6.2167768188268955,D-HCP no within,fixedN21,0.9
420010,30,0.1,1,21.477597413665062,D-HCP no within,fixedN21,0.9
420011,30,0.1,1,6.086299874118372,D-HCP no within,fixedN21,0.9
420012,30,0.1,1,6.898386370186071,D-HCP no within,fixedN21,0.9
420013,30,0.1,1,12.85210627646305,D-HCP no within,fixedN21,0.9
420014,30,0.1,1,13.17101385688056,D-HCP no within,fixedN21,0.9
420015,30,0.1,1,18.506461794856,D-HCP no within,fixedN21,0.9
420016,30,0.1,1,7.095596162755136,D-HCP no within,fixedN21,0.9
420017,30,0.1,1,13.403840056105423,D-HCP no within,fixedN21,0.9
420018,30,0.1,1,13.979105751123075,D-HCP no within,fixedN21,0.9
420019,30,0.1,1,18.648418980892288,D-HCP no within,fixedN21,0.9
420020,30,0.1,1,19.674631953668147,D-HCP no within,fixedN21,0.9
420021,30,0.1,1,11.099412893662134,D-HCP no within,fixedN21,0.9
420022,30,0.1,0,22.52923271369795,D-HCP no within,fixedN21,0.9
420023,30,0.1,1,14.70665805413298,D-HCP no within,fixedN21,0.9
420024,30,0.1,1,18.63119924535515,D-HCP no within,fixedN21,0.9
420025,30,0.1,1,8.351616285984075,D-HCP no within,fixedN21,0.9
420026,30,0.1,1,12.763700493509612,D-HCP no within,fixedN21,0.9
420027,30,0.1,1,9.402128068422249,D-HCP no within,fixedN21,0.9
420028,30,0.1,1,5.1454419743971584,D-HCP no within,fixedN21,0.9
420029,30,0.1,1,12.88498002061029,D-HCP no within,fixedN21,0.9
420030,30,0.1,1,18.641537961397788,D-HCP no within,fixedN21,0.9
420031,30,0.1,1,18.05679894581413,D-HCP no within,fixedN21,0.9
420032,30,0.1,1,13.397506519823963,D-HCP no within,fixedN21,0.9
420033,30,0.1,0,13.223246221837336,D-HCP no within,fixedN21,0.9
420034,30,0.1,1,18.996800369103312,D-HCP no within,fixedN21,0.9
420035,30,0.1,1,11.526740106042528,D-HCP no within,fixedN21,0.9
420036,30,0.1,1,19.636281489794637,D-HCP no within,fixedN21,0.9
420037,30,0.1,1,9.139051956864453,D-HCP no within,fixedN21,0.9
420038,30,0.1,1,7.681097940609291,D-HCP no within,fixedN21,0.9
420039,30,0.1,0,5.19166567367305,D-HCP no within,fixedN21,0.9
420040,30,0.1,1,6.870800474498527,D-HCP no within,fixedN21,0.9
420041,30,0.1,1,17.159691914588713,D-HCP no within,fixedN21,0.9
420042,30,0.1,1,12.78181241785451,D-HCP no within,fixedN21,0.9
420043,30,0.1,1,15.037841721856092,D-HCP no within,fixedN21,0.9
420044,30,0.1,1,26.752794127579627,D-HCP no within,fixedN21,0.9
420045,30,0.1,1,18.82797866743409,D-HCP no within,fixedN21,0.9
420046,30,0.1,1,28.453780818860373,D-HCP no within,fixedN21,0.9
420047,30,0.1,1,17.77259949230814,D-HCP no within,fixedN21,0.9
420048,30,0.1,1,6.953600858457804,D-HCP no within,fixedN21,0.9
420049,30,0.1,1,17.26607778173569,D-HCP no within,fixedN21,0.9
420050,30,0.1,1,9.366634311603544,D-HCP no within,fixedN21,0.9
420051,30,0.1,1,13.68349826753899,D-HCP no within,fixedN21,0.9
420052,30,0.1,1,19.10655149633346,D-HCP no within,fixedN21,0.9
420053,30,0.1,1,19.708236868713055,D-HCP no within,fixedN21,0.9
420054,30,0.1,1,8.052613286317992,D-HCP no within,fixedN21,0.9
420055,30,0.1,1,20.794791502493062,D-HCP no within,fixedN21,0.9
420056,30,0.1,1,6.743596030542662,D-HCP no within,fixedN21,0.9
420057,30,0.1,1,17.325789312072864,D-HCP no within,fixedN21,0.9
420058,30,0.1,1,7.29940765602225,D-HCP no within,fixedN21,0.9
420059,30,0.1,1,8.139541259049864,D-HCP no within,fixedN21,0.9
420060,30,0.1,1,7.4116279101588205,D-HCP no within,fixedN21,0.9
420061,30,0.1,1,6.909567092973742,D-HCP no within,fixedN21,0.9
420062,30,0.1,1,7.2315766803588675,D-HCP no within,fixedN21,0.9
420063,30,0.1,1,13.555157815054244,D-HCP no within,fixedN21,0.9
420064,30,0.1,0,9.611277630795229,D-HCP no within,fixedN21,0.9
420065,30,0.1,1,20.600402681198375,D-HCP no within,fixedN21,0.9
420066,30,0.1,1,19.345279259205213,D-HCP no within,fixedN21,0.9
420067,30,0.1,1,7.327766266104906,D-HCP no within,fixedN21,0.9
420068,30,0.1,1,13.377340509344556,D-HCP no within,fixedN21,0.9
420069,30,0.1,1,8.719612338163849,D-HCP no within,fixedN21,0.9
420070,30,0.1,0,5.805897622695365,D-HCP no within,fixedN21,0.9
420071,30,0.1,1,9.460086563275969,D-HCP no within,fixedN21,0.9
420072,30,0.1,1,14.391016740491596,D-HCP no within,fixedN21,0.9
420073,30,0.1,1,13.481268540115671,D-HCP no within,fixedN21,0.9
420074,30,0.1,1,18.529713672963187,D-HCP no within,fixedN21,0.9
420075,30,0.1,1,8.012758801469019,D-HCP no within,fixedN21,0.9
420076,30,0.1,1,25.84551039987567,D-HCP no within,fixedN21,0.9
420077,30,0.1,1,9.382405455033355,D-HCP no within,fixedN21,0.9
420078,30,0.1,1,6.302953891552847,D-HCP no within,fixedN21,0.9
420079,30,0.1,1,26.55772296895468,D-HCP no within,fixedN21,0.9
420080,30,0.1,0,10.679906383072767,D-HCP no within,fixedN21,0.9
420081,30,0.1,1,5.638964304726603,D-HCP no within,fixedN21,0.9
420082,30,0.1,1,23.28926758528565,D-HCP no within,fixedN21,0.9
420083,30,0.1,1,7.615788849991379,D-HCP no within,fixedN21,0.9
420084,30,0.1,1,29.221563290101912,D-HCP no within,fixedN21,0.9
420085,30,0.1,0,7.394501779765239,D-HCP no within,fixedN21,0.9
420086,30,0.1,1,14.90711040415274,D-HCP no within,fixedN21,0.9
420087,30,0.1,1,14.472718524804716,D-HCP no within,fixedN21,0.9
420088,30,0.1,1,12.1873240013694,D-HCP no within,fixedN21,0.9
420089,30,0.1,1,14.961310807380322,D-HCP no within,fixedN21,0.9
420090,30,0.1,1,19.750756985744403,D-HCP no within,fixedN21,0.9
420091,30,0.1,1,13.619598860610717,D-HCP no within,fixedN21,0.9
420092,30,0.1,1,14.597203284914084,D-HCP no within,fixedN21,0.9
420093,30,0.1,1,9.586332623870732,D-HCP no within,fixedN21,0.9
420094,30,0.1,1,6.976394140033335,D-HCP no within,fixedN21,0.9
420095,30,0.1,1,10.85292295985582,D-HCP no within,fixedN21,0.9
420096,30,0.1,1,24.7373750968911,D-HCP no within,fixedN21,0.9
420097,30,0.1,1,18.76288816623736,D-HCP no within,fixedN21,0.9
420098,30,0.1,1,6.064695948252295,D-HCP no within,fixedN21,0.9
420099,30,0.1,1,9.481696963005128,D-HCP no within,fixedN21,0.9
430000,30,0.1,0,20.158115968619597,D-HCP no within,fixedN21,0.9
430001,30,0.1,1,14.24185745521519,D-HCP no within,fixedN21,0.9
430002,30,0.1,1,16.75939884220648,D-HCP no within,fixedN21,0.9
430003,30,0.1,1,10.631841777973944,D-HCP no within,fixedN21,0.9
430004,30,0.1,1,29.75196205088609,D-HCP no within,fixedN21,0.9
430005,30,0.1,1,14.961382043624404,D-HCP no within,fixedN21,0.9
430006,30,0.1,1,20.614615090784177,D-HCP no within,fixedN21,0.9
430007,30,0.1,1,10.938832320592972,D-HCP no within,fixedN21,0.9
430008,30,0.1,1,10.051724328753815,D-HCP no within,fixedN21,0.9
430009,30,0.1,1,15.493890772779874,D-HCP no within,fixedN21,0.9
430010,30,0.1,1,14.928977219342949,D-HCP no within,fixedN21,0.9
430011,30,0.1,1,27.95638597952953,D-HCP no within,fixedN21,0.9
430012,30,0.1,1,37.214103923411486,D-HCP no within,fixedN21,0.9
430013,30,0.1,1,35.34981310987956,D-HCP no within,fixedN21,0.9
430014,30,0.1,1,31.56638371482298,D-HCP no within,fixedN21,0.9
430015,30,0.1,1,15.11311843855558,D-HCP no within,fixedN21,0.9
430016,30,0.1,1,10.564861084899862,D-HCP no within,fixedN21,0.9
430017,30,0.1,0,6.963199807996162,D-HCP no within,fixedN21,0.9
430018,30,0.1,1,6.503153318982113,D-HCP no within,fixedN21,0.9
430019,30,0.1,1,7.306747079086598,D-HCP no within,fixedN21,0.9
430020,30,0.1,1,22.88545044570905,D-HCP no within,fixedN21,0.9
430021,30,0.1,1,21.731101062494197,D-HCP no within,fixedN21,0.9
430022,30,0.1,0,4.88133561741758,D-HCP no within,fixedN21,0.9
430023,30,0.1,1,15.27363575026568,D-HCP no within,fixedN21,0.9
430024,30,0.1,1,12.429239273342084,D-HCP no within,fixedN21,0.9
430025,30,0.1,1,14.085122181807767,D-HCP no within,fixedN21,0.9
430026,30,0.1,1,9.013223799424765,D-HCP no within,fixedN21,0.9
430027,30,0.1,1,14.602056358405882,D-HCP no within,fixedN21,0.9
430028,30,0.1,1,25.148813922743702,D-HCP no within,fixedN21,0.9
430029,30,0.1,1,8.739807309845386,D-HCP no within,fixedN21,0.9
430030,30,0.1,0,17.40816794143015,D-HCP no within,fixedN21,0.9
430031,30,0.1,1,21.037545880218293,D-HCP no within,fixedN21,0.9
430032,30,0.1,1,25.132574391518197,D-HCP no within,fixedN21,0.9
430033,30,0.1,0,9.720937829132566,D-HCP no within,fixedN21,0.9
430034,30,0.1,1,17.090682011763988,D-HCP no within,fixedN21,0.9
430035,30,0.1,1,9.335215203455109,D-HCP no within,fixedN21,0.9
430036,30,0.1,1,25.71291631260292,D-HCP no within,fixedN21,0.9
430037,30,0.1,1,21.349899174394245,D-HCP no within,fixedN21,0.9
430038,30,0.1,1,7.859977413076596,D-HCP no within,fixedN21,0.9
430039,30,0.1,1,12.883805844388071,D-HCP no within,fixedN21,0.9
430040,30,0.1,1,10.36617645820944,D-HCP no within,fixedN21,0.9
430041,30,0.1,1,28.68921782255738,D-HCP no within,fixedN21,0.9
430042,30,0.1,1,41.66953202079846,D-HCP no within,fixedN21,0.9
430043,30,0.1,1,9.25475289421815,D-HCP no within,fixedN21,0.9
430044,30,0.1,1,23.698113807970287,D-HCP no within,fixedN21,0.9
430045,30,0.1,1,20.834595027580804,D-HCP no within,fixedN21,0.9
430046,30,0.1,1,9.7227442966714,D-HCP no within,fixedN21,0.9
430047,30,0.1,1,19.444195412374476,D-HCP no within,fixedN21,0.9
430048,30,0.1,1,10.435037686978774,D-HCP no within,fixedN21,0.9
430049,30,0.1,1,27.19193666259049,D-HCP no within,fixedN21,0.9
430050,30,0.1,1,14.050789009196954,D-HCP no within,fixedN21,0.9
430051,30,0.1,1,20.04626808536553,D-HCP no within,fixedN21,0.9
430052,30,0.1,1,29.16529926383737,D-HCP no within,fixedN21,0.9
430053,30,0.1,1,25.26993335873364,D-HCP no within,fixedN21,0.9
430054,30,0.1,1,14.753759999978737,D-HCP no within,fixedN21,0.9
430055,30,0.1,1,12.15307151363056,D-HCP no within,fixedN21,0.9
430056,30,0.1,1,7.162369345947711,D-HCP no within,fixedN21,0.9
430057,30,0.1,1,7.946065976997119,D-HCP no within,fixedN21,0.9
430058,30,0.1,1,20.73718931153516,D-HCP no within,fixedN21,0.9
430059,30,0.1,1,29.271492560199626,D-HCP no within,fixedN21,0.9
430060,30,0.1,1,37.16531762114621,D-HCP no within,fixedN21,0.9
430061,30,0.1,1,25.80563918667059,D-HCP no within,fixedN21,0.9
430062,30,0.1,1,24.37860688499412,D-HCP no within,fixedN21,0.9
430063,30,0.1,1,11.501803908806204,D-HCP no within,fixedN21,0.9
430064,30,0.1,1,15.485116178932,D-HCP no within,fixedN21,0.9
430065,30,0.1,1,21.349355132663213,D-HCP no within,fixedN21,0.9
430066,30,0.1,1,17.33867888759125,D-HCP no within,fixedN21,0.9
430067,30,0.1,1,18.473992580251085,D-HCP no within,fixedN21,0.9
430068,30,0.1,1,23.365815482479277,D-HCP no within,fixedN21,0.9
430069,30,0.1,1,10.506918439655443,D-HCP no within,fixedN21,0.9
430070,30,0.1,1,34.08204096441598,D-HCP no within,fixedN21,0.9
430071,30,0.1,1,14.126669453630436,D-HCP no within,fixedN21,0.9
430072,30,0.1,1,6.77470074278889,D-HCP no within,fixedN21,0.9
430073,30,0.1,1,6.117895621595139,D-HCP no within,fixedN21,0.9
430074,30,0.1,1,17.966043420050376,D-HCP no within,fixedN21,0.9
430075,30,0.1,1,30.894325667153584,D-HCP no within,fixedN21,0.9
430076,30,0.1,1,35.62039253378478,D-HCP no within,fixedN21,0.9
430077,30,0.1,1,35.36596931513219,D-HCP no within,fixedN21,0.9
430078,30,0.1,1,22.858694126073743,D-HCP no within,fixedN21,0.9
430079,30,0.1,1,6.430602045278087,D-HCP no within,fixedN21,0.9
430080,30,0.1,0,6.761848008863147,D-HCP no within,fixedN21,0.9
430081,30,0.1,1,19.547401860154253,D-HCP no within,fixedN21,0.9
430082,30,0.1,1,6.393167753984349,D-HCP no within,fixedN21,0.9
430083,30,0.1,1,13.059011911338535,D-HCP no within,fixedN21,0.9
430084,30,0.1,1,8.221729367626583,D-HCP no within,fixedN21,0.9
430085,30,0.1,1,11.593562470399776,D-HCP no within,fixedN21,0.9
430086,30,0.1,1,5.924984795211015,D-HCP no within,fixedN21,0.9
430087,30,0.1,1,23.113927929999917,D-HCP no within,fixedN21,0.9
430088,30,0.1,1,11.238609347281963,D-HCP no within,fixedN21,0.9
430089,30,0.1,1,17.230104571378952,D-HCP no within,fixedN21,0.9
430090,30,0.1,1,13.963186285721427,D-HCP no within,fixedN21,0.9
430091,30,0.1,0,17.939861002807287,D-HCP no within,fixedN21,0.9
430092,30,0.1,1,16.50104019089892,D-HCP no within,fixedN21,0.9
430093,30,0.1,1,16.235764907730562,D-HCP no within,fixedN21,0.9
430094,30,0.1,1,11.380710647497732,D-HCP no within,fixedN21,0.9
430095,30,0.1,1,7.265116273275061,D-HCP no within,fixedN21,0.9
430096,30,0.1,1,13.302066890646046,D-HCP no within,fixedN21,0.9
430097,30,0.1,1,33.953233279439154,D-HCP no within,fixedN21,0.9
