replicate,method,o,coverage,width,width_income
43,donor-HCP-randomized,20,0.7586,1.6318,106416.493
43,donor-HCP-derandomized,0,0.9333,2.7916,236153.8616
43,donor-HCP-derandomized,5,1.0,2.565,221606.6323
43,donor-HCP-derandomized,10,1.0,2.3587,160291.7828
43,donor-HCP-derandomized,20,0.8966,2.132,149183.742
43,sample-HCP-randomized,0,0.8667,1.8318,132287.1791
43,sample-HCP-randomized,5,0.8667,1.6349,121191.9144
43,sample-HCP-randomized,10,0.9,1.595,96678.0557
43,sample-HCP-randomized,20,0.7586,1.5998,103653.304
43,sample-HCP-derandomized,0,0.9333,2.7916,236153.8616
43,sample-HCP-derandomized,5,1.0,2.1385,171197.0898
43,sample-HCP-derandomized,10,1.0,2.1118,137352.676
43,sample-HCP-derandomized,20,0.8966,2.0918,146046.18
43,HCP,0,0.8667,1.7834,125677.0177
43,HCP,5,0.9333,1.7834,132365.2125
43,HCP,10,0.9333,1.7834,109196.3388
43,HCP,20,0.7931,1.7834,118898.8625
43,Pooling,0,0.8333,1.6105,110879.0171
43,Pooling,5,0.8667,1.6105,116779.7019
43,Pooling,10,0.9,1.6105,96338.8768
43,Pooling,20,0.7586,1.6105,104898.9645
43,Subsampling,0,0.8667,1.8834,134664.7403
43,Subsampling,5,0.9667,1.8834,141831.2376
43,Subsampling,10,0.9667,1.8834,117005.4548
43,Subsampling,20,0.8621,1.8834,127401.8491
43,Repeated,0,0.8667,1.8743,133831.6856
43,Repeated,5,0.9667,1.8743,140953.8499
43,Repeated,10,0.9667,1.8743,116281.6428
43,Repeated,20,0.8621,1.8743,126613.7236
43,Std-CP,0,1.0,,
43,Std-CP,5,0.8,11.0338,3.8394495269904984e+16
43,Std-CP,10,0.9,11.1417,3.1798127425447315e+42
43,Std-CP,20,0.7931,6.4717,6.389303453068933e+21
44,donor-HCP-randomized,0,0.7667,1.8039,115313.2285
44,donor-HCP-randomized,5,0.8667,1.7446,105622.2055
44,donor-HCP-randomized,10,0.8667,1.6585,102318.3362
44,donor-HCP-randomized,20,0.8333,1.4808,95061.809
44,donor-HCP-derandomized,0,1.0,3.2711,281490.224
44,donor-HCP-derandomized,5,0.9667,2.9865,230892.8969
44,donor-HCP-derandomized,10,1.0,2.7976,213345.9506
44,donor-HCP-derandomized,20,0.9333,2.126,151798.9275
44,sample-HCP-randomized,0,0.7333,1.7356,117548.3277
44,sample-HCP-randomized,5,0.8667,1.7428,108802.3224
44,sample-HCP-randomized,10,0.8667,1.6885,107254.3415
44,sample-HCP-randomized,20,0.8667,1.582,104158.0163
44,sample-HCP-derandomized,0,1.0,3.1933,269888.2995
44,sample-HCP-derandomized,5,0.9,2.2933,155485.3473
44,sample-HCP-derandomized,10,0.9667,2.2497,154724.6241
44,sample-HCP-derandomized,20,0.9333,2.1069,149027.3424
44,HCP,0,0.7667,1.8039,115313.2285
44,HCP,5,0.8667,1.8039,109978.6953
44,HCP,10,0.9,1.8039,113561.8204
44,HCP,20,0.9,1.8039,122013.0486
44,Pooling,0,0.6667,1.5597,96500.1558
44,Pooling,5,0.7,1.5597,92035.9387
44,Pooling,10,0.8667,1.5597,95034.4856
44,Pooling,20,0.8667,1.5597,102106.9165
44,Subsampling,0,0.6667,1.4132,85916.9733
44,Subsampling,5,0.6333,1.4132,81942.3473
44,Subsampling,10,0.8667,1.4132,84612.0433
44,Subsampling,20,0.8333,1.4132,90908.8399
44,Repeated,0,0.9,2.2034,149952.5607
44,Repeated,5,0.9,2.2034,143015.569
44,Repeated,10,0.9667,2.2034,147675.0411
44,Repeated,20,0.9,2.2034,158664.9624
44,Std-CP,0,1.0,,
44,Std-CP,5,0.7,9.074,7.983599819911669e+23
44,Std-CP,10,1.0,5.3493,624005850258.743
44,Std-CP,20,0.8,14.162,1.1655501865093833e+33
45,donor-HCP-randomized,0,0.8,2.0966,136025.3928
45,donor-HCP-randomized,5,0.9,2.0807,152949.8214
45,donor-HCP-randomized,10,0.8333,2.0739,143053.5755
45,donor-HCP-randomized,20,0.8966,1.9533,120306.788
45,donor-HCP-derandomized,0,0.9,3.3082,276680.4783
45,donor-HCP-derandomized,5,0.9333,2.9665,259612.954
45,donor-HCP-derandomized,10,0.9667,2.8477,227102.5114
45,donor-HCP-derandomized,20,0.9655,2.485,169330.1065
45,sample-HCP-randomized,0,0.7667,2.1093,144816.1563
45,sample-HCP-randomized,5,0.9333,1.906,136220.8931
45,sample-HCP-randomized,10,0.8333,1.9103,126696.4283
45,sample-HCP-randomized,20,0.931,1.8729,114153.8068
45,sample-HCP-derandomized,0,0.9,3.1226,245343.6711
45,sample-HCP-derandomized,5,0.9333,2.4729,193777.647
45,sample-HCP-derandomized,10,0.9333,2.4197,175451.3234
45,sample-HCP-derandomized,20,0.9655,2.369,156680.6789
45,HCP,0,0.8,2.0966,136025.3928
45,HCP,5,0.9,2.0966,154639.6308
45,HCP,10,0.8333,2.0966,145283.9302
45,HCP,20,0.931,2.0966,132361.477
45,Pooling,0,0.7667,1.8536,115818.1741
45,Pooling,5,0.9,1.8536,131667.1785
45,Pooling,10,0.8333,1.8536,123701.3118
45,Pooling,20,0.8966,1.8536,112698.5504
45,Subsampling,0,0.8333,2.154,141075.4097
45,Subsampling,5,0.9333,2.154,160380.7114
45,Subsampling,10,0.9,2.154,150677.6754
45,Subsampling,20,0.931,2.154,137275.469
45,Repeated,0,0.8,2.1041,136677.7684
45,Repeated,5,0.9,2.1041,155381.28
45,Repeated,10,0.8333,2.1041,145980.7097
45,Repeated,20,0.931,2.1041,132996.2805
45,Std-CP,0,1.0,,
45,Std-CP,5,0.7333,10.2602,3.0221106291696056e+18
45,Std-CP,10,0.8,4.3164,2067318.5252
45,Std-CP,20,0.7586,5.5009,27005725311616.234
46,donor-HCP-randomized,0,0.9,2.1307,163294.9547
46,donor-HCP-randomized,5,0.8667,2.1365,177130.7711
46,donor-HCP-randomized,10,0.8333,2.1367,131054.0867
46,donor-HCP-randomized,20,0.8333,2.02,145465.8137
46,donor-HCP-derandomized,0,1.0,3.3689,332450.8557
46,donor-HCP-derandomized,5,0.8667,2.7783,258994.6423
46,donor-HCP-derandomized,10,0.9667,2.6516,178258.3405
46,donor-HCP-derandomized,20,0.9,2.4884,193659.4053
46,sample-HCP-randomized,0,0.8,2.0356,153179.5464
46,sample-HCP-randomized,5,0.8333,1.8476,146193.1483
46,sample-HCP-randomized,10,0.8,1.823,103827.3756
46,sample-HCP-randomized,20,0.7333,1.7212,119717.817
46,sample-HCP-derandomized,0,1.0,3.0966,286901.8288
46,sample-HCP-derandomized,5,0.8667,2.5226,223411.3356
46,sample-HCP-derandomized,10,0.9667,2.5157,164984.8076
46,sample-HCP-derandomized,20,0.9,2.3903,184004.4198
46,HCP,0,0.9,2.1307,163294.9547
46,HCP,5,0.8667,2.1307,176410.5692
46,HCP,10,0.8333,2.1307,130659.9794
46,HCP,20,0.8667,2.1307,158944.02
46,Pooling,0,0.8667,1.8423,134997.5923
46,Pooling,5,0.8333,1.8423,145840.4036
46,Pooling,10,0.8,1.8423,108017.9279
46,Pooling,20,0.7667,1.8423,131400.6306
46,Subsampling,0,0.9,2.3171,183353.406
46,Subsampling,5,0.8667,2.3171,198080.0863
46,Subsampling,10,0.9,2.3171,146709.6905
46,Subsampling,20,0.9,2.3171,178468.0212
46,Repeated,0,0.9,2.3853,191080.9862
46,Repeated,5,0.8667,2.3853,206428.3345
46,Repeated,10,0.9,2.3853,152892.8911
46,Repeated,20,0.9,2.3853,185989.7028
46,Std-CP,0,1.0,,
46,Std-CP,5,0.6667,5.4379,1289425987.7942
46,Std-CP,10,0.8333,5.9179,305096378.3548
46,Std-CP,20,0.8667,12.7031,12905774501109.928
47,donor-HCP-randomized,0,0.9,1.6696,98528.2581
47,donor-HCP-randomized,5,0.7667,1.589,107717.9232
47,donor-HCP-randomized,10,0.8,1.5487,93761.2953
47,donor-HCP-randomized,20,0.7931,1.4666,83983.7283
47,donor-HCP-derandomized,0,1.0,2.9262,218189.8723
47,donor-HCP-derandomized,5,0.9,2.5835,209141.8827
47,donor-HCP-derandomized,10,0.9,2.3972,167605.1942
47,donor-HCP-derandomized,20,0.9655,2.1827,142476.7369
47,sample-HCP-randomized,0,0.7667,1.6181,92213.3123
47,sample-HCP-randomized,5,0.7667,1.5827,109720.4183
47,sample-HCP-randomized,10,0.8333,1.5291,91340.6812
47,sample-HCP-randomized,20,0.8276,1.561,90834.0648
47,sample-HCP-derandomized,0,0.9333,2.4954,167002.9977
47,sample-HCP-derandomized,5,0.8,2.0727,153084.5386
47,sample-HCP-derandomized,10,0.8667,2.0459,131915.1403
47,sample-HCP-derandomized,20,0.8966,2.0199,125795.7327
47,HCP,0,0.9,1.6696,98528.2581
47,HCP,5,0.8,1.6696,114292.1929
47,HCP,10,0.8667,1.6696,102415.9374
47,HCP,20,0.8621,1.6696,98085.8679
47,Pooling,0,0.8333,1.4785,85173.4284
47,Pooling,5,0.7667,1.4785,98800.6699
47,Pooling,10,0.7667,1.4785,88534.1595
47,Pooling,20,0.7931,1.4785,84791.0012
47,Subsampling,0,0.6333,1.1511,64042.8854
47,Subsampling,5,0.7,1.1511,74289.3658
47,Subsampling,10,0.6667,1.1511,66569.8579
47,Subsampling,20,0.6897,1.1511,63755.334
47,Repeated,0,0.9,1.6838,99554.1623
47,Repeated,5,0.8,1.6838,115482.2355
47,Repeated,10,0.8667,1.6838,103482.3212
47,Repeated,20,0.8621,1.6838,99107.1657
47,Std-CP,0,1.0,,
47,Std-CP,5,0.7333,8.0412,264057541941207.22
47,Std-CP,10,0.8333,5.4212,286680629082.0455
47,Std-CP,20,0.7586,9.0174,83869057855.5632
48,donor-HCP-randomized,0,0.8333,2.1041,173704.4562
48,donor-HCP-randomized,5,0.8667,2.1101,172624.5322
48,donor-HCP-randomized,10,0.7667,2.0481,142230.1898
48,donor-HCP-randomized,20,0.9,1.9464,141647.1779
48,donor-HCP-derandomized,0,0.8667,3.2925,342724.6048
48,donor-HCP-derandomized,5,0.9333,2.9001,274017.6218
48,donor-HCP-derandomized,10,0.9333,2.7089,211434.2374
48,donor-HCP-derandomized,20,0.9,2.197,165179.2389
48,sample-HCP-randomized,0,0.7667,1.9785,164072.5463
48,sample-HCP-randomized,5,0.8,1.8235,144204.726
48,sample-HCP-randomized,10,0.7,1.8569,123631.9862
48,sample-HCP-randomized,20,0.8667,1.6988,120610.3316
48,sample-HCP-derandomized,0,0.8667,3.1441,314958.0372
48,sample-HCP-derandomized,5,0.9,2.4615,214049.2443
48,sample-HCP-derandomized,10,0.8333,2.4132,177085.741
48,sample-HCP-derandomized,20,0.9,2.1689,162119.4898
48,HCP,0,0.8333,2.1041,173704.4562
48,HCP,5,0.8667,2.1041,172159.7793
48,HCP,10,0.7667,2.1041,147400.5974
48,HCP,20,0.9,2.1041,159433.1599
48,Pooling,0,0.8,1.8657,148421.2276
48,Pooling,5,0.8,1.8657,147101.3832
48,Pooling,10,0.7333,1.8657,125945.978
48,Pooling,20,0.8667,1.8657,136227.1632
48,Subsampling,0,0.6,1.2019,88125.5033
48,Subsampling,5,0.5333,1.2019,87341.8421
48,Subsampling,10,0.5667,1.2019,74780.7633
48,Subsampling,20,0.5333,1.2019,80885.2447
48,Repeated,0,0.8,1.8651,148353.0043
48,Repeated,5,0.8,1.8651,147033.7666
48,Repeated,10,0.7333,1.8651,125888.0857
48,Repeated,20,0.8667,1.8651,136164.545
48,Std-CP,0,1.0,,
48,Std-CP,5,0.8,8.7425,295732012634251.7
48,Std-CP,10,0.8333,4.2221,4432125.804
48,Std-CP,20,0.8333,6.4579,173603806086.4865
49,donor-HCP-randomized,0,0.8,1.7235,119693.9793
49,donor-HCP-randomized,5,0.8667,1.7187,125918.78
49,donor-HCP-randomized,10,0.8,1.7022,138906.2141
49,donor-HCP-randomized,20,0.8,1.7155,127353.6516
49,donor-HCP-derandomized,0,1.0,3.2234,293443.4647
49,donor-HCP-derandomized,5,0.9667,2.7692,250685.0616
49,donor-HCP-derandomized,10,0.9,2.4697,236485.4628
49,donor-HCP-derandomized,20,0.8667,2.0205,159839.3865
49,sample-HCP-randomized,0,0.8,1.7861,125411.3782
49,sample-HCP-randomized,5,0.8,1.6893,126059.4861
49,sample-HCP-randomized,10,0.8,1.6206,133447.8554
49,sample-HCP-randomized,20,0.8333,1.7087,129743.5628
49,sample-HCP-derandomized,0,1.0,3.2904,301173.4082
49,sample-HCP-derandomized,5,0.9,2.0584,162360.7627
49,sample-HCP-derandomized,10,0.8333,2.0237,176134.5244
49,sample-HCP-derandomized,20,0.8667,1.9948,157114.8029
49,HCP,0,0.8,1.7235,119693.9793
49,HCP,5,0.8667,1.7235,126371.6544
49,HCP,10,0.8,1.7235,141112.2066
49,HCP,20,0.8,1.7235,130241.2731
49,Pooling,0,0.8,1.6287,111690.5361
49,Pooling,5,0.8667,1.6287,117921.7025
49,Pooling,10,0.7333,1.6287,131676.6148
49,Pooling,20,0.8,1.6287,121532.5758
49,Subsampling,0,0.8333,1.8533,131095.6491
49,Subsampling,5,0.8667,1.8533,138409.4184
49,Subsampling,10,0.8333,1.8533,154554.109
49,Subsampling,20,0.8333,1.8533,142647.6448
49,Repeated,0,0.8333,1.792,125649.6305
49,Repeated,5,0.8667,1.792,132659.5688
49,Repeated,10,0.8,1.792,148133.5714
49,Repeated,20,0.8,1.792,136721.7294
49,Std-CP,0,1.0,,
49,Std-CP,5,0.7333,8.2632,2.2424854975588102e+17
49,Std-CP,10,0.9333,6.7348,69809662626.1234
49,Std-CP,20,0.8667,15.1024,1.8060826879218868e+73
50,donor-HCP-randomized,0,0.8667,1.8429,120622.4915
50,donor-HCP-randomized,5,0.7333,1.8429,127821.4896
50,donor-HCP-randomized,10,0.9,1.8195,133358.663
50,donor-HCP-randomized,20,0.8966,1.7196,140263.2072
50,donor-HCP-derandomized,0,0.9667,2.7602,216547.5472
50,donor-HCP-derandomized,5,0.9667,2.6899,220560.3292
50,donor-HCP-derandomized,10,1.0,2.4028,199814.7412
50,donor-HCP-derandomized,20,0.931,2.2598,201495.7319
50,sample-HCP-randomized,0,0.7667,1.9316,131690.9797
50,sample-HCP-randomized,5,0.6333,1.6779,115506.5357
50,sample-HCP-randomized,10,0.9333,1.6818,125104.6413
50,sample-HCP-randomized,20,0.8966,1.6456,133458.1033
50,sample-HCP-derandomized,0,0.9667,2.7602,216547.5472
50,sample-HCP-derandomized,5,0.9,2.2693,171902.0145
50,sample-HCP-derandomized,10,1.0,2.2459,181591.6551
50,sample-HCP-derandomized,20,0.8966,2.24,199095.4787
50,HCP,0,0.8667,1.8429,120622.4915
50,HCP,5,0.7333,1.8429,127821.4896
50,HCP,10,0.9,1.8429,135380.5687
50,HCP,20,0.8966,1.8429,152513.3752
50,Pooling,0,0.8333,1.6029,101521.7804
50,Pooling,5,0.6333,1.6029,107580.8088
50,Pooling,10,0.9,1.6029,113942.8989
50,Pooling,20,0.8621,1.6029,128362.7057
50,Subsampling,0,0.8667,1.8429,120622.4915
50,Subsampling,5,0.7333,1.8429,127821.4896
50,Subsampling,10,0.9,1.8429,135380.5687
50,Subsampling,20,0.8966,1.8429,152513.3752
50,Repeated,0,0.9333,2.1147,144367.6859
50,Repeated,5,0.8333,2.1147,152983.846
50,Repeated,10,1.0,2.1147,162030.971
50,Repeated,20,0.8966,2.1147,182536.4637
50,Std-CP,0,1.0,,
50,Std-CP,5,0.7333,8.3574,2.926820457324003e+19
50,Std-CP,10,0.8,4.5996,18391412.7522
50,Std-CP,20,0.8621,8.8944,1.467915979751158e+26
51,donor-HCP-randomized,0,0.9333,1.8356,107510.6484
51,donor-HCP-randomized,5,0.6667,1.7843,120715.1709
51,donor-HCP-randomized,10,0.8667,1.8736,127728.6422
51,donor-HCP-randomized,20,0.7333,1.4431,97001.5431
51,donor-HCP-derandomized,0,0.9667,2.8262,197633.7037
51,donor-HCP-derandomized,5,0.8333,2.599,201132.1861
51,donor-HCP-derandomized,10,0.9667,2.5831,197878.8054
51,donor-HCP-derandomized,20,0.8667,2.1002,154077.6694
51,sample-HCP-randomized,0,0.8,1.8514,117905.5687
51,sample-HCP-randomized,5,0.6,1.4118,91430.9877
51,sample-HCP-randomized,10,0.7667,1.5337,100677.9678
51,sample-HCP-randomized,20,0.6667,1.4289,95624.0051
51,sample-HCP-derandomized,0,0.9667,2.7767,192555.6505
51,sample-HCP-derandomized,5,0.8,2.2992,168714.6927
51,sample-HCP-derandomized,10,0.9667,2.283,166047.9389
51,sample-HCP-derandomized,20,0.9,2.093,153981.064
51,HCP,0,0.9333,1.8356,107510.6484
51,HCP,5,0.6667,1.8356,125090.201
51,HCP,10,0.8667,1.8356,124141.4112
51,HCP,20,0.8667,1.8356,132573.9595
51,Pooling,0,0.8667,1.4476,80586.4142
51,Pooling,5,0.6333,1.4476,93763.4635
51,Pooling,10,0.7,1.4476,93052.2822
51,Pooling,20,0.7333,1.4476,99373.0405
51,Subsampling,0,0.9667,2.1169,129507.8347
51,Subsampling,5,0.7667,2.1169,150684.2468
51,Subsampling,10,0.9333,2.1169,149541.3301
51,Subsampling,20,0.8667,2.1169,159699.2176
51,Repeated,0,0.9,1.5766,89152.4922
51,Repeated,5,0.6333,1.5766,103730.2197
51,Repeated,10,0.8,1.5766,102943.442
51,Repeated,20,0.8,1.5766,109936.0767
51,Std-CP,0,1.0,,
51,Std-CP,5,0.7,16.4425,8.5947204729161e+55
51,Std-CP,10,0.9,6.5806,10454077.0201
51,Std-CP,20,0.8,8.0194,11336620815.0699
52,donor-HCP-randomized,0,0.8333,1.8869,110517.7283
52,donor-HCP-randomized,5,0.8333,1.846,138446.2005
52,donor-HCP-randomized,10,0.9333,1.8261,116034.7134
52,donor-HCP-randomized,20,0.8966,1.7072,124965.5045
52,donor-HCP-derandomized,0,0.9667,2.8384,197514.4942
52,donor-HCP-derandomized,5,0.8333,2.8137,251843.6719
52,donor-HCP-derandomized,10,1.0,2.488,176771.3602
52,donor-HCP-derandomized,20,0.9655,2.2576,177749.8338
52,sample-HCP-randomized,0,0.8,1.8232,111153.4892
52,sample-HCP-randomized,5,0.8,1.684,127195.5703
52,sample-HCP-randomized,10,0.9,1.6431,103246.3634
52,sample-HCP-randomized,20,0.8966,1.6221,116558.7713
52,sample-HCP-derandomized,0,0.9667,2.9612,213243.4669
52,sample-HCP-derandomized,5,0.8333,2.2825,188024.8682
52,sample-HCP-derandomized,10,0.9667,2.2403,153453.4595
52,sample-HCP-derandomized,20,0.9655,2.1941,172858.2871
52,HCP,0,0.8333,1.8869,110517.7283
52,HCP,5,0.8333,1.8869,141934.9397
52,HCP,10,0.9667,1.8869,121098.4813
52,HCP,20,0.8966,1.8869,141448.2285
52,Pooling,0,0.8,1.6553,93856.4479
52,Pooling,5,0.8,1.6553,120537.3064
52,Pooling,10,0.9,1.6553,102842.0822
52,Pooling,20,0.8966,1.6553,120123.9701
52,Subsampling,0,0.8333,1.7755,102334.9801
52,Subsampling,5,0.8333,1.7755,131426.0568
52,Subsampling,10,0.9333,1.7755,112132.3327
52,Subsampling,20,0.8966,1.7755,130975.3818
52,Repeated,0,0.8333,1.8645,108845.2261
52,Repeated,5,0.8333,1.8645,139786.9902
52,Repeated,10,0.9667,1.8645,119265.857
52,Repeated,20,0.8966,1.8645,139307.6446
52,Std-CP,0,1.0,,
52,Std-CP,5,0.8,11.1753,6.959269468241946e+51
52,Std-CP,10,0.7667,4.7594,597926654.7581
52,Std-CP,20,0.8276,14.0167,9.761454700474483e+60
53,donor-HCP-randomized,0,0.7667,2.0319,153562.4823
53,donor-HCP-randomized,5,0.8,2.0141,154552.565
53,donor-HCP-randomized,10,0.8667,2.016,137406.5365
53,donor-HCP-randomized,20,0.8276,1.9135,124137.17
53,donor-HCP-derandomized,0,0.9,3.797,421750.6899
53,donor-HCP-derandomized,5,0.9,3.3991,348256.1086
53,donor-HCP-derandomized,10,0.9333,2.7059,211681.1804
53,donor-HCP-derandomized,20,0.8276,2.3633,167509.4411
53,sample-HCP-randomized,0,0.7,1.8545,144581.8426
53,sample-HCP-randomized,5,0.7,1.9076,148116.1835
53,sample-HCP-randomized,10,0.8,1.8268,122777.8876
53,sample-HCP-randomized,20,0.8276,1.8423,119219.6292
53,sample-HCP-derandomized,0,0.8667,3.482,357226.0333
53,sample-HCP-derandomized,5,0.9,2.3654,196866.6569
53,sample-HCP-derandomized,10,0.9,2.3269,169610.6883
53,sample-HCP-derandomized,20,0.8276,2.3052,161853.6991
53,HCP,0,0.7667,2.0319,153562.4823
53,HCP,5,0.8,2.0319,156290.4579
53,HCP,10,0.8667,2.0319,138806.031
53,HCP,20,0.8276,2.0319,134268.0269
53,Pooling,0,0.7667,1.8512,136111.6547
53,Pooling,5,0.7,1.8512,138529.6234
53,Pooling,10,0.8667,1.8512,123032.1253
53,Pooling,20,0.8276,1.8512,119009.8196
53,Subsampling,0,0.8333,2.299,181711.8507
53,Subsampling,5,0.9,2.299,184939.8885
53,Subsampling,10,0.9,2.299,164250.4106
53,Subsampling,20,0.8276,2.299,158880.5501
53,Repeated,0,0.8333,2.3422,186556.0924
53,Repeated,5,0.9,2.3422,189870.1862
53,Repeated,10,0.9,2.3422,168629.1493
53,Repeated,20,0.8276,2.3422,163116.134
53,Std-CP,0,1.0,,
53,Std-CP,5,0.7,8.6034,6.480072994703057e+17
53,Std-CP,10,0.7667,6.2846,733554109.8067
53,Std-CP,20,0.8621,6.0726,2.3032130547303698e+21
54,donor-HCP-randomized,0,0.8,1.9522,138910.4275
54,donor-HCP-randomized,5,0.8667,1.8822,126459.1844
54,donor-HCP-randomized,10,0.8333,1.8155,108457.55
54,donor-HCP-randomized,20,0.8276,1.6401,108624.0413
54,donor-HCP-derandomized,0,0.9667,2.6856,219053.0011
54,donor-HCP-derandomized,5,0.9,2.5102,189573.1177
54,donor-HCP-derandomized,10,0.9333,2.4438,163043.1102
54,donor-HCP-derandomized,20,0.931,2.2469,164805.585
54,sample-HCP-randomized,0,0.8,1.7077,115269.629
54,sample-HCP-randomized,5,0.8,1.6772,109140.5319
54,sample-HCP-randomized,10,0.7667,1.6704,94124.5683
54,sample-HCP-randomized,20,0.8621,1.6302,105433.2836
54,sample-HCP-derandomized,0,0.9667,2.7144,214175.5871
54,sample-HCP-derandomized,5,0.9,2.1405,148516.893
54,sample-HCP-derandomized,10,0.9,2.103,128462.0686
54,sample-HCP-derandomized,20,0.931,2.0847,145155.774
54,HCP,0,0.8,1.9522,138910.4275
54,HCP,5,0.8667,1.9522,132604.8566
54,HCP,10,0.8667,1.9522,119054.4277
54,HCP,20,0.8966,1.9522,135113.901
54,Pooling,0,0.8,1.7255,118803.2858
54,Pooling,5,0.8667,1.7255,113410.4398
54,Pooling,10,0.8,1.7255,101821.4216
54,Pooling,20,0.8966,1.7255,115556.3026
54,Subsampling,0,0.8667,2.2547,168565.2531
54,Subsampling,5,0.8667,2.2547,160913.5586
54,Subsampling,10,0.8667,2.2547,144470.362
54,Subsampling,20,0.931,2.2547,163958.238
54,Repeated,0,0.8,1.7962,124893.5198
54,Repeated,5,0.8667,1.7962,119224.2194
54,Repeated,10,0.8,1.7962,107041.1113
54,Repeated,20,0.8966,1.7962,121480.086
54,Std-CP,0,1.0,,
54,Std-CP,5,0.8,11.9653,2.5247645957228602e+39
54,Std-CP,10,0.8667,7.5658,2.481714089223405e+18
54,Std-CP,20,0.7931,9.9061,8.158974038667082e+25
55,donor-HCP-randomized,0,0.9333,1.8733,141336.9663
55,donor-HCP-randomized,5,0.8,1.8233,126325.6378
55,donor-HCP-randomized,10,0.8667,1.8164,123066.6186
55,donor-HCP-randomized,20,0.7931,1.7301,146676.9023
55,donor-HCP-derandomized,0,0.9667,3.0955,300743.0397
55,donor-HCP-derandomized,5,0.9667,2.6709,218161.4061
55,donor-HCP-derandomized,10,0.9,2.4709,190564.7969
55,donor-HCP-derandomized,20,0.8276,2.1744,199785.2329
55,sample-HCP-randomized,0,0.9,1.7558,133599.2206
55,sample-HCP-randomized,5,0.7667,1.718,120355.9856
55,sample-HCP-randomized,10,0.8667,1.7154,116578.3382
55,sample-HCP-randomized,20,0.7931,1.6679,143576.4971
55,sample-HCP-derandomized,0,0.9667,3.002,285676.9601
55,sample-HCP-derandomized,5,0.9,2.1282,157277.7546
55,sample-HCP-derandomized,10,0.8667,2.1194,153265.173
55,sample-HCP-derandomized,20,0.7931,2.1108,192037.3229
55,HCP,0,0.9333,1.8733,141336.9663
55,HCP,5,0.8,1.8733,130651.3629
55,HCP,10,0.8667,1.8733,127904.5532
55,HCP,20,0.7931,1.8733,161553.4391
55,Pooling,0,0.9333,1.6576,121343.5788
55,Pooling,5,0.8,1.6576,112169.5502
55,Pooling,10,0.8667,1.6576,109811.3015
55,Pooling,20,0.7931,1.6576,138700.2493
55,Subsampling,0,0.9667,2.4168,199588.0846
55,Subsampling,5,0.9667,2.4168,184498.4787
55,Subsampling,10,0.9,2.4168,180619.5892
55,Subsampling,20,0.8621,2.4168,228136.6462
55,Repeated,0,0.9333,2.1289,167188.4217
55,Repeated,5,0.8667,2.1289,154548.3514
55,Repeated,10,0.8667,2.1289,151299.1323
55,Repeated,20,0.8276,2.1289,191102.6195
55,Std-CP,0,1.0,,
55,Std-CP,5,0.7333,16.9839,2.91840976133694e+28
55,Std-CP,10,0.7667,7.1654,49719698160419.59
55,Std-CP,20,0.931,15.2027,2.471293149289106e+53
56,donor-HCP-randomized,0,0.7667,1.9524,149662.8149
56,donor-HCP-randomized,5,0.9333,1.9486,156716.8023
56,donor-HCP-randomized,10,0.8333,1.9501,156306.8967
56,donor-HCP-randomized,20,0.8,1.8701,137697.014
56,donor-HCP-derandomized,0,0.9667,3.0587,293723.7344
56,donor-HCP-derandomized,5,0.9667,2.673,248238.1017
56,donor-HCP-derandomized,10,0.9667,2.5239,226562.2246
56,donor-HCP-derandomized,20,0.8667,2.2438,177894.9503
56,sample-HCP-randomized,0,0.7,1.7464,131084.7366
56,sample-HCP-randomized,5,0.9333,1.9109,154992.2974
56,sample-HCP-randomized,10,0.7667,1.7938,139316.9986
56,sample-HCP-randomized,20,0.8,1.7557,127214.1583
56,sample-HCP-derandomized,0,0.9667,3.051,288096.0524
56,sample-HCP-derandomized,5,0.9667,2.3234,199841.657
56,sample-HCP-derandomized,10,0.9333,2.3068,196677.0823
56,sample-HCP-derandomized,20,0.8667,2.1627,167160.8826
56,HCP,0,0.7667,1.9524,149662.8149
56,HCP,5,0.9333,1.9524,157099.3725
56,HCP,10,0.8333,1.9524,156618.1256
56,HCP,20,0.8,1.9524,145610.1504
56,Pooling,0,0.7667,1.8103,135877.7424
56,Pooling,5,0.9333,1.8103,142629.3371
56,Pooling,10,0.8,1.8103,142192.4166
56,Pooling,20,0.8,1.8103,132198.3589
56,Subsampling,0,0.7667,1.9138,145845.595
56,Subsampling,5,0.9333,1.9138,153092.4798
56,Subsampling,10,0.8333,1.9138,152623.5073
56,Subsampling,20,0.8,1.9138,141896.2956
56,Repeated,0,0.7667,1.9376,148196.8303
56,Repeated,5,0.9333,1.9376,155560.545
56,Repeated,10,0.8333,1.9376,155084.012
56,Repeated,20,0.8,1.9376,144183.8627
56,Std-CP,0,1.0,,
56,Std-CP,5,0.7333,9.678,8.538741457516144e+21
56,Std-CP,10,0.8667,6.4578,669524.7722
56,Std-CP,20,0.8667,12.5666,1.1210614736063896e+48
57,donor-HCP-randomized,0,0.9667,2.0021,163230.4142
57,donor-HCP-randomized,5,0.9333,1.9825,140251.2585
57,donor-HCP-randomized,10,0.7667,1.9775,145313.8513
57,donor-HCP-randomized,20,0.7667,1.6743,105414.5742
57,donor-HCP-derandomized,0,0.9667,3.0019,304296.4149
57,donor-HCP-derandomized,5,1.0,2.8086,237925.1994
