tau_B,experiment,o,method,coverage,width,n_infinite
5.0,37,20,Subsampling,0.72,16.674082552166304,0
5.0,37,25,Donor-HCP-no-within,0.81,11.711042093585618,0
5.0,37,25,Donor-HCP-within,0.88,3.0400213528891737,0
5.0,37,25,HCP,0.74,18.511166277295366,0
5.0,37,25,Pooling,0.7,16.241009548285128,0
5.0,37,25,Repeated,0.73,17.927136639548074,0
5.0,37,25,S-HCP-within,0.87,12.183696510420337,0
5.0,37,25,Std-CP,0.85,2.7778048887180073,0
5.0,37,25,Subsampling,0.72,16.674082552166304,0
5.0,37,30,Donor-HCP-no-within,0.8,11.658073477710966,0
5.0,37,30,Donor-HCP-within,0.85,2.5769513927261225,0
5.0,37,30,HCP,0.74,18.511166277295366,0
5.0,37,30,Pooling,0.7,16.241009548285128,0
5.0,37,30,Repeated,0.73,17.927136639548074,0
5.0,37,30,S-HCP-within,0.83,11.795270650333526,0
5.0,37,30,Std-CP,0.84,2.2579279101614778,0
5.0,37,30,Subsampling,0.72,16.674082552166304,0
5.0,37,35,Donor-HCP-no-within,0.8,11.639080208314333,0
5.0,37,35,Donor-HCP-within,0.87,2.57109705174195,0
5.0,37,35,HCP,0.74,18.511166277295366,0
5.0,37,35,Pooling,0.7,16.241009548285128,0
5.0,37,35,Repeated,0.73,17.927136639548074,0
5.0,37,35,S-HCP-within,0.86,11.995074866891198,0
5.0,37,35,Std-CP,0.85,2.2869345364298566,0
5.0,37,35,Subsampling,0.72,16.674082552166304,0
5.0,38,0,Donor-HCP-no-within,0.81,14.962435466101802,0
5.0,38,0,Donor-HCP-within,0.81,14.962435466101802,0
5.0,38,0,HCP,0.81,14.962435466101802,0
5.0,38,0,Pooling,0.73,10.971649325038491,0
5.0,38,0,Repeated,0.79,13.404387619302195,0
5.0,38,0,S-HCP-within,0.81,16.772891049877707,0
5.0,38,0,Std-CP,1.0,,100
5.0,38,0,Subsampling,0.67,9.67997096993282,0
5.0,38,5,Donor-HCP-no-within,0.87,34.85124449353495,0
5.0,38,5,Donor-HCP-within,0.85,29.98339971460662,0
5.0,38,5,HCP,0.81,14.962435466101802,0
5.0,38,5,Pooling,0.73,10.971649325038491,0
5.0,38,5,Repeated,0.79,13.404387619302195,0
5.0,38,5,S-HCP-within,0.83,16.47146195232573,0
5.0,38,5,Std-CP,0.75,4.821860273873085,0
5.0,38,5,Subsampling,0.67,9.67997096993282,0
5.0,38,10,Donor-HCP-no-within,0.84,34.55230292433365,0
5.0,38,10,Donor-HCP-within,0.86,25.73719609440583,0
5.0,38,10,HCP,0.81,14.962435466101802,0
5.0,38,10,Pooling,0.73,10.971649325038491,0
5.0,38,10,Repeated,0.79,13.404387619302195,0
5.0,38,10,S-HCP-within,0.82,16.10219560886037,0
5.0,38,10,Std-CP,0.88,18.111395070462255,0
5.0,38,10,Subsampling,0.67,9.67997096993282,0
5.0,38,15,Donor-HCP-no-within,0.84,31.76261355256928,0
5.0,38,15,Donor-HCP-within,0.89,21.58706631414202,0
5.0,38,15,HCP,0.81,14.962435466101802,0
5.0,38,15,Pooling,0.73,10.971649325038491,0
5.0,38,15,Repeated,0.79,13.404387619302195,0
5.0,38,15,S-HCP-within,0.82,16.099194270261677,0
5.0,38,15,Std-CP,0.92,4.688035610420435,0
5.0,38,15,Subsampling,0.67,9.67997096993282,0
5.0,38,20,Donor-HCP-no-within,0.78,24.163712934145106,0
5.0,38,20,Donor-HCP-within,0.81,13.595682136792469,0
5.0,38,20,HCP,0.81,14.962435466101802,0
5.0,38,20,Pooling,0.73,10.971649325038491,0
5.0,38,20,Repeated,0.79,13.404387619302195,0
5.0,38,20,S-HCP-within,0.82,16.047420675657705,0
5.0,38,20,Std-CP,0.77,2.840979096379042,0
5.0,38,20,Subsampling,0.67,9.67997096993282,0
5.0,38,25,Donor-HCP-no-within,0.74,9.497758076527116,0
5.0,38,25,Donor-HCP-within,0.79,2.978702112540432,0
5.0,38,25,HCP,0.81,14.962435466101802,0
5.0,38,25,Pooling,0.73,10.971649325038491,0
5.0,38,25,Repeated,0.79,13.404387619302195,0
5.0,38,25,S-HCP-within,0.84,10.035783488142851,0
5.0,38,25,Std-CP,0.84,3.004896933642864,0
5.0,38,25,Subsampling,0.67,9.67997096993282,0
5.0,38,30,Donor-HCP-no-within,0.76,9.496778444564805,0
5.0,38,30,Donor-HCP-within,0.77,2.5285734551023156,0
5.0,38,30,HCP,0.81,14.962435466101802,0
5.0,38,30,Pooling,0.73,10.971649325038491,0
5.0,38,30,Repeated,0.79,13.404387619302195,0
5.0,38,30,S-HCP-within,0.81,9.66219427419122,0
5.0,38,30,Std-CP,0.84,2.4465845086672577,0
5.0,38,30,Subsampling,0.67,9.67997096993282,0
5.0,38,35,Donor-HCP-no-within,0.74,9.466746337784242,0
5.0,38,35,Donor-HCP-within,0.81,2.6624241466408183,0
5.0,38,35,HCP,0.81,14.962435466101802,0
5.0,38,35,Pooling,0.73,10.971649325038491,0
5.0,38,35,Repeated,0.79,13.404387619302195,0
5.0,38,35,S-HCP-within,0.82,9.82839371305948,0
5.0,38,35,Std-CP,0.86,2.5187080732573737,0
5.0,38,35,Subsampling,0.67,9.67997096993282,0
5.0,39,0,Donor-HCP-no-within,0.65,15.547047898108644,0
5.0,39,0,Donor-HCP-within,0.65,15.547047898108644,0
5.0,39,0,HCP,0.65,15.547047898108644,0
5.0,39,0,Pooling,0.63,13.810489440559016,0
5.0,39,0,Repeated,0.65,14.695288621321732,0
5.0,39,0,S-HCP-within,0.78,20.83514169155579,0
5.0,39,0,Std-CP,1.0,,100
5.0,39,0,Subsampling,0.64,14.31794721938091,0
5.0,39,5,Donor-HCP-no-within,0.62,14.167219673992756,0
5.0,39,5,Donor-HCP-within,0.67,12.641739525502997,0
5.0,39,5,HCP,0.65,15.547047898108644,0
5.0,39,5,Pooling,0.63,13.810489440559016,0
5.0,39,5,Repeated,0.65,14.695288621321732,0
5.0,39,5,S-HCP-within,0.79,19.542098367541794,0
5.0,39,5,Std-CP,0.84,7.274725254372229,0
5.0,39,5,Subsampling,0.64,14.31794721938091,0
5.0,39,10,Donor-HCP-no-within,0.63,13.902665321114641,0
5.0,39,10,Donor-HCP-within,0.62,10.3789134867489,0
5.0,39,10,HCP,0.65,15.547047898108644,0
5.0,39,10,Pooling,0.63,13.810489440559016,0
5.0,39,10,Repeated,0.65,14.695288621321732,0
5.0,39,10,S-HCP-within,0.73,17.468867144837773,0
5.0,39,10,Std-CP,0.82,29.14437021344898,0
5.0,39,10,Subsampling,0.64,14.31794721938091,0
5.0,39,15,Donor-HCP-no-within,0.62,13.341382536399333,0
5.0,39,15,Donor-HCP-within,0.75,10.819010308872537,0
5.0,39,15,HCP,0.65,15.547047898108644,0
5.0,39,15,Pooling,0.63,13.810489440559016,0
5.0,39,15,Repeated,0.65,14.695288621321732,0
5.0,39,15,S-HCP-within,0.76,17.876915098917827,0
5.0,39,15,Std-CP,0.9,4.7140766520579405,0
5.0,39,15,Subsampling,0.64,14.31794721938091,0
5.0,39,20,Donor-HCP-no-within,0.56,13.486736232665898,0
5.0,39,20,Donor-HCP-within,0.66,7.91939078376868,0
5.0,39,20,HCP,0.65,15.547047898108644,0
5.0,39,20,Pooling,0.63,13.810489440559016,0
5.0,39,20,Repeated,0.65,14.695288621321732,0
5.0,39,20,S-HCP-within,0.74,17.430527893608858,0
5.0,39,20,Std-CP,0.76,2.57151634748383,0
5.0,39,20,Subsampling,0.64,14.31794721938091,0
5.0,39,25,Donor-HCP-no-within,0.82,10.89567894863639,0
5.0,39,25,Donor-HCP-within,0.86,3.1930038740693596,0
5.0,39,25,HCP,0.65,15.547047898108644,0
5.0,39,25,Pooling,0.63,13.810489440559016,0
5.0,39,25,Repeated,0.65,14.695288621321732,0
5.0,39,25,S-HCP-within,0.88,11.45157947382935,0
5.0,39,25,Std-CP,0.85,2.9087932906100082,0
5.0,39,25,Subsampling,0.64,14.31794721938091,0
5.0,39,30,Donor-HCP-no-within,0.81,10.881461446932095,0
5.0,39,30,Donor-HCP-within,0.74,2.540217295275504,0
5.0,39,30,HCP,0.65,15.547047898108644,0
5.0,39,30,Pooling,0.63,13.810489440559016,0
5.0,39,30,Repeated,0.65,14.695288621321732,0
5.0,39,30,S-HCP-within,0.83,10.996251839246398,0
5.0,39,30,Std-CP,0.78,2.4466042712391562,0
5.0,39,30,Subsampling,0.64,14.31794721938091,0
5.0,39,35,Donor-HCP-no-within,0.83,10.826857235649687,0
5.0,39,35,Donor-HCP-within,0.79,2.630135727591392,0
5.0,39,35,HCP,0.65,15.547047898108644,0
5.0,39,35,Pooling,0.63,13.810489440559016,0
5.0,39,35,Repeated,0.65,14.695288621321732,0
5.0,39,35,S-HCP-within,0.88,11.180175838818094,0
5.0,39,35,Std-CP,0.8,2.353161066724653,0
5.0,39,35,Subsampling,0.64,14.31794721938091,0
5.0,40,0,Donor-HCP-no-within,0.93,24.641293404225163,0
5.0,40,0,Donor-HCP-within,0.93,24.641293404225163,0
5.0,40,0,HCP,0.93,24.641293404225163,0
5.0,40,0,Pooling,0.9,22.453552730321285,0
5.0,40,0,Repeated,0.93,24.15950845182328,0
5.0,40,0,S-HCP-within,0.93,27.25217827273551,0
5.0,40,0,Std-CP,1.0,,100
5.0,40,0,Subsampling,0.93,24.223552322891475,0
5.0,40,5,Donor-HCP-no-within,0.92,31.26918693328299,0
5.0,40,5,Donor-HCP-within,0.9,27.88705508622523,0
5.0,40,5,HCP,0.93,24.641293404225163,0
5.0,40,5,Pooling,0.9,22.453552730321285,0
5.0,40,5,Repeated,0.93,24.15950845182328,0
5.0,40,5,S-HCP-within,0.92,26.305192123692112,0
5.0,40,5,Std-CP,0.81,5.277664886183381,0
5.0,40,5,Subsampling,0.93,24.223552322891475,0
5.0,40,10,Donor-HCP-no-within,0.9,30.661983926358694,0
5.0,40,10,Donor-HCP-within,0.89,23.960210628802905,0
5.0,40,10,HCP,0.93,24.641293404225163,0
5.0,40,10,Pooling,0.9,22.453552730321285,0
5.0,40,10,Repeated,0.93,24.15950845182328,0
5.0,40,10,S-HCP-within,0.9,25.55532368313062,0
5.0,40,10,Std-CP,0.76,21.715667361283067,0
5.0,40,10,Subsampling,0.93,24.223552322891475,0
5.0,40,15,Donor-HCP-no-within,0.85,30.17357800629982,0
5.0,40,15,Donor-HCP-within,0.91,18.624242263318994,0
5.0,40,15,HCP,0.93,24.641293404225163,0
5.0,40,15,Pooling,0.9,22.453552730321285,0
5.0,40,15,Repeated,0.93,24.15950845182328,0
5.0,40,15,S-HCP-within,0.89,25.65639648184473,0
5.0,40,15,Std-CP,0.91,5.13696825421752,0
5.0,40,15,Subsampling,0.93,24.223552322891475,0
5.0,40,20,Donor-HCP-no-within,0.9,28.366054050859542,0
5.0,40,20,Donor-HCP-within,0.92,15.117392482953262,0
5.0,40,20,HCP,0.93,24.641293404225163,0
5.0,40,20,Pooling,0.9,22.453552730321285,0
5.0,40,20,Repeated,0.93,24.15950845182328,0
5.0,40,20,S-HCP-within,0.89,25.409125224978116,0
5.0,40,20,Std-CP,0.78,2.9478681260611337,0
5.0,40,20,Subsampling,0.93,24.223552322891475,0
5.0,40,25,Donor-HCP-no-within,0.77,12.0435758944664,0
5.0,40,25,Donor-HCP-within,0.89,3.0777315205632334,0
5.0,40,25,HCP,0.93,24.641293404225163,0
5.0,40,25,Pooling,0.9,22.453552730321285,0
5.0,40,25,Repeated,0.93,24.15950845182328,0
5.0,40,25,S-HCP-within,0.82,12.709641177621993,0
5.0,40,25,Std-CP,0.84,2.9540352887368386,0
5.0,40,25,Subsampling,0.93,24.223552322891475,0
5.0,40,30,Donor-HCP-no-within,0.76,11.970208169442005,0
5.0,40,30,Donor-HCP-within,0.82,2.539282623832757,0
5.0,40,30,HCP,0.93,24.641293404225163,0
5.0,40,30,Pooling,0.9,22.453552730321285,0
5.0,40,30,Repeated,0.93,24.15950845182328,0
5.0,40,30,S-HCP-within,0.79,12.135291191391502,0
5.0,40,30,Std-CP,0.85,2.3859680301306985,0
5.0,40,30,Subsampling,0.93,24.223552322891475,0
5.0,40,35,Donor-HCP-no-within,0.74,11.933880625010856,0
5.0,40,35,Donor-HCP-within,0.87,2.6249467165993945,0
5.0,40,35,HCP,0.93,24.641293404225163,0
5.0,40,35,Pooling,0.9,22.453552730321285,0
5.0,40,35,Repeated,0.93,24.15950845182328,0
5.0,40,35,S-HCP-within,0.81,12.39917661114081,0
5.0,40,35,Std-CP,0.89,2.506553502929725,0
5.0,40,35,Subsampling,0.93,24.223552322891475,0
5.0,41,0,Donor-HCP-no-within,0.94,36.73424731893195,0
5.0,41,0,Donor-HCP-within,0.94,36.73424731893195,0
5.0,41,0,HCP,0.94,36.73424731893195,0
5.0,41,0,Pooling,0.91,33.566744462827884,0
5.0,41,0,Repeated,0.94,36.40173086735356,0
5.0,41,0,S-HCP-within,0.89,20.000131232858788,0
5.0,41,0,Std-CP,1.0,,100
5.0,41,0,Subsampling,0.94,36.74245404776784,0
5.0,41,5,Donor-HCP-no-within,0.94,30.862406744856067,0
5.0,41,5,Donor-HCP-within,0.93,26.80977144147901,0
5.0,41,5,HCP,0.94,36.73424731893195,0
5.0,41,5,Pooling,0.91,33.566744462827884,0
5.0,41,5,Repeated,0.94,36.40173086735356,0
5.0,41,5,S-HCP-within,0.84,18.974099124949362,0
5.0,41,5,Std-CP,0.78,6.1254122256212815,0
5.0,41,5,Subsampling,0.94,36.74245404776784,0
5.0,41,10,Donor-HCP-no-within,0.93,30.241136991101747,0
5.0,41,10,Donor-HCP-within,0.96,26.71034025268963,0
5.0,41,10,HCP,0.94,36.73424731893195,0
5.0,41,10,Pooling,0.91,33.566744462827884,0
5.0,41,10,Repeated,0.94,36.40173086735356,0
5.0,41,10,S-HCP-within,0.85,18.30713264656984,0
5.0,41,10,Std-CP,0.75,15.339085481534653,0
5.0,41,10,Subsampling,0.94,36.74245404776784,0
5.0,41,15,Donor-HCP-no-within,0.89,30.21188713443043,0
5.0,41,15,Donor-HCP-within,0.94,18.81761206556237,0
5.0,41,15,HCP,0.94,36.73424731893195,0
5.0,41,15,Pooling,0.91,33.566744462827884,0
5.0,41,15,Repeated,0.94,36.40173086735356,0
5.0,41,15,S-HCP-within,0.84,18.37970504502234,0
5.0,41,15,Std-CP,0.97,4.7499812680723785,0
5.0,41,15,Subsampling,0.94,36.74245404776784,0
5.0,41,20,Donor-HCP-no-within,0.89,29.30010552205835,0
5.0,41,20,Donor-HCP-within,0.9,15.171908525670425,0
5.0,41,20,HCP,0.94,36.73424731893195,0
5.0,41,20,Pooling,0.91,33.566744462827884,0
5.0,41,20,Repeated,0.94,36.40173086735356,0
5.0,41,20,S-HCP-within,0.85,17.88676872491615,0
5.0,41,20,Std-CP,0.85,2.9339223288738645,0
5.0,41,20,Subsampling,0.94,36.74245404776784,0
5.0,41,25,Donor-HCP-no-within,0.71,11.38484393817547,0
5.0,41,25,Donor-HCP-within,0.87,3.0382810953952344,0
5.0,41,25,HCP,0.94,36.73424731893195,0
5.0,41,25,Pooling,0.91,33.566744462827884,0
5.0,41,25,Repeated,0.94,36.40173086735356,0
5.0,41,25,S-HCP-within,0.84,12.022037234189455,0
5.0,41,25,Std-CP,0.89,3.1026014006630036,0
5.0,41,25,Subsampling,0.94,36.74245404776784,0
5.0,41,30,Donor-HCP-no-within,0.72,11.399738156192857,0
5.0,41,30,Donor-HCP-within,0.81,2.5356668961849396,0
5.0,41,30,HCP,0.94,36.73424731893195,0
5.0,41,30,Pooling,0.91,33.566744462827884,0
5.0,41,30,Repeated,0.94,36.40173086735356,0
5.0,41,30,S-HCP-within,0.8,11.517892628464748,0
5.0,41,30,Std-CP,0.84,2.432363337597696,0
5.0,41,30,Subsampling,0.94,36.74245404776784,0
5.0,41,35,Donor-HCP-no-within,0.72,11.374708376688723,0
5.0,41,35,Donor-HCP-within,0.87,2.62995571845938,0
5.0,41,35,HCP,0.94,36.73424731893195,0
5.0,41,35,Pooling,0.91,33.566744462827884,0
5.0,41,35,Repeated,0.94,36.40173086735356,0
5.0,41,35,S-HCP-within,0.81,11.862021133767476,0
5.0,41,35,Std-CP,0.84,2.429117393558087,0
5.0,41,35,Subsampling,0.94,36.74245404776784,0
5.0,42,0,Donor-HCP-no-within,0.95,27.795581900716787,0
5.0,42,0,Donor-HCP-within,0.95,27.795581900716787,0
5.0,42,0,HCP,0.95,27.795581900716787,0
5.0,42,0,Pooling,0.92,25.823512356883157,0
5.0,42,0,Repeated,0.94,27.20780582999639,0
5.0,42,0,S-HCP-within,0.94,21.626692836234216,0
5.0,42,0,Std-CP,1.0,,100
5.0,42,0,Subsampling,0.94,26.392144850595887,0
5.0,42,5,Donor-HCP-no-within,0.93,23.445319085603664,0
5.0,42,5,Donor-HCP-within,0.93,20.913465390820463,0
5.0,42,5,HCP,0.95,27.795581900716787,0
5.0,42,5,Pooling,0.92,25.823512356883157,0
5.0,42,5,Repeated,0.94,27.20780582999639,0
5.0,42,5,S-HCP-within,0.93,20.233355740194654,0
5.0,42,5,Std-CP,0.7,5.189215584327281,0
5.0,42,5,Subsampling,0.94,26.392144850595887,0
5.0,42,10,Donor-HCP-no-within,0.93,23.357159733972857,0
5.0,42,10,Donor-HCP-within,0.91,17.111714372743094,0
5.0,42,10,HCP,0.95,27.795581900716787,0
5.0,42,10,Pooling,0.92,25.823512356883157,0
5.0,42,10,Repeated,0.94,27.20780582999639,0
5.0,42,10,S-HCP-within,0.93,19.377108135799332,0
5.0,42,10,Std-CP,0.86,13.932409086443013,0
5.0,42,10,Subsampling,0.94,26.392144850595887,0
5.0,42,15,Donor-HCP-no-within,0.94,23.078069629262487,0
5.0,42,15,Donor-HCP-within,0.9,14.477775219613273,0
5.0,42,15,HCP,0.95,27.795581900716787,0
5.0,42,15,Pooling,0.92,25.823512356883157,0
5.0,42,15,Repeated,0.94,27.20780582999639,0
5.0,42,15,S-HCP-within,0.92,19.520305563266795,0
5.0,42,15,Std-CP,0.89,4.347695666442579,0
5.0,42,15,Subsampling,0.94,26.392144850595887,0
5.0,42,20,Donor-HCP-no-within,0.94,22.4558327673769,0
5.0,42,20,Donor-HCP-within,0.93,12.206331608154997,0
5.0,42,20,HCP,0.95,27.795581900716787,0
5.0,42,20,Pooling,0.92,25.823512356883157,0
5.0,42,20,Repeated,0.94,27.20780582999639,0
5.0,42,20,S-HCP-within,0.91,19.33916022384933,0
5.0,42,20,Std-CP,0.79,2.613639161800191,0
5.0,42,20,Subsampling,0.94,26.392144850595887,0
5.0,42,25,Donor-HCP-no-within,0.79,9.175259407157656,0
5.0,42,25,Donor-HCP-within,0.88,2.915006063839689,0
5.0,42,25,HCP,0.95,27.795581900716787,0
5.0,42,25,Pooling,0.92,25.823512356883157,0
5.0,42,25,Repeated,0.94,27.20780582999639,0
5.0,42,25,S-HCP-within,0.84,9.534526915197025,0
5.0,42,25,Std-CP,0.85,2.815216328849768,0
5.0,42,25,Subsampling,0.94,26.392144850595887,0
5.0,42,30,Donor-HCP-no-within,0.8,9.151262353297072,0
5.0,42,30,Donor-HCP-within,0.82,2.495354293284673,0
5.0,42,30,HCP,0.95,27.795581900716787,0
5.0,42,30,Pooling,0.92,25.823512356883157,0
5.0,42,30,Repeated,0.94,27.20780582999639,0
5.0,42,30,S-HCP-within,0.79,9.261326976289775,0
5.0,42,30,Std-CP,0.72,2.2897452809914594,0
5.0,42,30,Subsampling,0.94,26.392144850595887,0
5.0,42,35,Donor-HCP-no-within,0.8,9.16499725465452,0
5.0,42,35,Donor-HCP-within,0.86,2.617387471092981,0
5.0,42,35,HCP,0.95,27.795581900716787,0
5.0,42,35,Pooling,0.92,25.823512356883157,0
5.0,42,35,Repeated,0.94,27.20780582999639,0
5.0,42,35,S-HCP-within,0.89,9.456042142630807,0
5.0,42,35,Std-CP,0.85,2.4093430223217833,0
5.0,42,35,Subsampling,0.94,26.392144850595887,0
5.0,43,0,Donor-HCP-no-within,0.94,33.642388989699896,0
5.0,43,0,Donor-HCP-within,0.94,33.642388989699896,0
5.0,43,0,HCP,0.94,33.642388989699896,0
5.0,43,0,Pooling,0.9,29.608435347662127,0
5.0,43,0,Repeated,0.92,31.722987334420885,0
5.0,43,0,S-HCP-within,0.63,21.533233315380645,0
5.0,43,0,Std-CP,1.0,,100
5.0,43,0,Subsampling,0.94,33.70134548218495,0
5.0,43,5,Donor-HCP-no-within,0.88,29.211186165047604,0
5.0,43,5,Donor-HCP-within,0.89,24.618736399989313,0
5.0,43,5,HCP,0.94,33.642388989699896,0
5.0,43,5,Pooling,0.9,29.608435347662127,0
5.0,43,5,Repeated,0.92,31.722987334420885,0
5.0,43,5,S-HCP-within,0.66,21.36067142710834,0
5.0,43,5,Std-CP,0.78,5.4276589164426845,0
5.0,43,5,Subsampling,0.94,33.70134548218495,0
5.0,43,10,Donor-HCP-no-within,0.88,27.47625988070949,0
5.0,43,10,Donor-HCP-within,0.87,20.603795969320664,0
5.0,43,10,HCP,0.94,33.642388989699896,0
5.0,43,10,Pooling,0.9,29.608435347662127,0
5.0,43,10,Repeated,0.92,31.722987334420885,0
5.0,43,10,S-HCP-within,0.65,21.007203333817742,0
5.0,43,10,Std-CP,0.89,13.63484946306878,0
5.0,43,10,Subsampling,0.94,33.70134548218495,0
5.0,43,15,Donor-HCP-no-within,0.86,27.427347771224476,0
5.0,43,15,Donor-HCP-within,0.88,17.10342164705081,0
5.0,43,15,HCP,0.94,33.642388989699896,0
5.0,43,15,Pooling,0.9,29.608435347662127,0
5.0,43,15,Repeated,0.92,31.722987334420885,0
5.0,43,15,S-HCP-within,0.65,21.092676410524856,0
5.0,43,15,Std-CP,0.9,4.961666794763582,0
5.0,43,15,Subsampling,0.94,33.70134548218495,0
5.0,43,20,Donor-HCP-no-within,0.85,26.456564956969572,0
5.0,43,20,Donor-HCP-within,0.82,13.558315861799992,0
5.0,43,20,HCP,0.94,33.642388989699896,0
5.0,43,20,Pooling,0.9,29.608435347662127,0
5.0,43,20,Repeated,0.92,31.722987334420885,0
5.0,43,20,S-HCP-within,0.64,20.916445310875492,0
5.0,43,20,Std-CP,0.82,2.8951411950062957,0
5.0,43,20,Subsampling,0.94,33.70134548218495,0
5.0,43,25,Donor-HCP-no-within,0.8,10.675106871821832,0
5.0,43,25,Donor-HCP-within,0.89,3.1513676125953727,0
5.0,43,25,HCP,0.94,33.642388989699896,0
5.0,43,25,Pooling,0.9,29.608435347662127,0
5.0,43,25,Repeated,0.92,31.722987334420885,0
5.0,43,25,S-HCP-within,0.86,11.090910717146105,0
5.0,43,25,Std-CP,0.84,3.0055691414358243,0
5.0,43,25,Subsampling,0.94,33.70134548218495,0
5.0,43,30,Donor-HCP-no-within,0.81,10.632815115642224,0
5.0,43,30,Donor-HCP-within,0.87,2.4976353588851232,0
5.0,43,30,HCP,0.94,33.642388989699896,0
5.0,43,30,Pooling,0.9,29.608435347662127,0
5.0,43,30,Repeated,0.92,31.722987334420885,0
5.0,43,30,S-HCP-within,0.82,10.747014969828514,0
5.0,43,30,Std-CP,0.85,2.4547215089689787,0
5.0,43,30,Subsampling,0.94,33.70134548218495,0
5.0,43,35,Donor-HCP-no-within,0.8,10.621991102044579,0
5.0,43,35,Donor-HCP-within,0.89,2.642462280954515,0
5.0,43,35,HCP,0.94,33.642388989699896,0
5.0,43,35,Pooling,0.9,29.608435347662127,0
5.0,43,35,Repeated,0.92,31.722987334420885,0
5.0,43,35,S-HCP-within,0.85,10.920680976924443,0
5.0,43,35,Std-CP,0.87,2.516364695851921,0
5.0,43,35,Subsampling,0.94,33.70134548218495,0
5.0,44,0,Donor-HCP-no-within,0.67,18.45861139985112,0
5.0,44,0,Donor-HCP-within,0.67,18.45861139985112,0
5.0,44,0,HCP,0.67,18.45861139985112,0
5.0,44,0,Pooling,0.58,14.491657266379928,0
5.0,44,0,Repeated,0.63,16.968327255758663,0
5.0,44,0,S-HCP-within,0.88,16.456835192106848,0
5.0,44,0,Std-CP,1.0,,100
5.0,44,0,Subsampling,0.58,14.491657266379928,0
5.0,44,5,Donor-HCP-no-within,0.67,18.207972961326266,0
5.0,44,5,Donor-HCP-within,0.66,16.420417706640997,0
5.0,44,5,HCP,0.67,18.45861139985112,0
5.0,44,5,Pooling,0.58,14.491657266379928,0
5.0,44,5,Repeated,0.63,16.968327255758663,0
5.0,44,5,S-HCP-within,0.89,16.135727585735836,0
5.0,44,5,Std-CP,0.71,6.088965010841439,0
5.0,44,5,Subsampling,0.58,14.491657266379928,0
5.0,44,10,Donor-HCP-no-within,0.7,17.00534045962649,0
5.0,44,10,Donor-HCP-within,0.88,22.108778322541788,0
5.0,44,10,HCP,0.67,18.45861139985112,0
5.0,44,10,Pooling,0.58,14.491657266379928,0
5.0,44,10,Repeated,0.63,16.968327255758663,0
5.0,44,10,S-HCP-within,0.88,15.799535295377645,0
5.0,44,10,Std-CP,0.83,26.827034311385937,0
5.0,44,10,Subsampling,0.58,14.491657266379928,0
5.0,44,15,Donor-HCP-no-within,0.63,16.699433024892436,0
5.0,44,15,Donor-HCP-within,0.64,10.6876226610179,0
5.0,44,15,HCP,0.67,18.45861139985112,0
5.0,44,15,Pooling,0.58,14.491657266379928,0
5.0,44,15,Repeated,0.63,16.968327255758663,0
5.0,44,15,S-HCP-within,0.89,15.883177075231474,0
5.0,44,15,Std-CP,0.81,4.643534176335503,0
5.0,44,15,Subsampling,0.58,14.491657266379928,0
5.0,44,20,Donor-HCP-no-within,0.59,15.847434624276989,0
5.0,44,20,Donor-HCP-within,0.6,8.687350953489242,0
5.0,44,20,HCP,0.67,18.45861139985112,0
5.0,44,20,Pooling,0.58,14.491657266379928,0
5.0,44,20,Repeated,0.63,16.968327255758663,0
5.0,44,20,S-HCP-within,0.88,15.84842719384588,0
5.0,44,20,Std-CP,0.78,2.7475663139646276,0
5.0,44,20,Subsampling,0.58,14.491657266379928,0
5.0,44,25,Donor-HCP-no-within,0.81,11.027361557636167,0
5.0,44,25,Donor-HCP-within,0.83,3.2337967580674842,0
5.0,44,25,HCP,0.67,18.45861139985112,0
5.0,44,25,Pooling,0.58,14.491657266379928,0
5.0,44,25,Repeated,0.63,16.968327255758663,0
5.0,44,25,S-HCP-within,0.85,11.580251757257802,0
5.0,44,25,Std-CP,0.78,2.901854407686864,0
5.0,44,25,Subsampling,0.58,14.491657266379928,0
5.0,44,30,Donor-HCP-no-within,0.81,10.978616475974196,0
5.0,44,30,Donor-HCP-within,0.73,2.488726994723814,0
5.0,44,30,HCP,0.67,18.45861139985112,0
5.0,44,30,Pooling,0.58,14.491657266379928,0
5.0,44,30,Repeated,0.63,16.968327255758663,0
5.0,44,30,S-HCP-within,0.83,11.085397994627213,0
5.0,44,30,Std-CP,0.72,2.3594664937519276,0
5.0,44,30,Subsampling,0.58,14.491657266379928,0
5.0,44,35,Donor-HCP-no-within,0.81,11.000713829177554,0
5.0,44,35,Donor-HCP-within,0.73,2.652546137840255,0
5.0,44,35,HCP,0.67,18.45861139985112,0
5.0,44,35,Pooling,0.58,14.491657266379928,0
5.0,44,35,Repeated,0.63,16.968327255758663,0
5.0,44,35,S-HCP-within,0.86,11.453920322030609,0
5.0,44,35,Std-CP,0.74,2.4526999599451442,0
5.0,44,35,Subsampling,0.58,14.491657266379928,0
5.0,45,0,Donor-HCP-no-within,0.97,41.33028137770903,0
5.0,45,0,Donor-HCP-within,0.97,41.33028137770903,0
5.0,45,0,HCP,0.97,41.33028137770903,0
5.0,45,0,Pooling,0.93,36.2034154110069,0
5.0,45,0,Repeated,0.96,39.80933459903852,0
5.0,45,0,S-HCP-within,0.82,25.501722103397757,0
5.0,45,0,Std-CP,1.0,,100
5.0,45,0,Subsampling,0.93,36.90494803020431,0
5.0,45,5,Donor-HCP-no-within,0.82,38.17013350101293,0
