tau_B,experiment,o,method,coverage,width,n_infinite
5.0,15,0,Donor-HCP-no-within,0.81,29.829756020588775,0
5.0,15,0,Donor-HCP-within,0.81,29.829756020588775,0
5.0,15,0,HCP,0.81,29.829756020588775,0
5.0,15,0,Pooling,0.73,25.33049583033089,0
5.0,15,0,Repeated,0.8,28.84375644442579,0
5.0,15,0,S-HCP-within,0.58,14.981940335437557,0
5.0,15,0,Std-CP,1.0,,100
5.0,15,0,Subsampling,0.81,29.50078492614438,0
5.0,15,5,Donor-HCP-no-within,0.75,24.404570335254842,0
5.0,15,5,Donor-HCP-within,0.76,20.944628565651307,0
5.0,15,5,HCP,0.81,29.829756020588775,0
5.0,15,5,Pooling,0.73,25.33049583033089,0
5.0,15,5,Repeated,0.8,28.84375644442579,0
5.0,15,5,S-HCP-within,0.52,14.010137225394455,0
5.0,15,5,Std-CP,0.67,6.1585639551887095,0
5.0,15,5,Subsampling,0.81,29.50078492614438,0
5.0,15,10,Donor-HCP-no-within,0.73,23.807082640506618,0
5.0,15,10,Donor-HCP-within,0.76,17.71698882928532,0
5.0,15,10,HCP,0.81,29.829756020588775,0
5.0,15,10,Pooling,0.73,25.33049583033089,0
5.0,15,10,Repeated,0.8,28.84375644442579,0
5.0,15,10,S-HCP-within,0.51,13.35056317710898,0
5.0,15,10,Std-CP,0.83,15.145073482323387,0
5.0,15,10,Subsampling,0.81,29.50078492614438,0
5.0,15,15,Donor-HCP-no-within,0.77,23.01236842290772,0
5.0,15,15,Donor-HCP-within,0.74,14.283130829361466,0
5.0,15,15,HCP,0.81,29.829756020588775,0
5.0,15,15,Pooling,0.73,25.33049583033089,0
5.0,15,15,Repeated,0.8,28.84375644442579,0
5.0,15,15,S-HCP-within,0.51,13.659558410004898,0
5.0,15,15,Std-CP,0.82,5.256443430342733,0
5.0,15,15,Subsampling,0.81,29.50078492614438,0
5.0,15,20,Donor-HCP-no-within,0.76,22.123057184680484,0
5.0,15,20,Donor-HCP-within,0.73,11.829732444890526,0
5.0,15,20,HCP,0.81,29.829756020588775,0
5.0,15,20,Pooling,0.73,25.33049583033089,0
5.0,15,20,Repeated,0.8,28.84375644442579,0
5.0,15,20,S-HCP-within,0.52,13.435915693621343,0
5.0,15,20,Std-CP,0.83,2.9868270680009976,0
5.0,15,20,Subsampling,0.81,29.50078492614438,0
5.0,15,25,Donor-HCP-no-within,0.73,14.280574013306005,0
5.0,15,25,Donor-HCP-within,0.81,3.317863866337465,0
5.0,15,25,HCP,0.81,29.829756020588775,0
5.0,15,25,Pooling,0.73,25.33049583033089,0
5.0,15,25,Repeated,0.8,28.84375644442579,0
5.0,15,25,S-HCP-within,0.78,15.05472844389529,0
5.0,15,25,Std-CP,0.83,2.9715317591648884,0
5.0,15,25,Subsampling,0.81,29.50078492614438,0
5.0,15,30,Donor-HCP-no-within,0.75,14.344586898764769,0
5.0,15,30,Donor-HCP-within,0.77,2.755375537380766,0
5.0,15,30,HCP,0.81,29.829756020588775,0
5.0,15,30,Pooling,0.73,25.33049583033089,0
5.0,15,30,Repeated,0.8,28.84375644442579,0
5.0,15,30,S-HCP-within,0.75,14.518279065430406,0
5.0,15,30,Std-CP,0.8,2.4581138733265235,0
5.0,15,30,Subsampling,0.81,29.50078492614438,0
5.0,15,35,Donor-HCP-no-within,0.75,14.334967440869173,0
5.0,15,35,Donor-HCP-within,0.8,2.880795167856769,0
5.0,15,35,HCP,0.81,29.829756020588775,0
5.0,15,35,Pooling,0.73,25.33049583033089,0
5.0,15,35,Repeated,0.8,28.84375644442579,0
5.0,15,35,S-HCP-within,0.78,14.856624892970203,0
5.0,15,35,Std-CP,0.84,2.557120642305121,0
5.0,15,35,Subsampling,0.81,29.50078492614438,0
5.0,16,0,Donor-HCP-no-within,0.83,55.275522717377456,0
5.0,16,0,Donor-HCP-within,0.83,55.275522717377456,0
5.0,16,0,HCP,0.83,55.275522717377456,0
5.0,16,0,Pooling,0.77,48.004464979378106,0
5.0,16,0,Repeated,0.83,53.84981664370825,0
5.0,16,0,S-HCP-within,0.9,24.10708997433001,0
5.0,16,0,Std-CP,1.0,,100
5.0,16,0,Subsampling,0.77,48.004464979378106,0
5.0,16,5,Donor-HCP-no-within,0.8,31.944664663918275,0
5.0,16,5,Donor-HCP-within,0.86,30.51776377284388,0
5.0,16,5,HCP,0.83,55.275522717377456,0
5.0,16,5,Pooling,0.77,48.004464979378106,0
5.0,16,5,Repeated,0.83,53.84981664370825,0
5.0,16,5,S-HCP-within,0.9,23.199573021472002,0
5.0,16,5,Std-CP,0.87,6.9454005136970265,0
5.0,16,5,Subsampling,0.77,48.004464979378106,0
5.0,16,10,Donor-HCP-no-within,0.81,31.926735780283654,0
5.0,16,10,Donor-HCP-within,0.89,26.134707961503917,0
5.0,16,10,HCP,0.83,55.275522717377456,0
5.0,16,10,Pooling,0.77,48.004464979378106,0
5.0,16,10,Repeated,0.83,53.84981664370825,0
5.0,16,10,S-HCP-within,0.9,22.200228625732567,0
5.0,16,10,Std-CP,0.77,14.488933523253754,0
5.0,16,10,Subsampling,0.77,48.004464979378106,0
5.0,16,15,Donor-HCP-no-within,0.82,30.80502418237249,0
5.0,16,15,Donor-HCP-within,0.79,19.59228446999348,0
5.0,16,15,HCP,0.83,55.275522717377456,0
5.0,16,15,Pooling,0.77,48.004464979378106,0
5.0,16,15,Repeated,0.83,53.84981664370825,0
5.0,16,15,S-HCP-within,0.9,22.314037638695872,0
5.0,16,15,Std-CP,0.93,5.56183782585789,0
5.0,16,15,Subsampling,0.77,48.004464979378106,0
5.0,16,20,Donor-HCP-no-within,0.72,29.96740662009411,0
5.0,16,20,Donor-HCP-within,0.76,14.795341947106442,0
5.0,16,20,HCP,0.83,55.275522717377456,0
5.0,16,20,Pooling,0.77,48.004464979378106,0
5.0,16,20,Repeated,0.83,53.84981664370825,0
5.0,16,20,S-HCP-within,0.89,21.98944709671688,0
5.0,16,20,Std-CP,0.84,3.3046629396889955,0
5.0,16,20,Subsampling,0.77,48.004464979378106,0
5.0,16,25,Donor-HCP-no-within,0.78,11.35919971471137,0
5.0,16,25,Donor-HCP-within,0.87,3.371824881795884,0
5.0,16,25,HCP,0.83,55.275522717377456,0
5.0,16,25,Pooling,0.77,48.004464979378106,0
5.0,16,25,Repeated,0.83,53.84981664370825,0
5.0,16,25,S-HCP-within,0.85,11.784135042978754,0
5.0,16,25,Std-CP,0.89,3.4736525184325644,0
5.0,16,25,Subsampling,0.77,48.004464979378106,0
5.0,16,30,Donor-HCP-no-within,0.78,11.350216797975575,0
5.0,16,30,Donor-HCP-within,0.78,2.757828554239055,0
5.0,16,30,HCP,0.83,55.275522717377456,0
5.0,16,30,Pooling,0.77,48.004464979378106,0
5.0,16,30,Repeated,0.83,53.84981664370825,0
5.0,16,30,S-HCP-within,0.8,11.439306163706297,0
5.0,16,30,Std-CP,0.82,2.6246296062620345,0
5.0,16,30,Subsampling,0.77,48.004464979378106,0
5.0,16,35,Donor-HCP-no-within,0.76,11.317391579026086,0
5.0,16,35,Donor-HCP-within,0.83,2.8909895228703464,0
5.0,16,35,HCP,0.83,55.275522717377456,0
5.0,16,35,Pooling,0.77,48.004464979378106,0
5.0,16,35,Repeated,0.83,53.84981664370825,0
5.0,16,35,S-HCP-within,0.83,11.605087643124753,0
5.0,16,35,Std-CP,0.8,2.613317602866196,0
5.0,16,35,Subsampling,0.77,48.004464979378106,0
5.0,17,0,Donor-HCP-no-within,0.74,19.55414764930277,0
5.0,17,0,Donor-HCP-within,0.74,19.55414764930277,0
5.0,17,0,HCP,0.74,19.55414764930277,0
5.0,17,0,Pooling,0.73,18.31204352099412,0
5.0,17,0,Repeated,0.73,18.84241855018904,0
5.0,17,0,S-HCP-within,0.67,16.12233748139518,0
5.0,17,0,Std-CP,1.0,,100
5.0,17,0,Subsampling,0.73,18.31204352099412,0
5.0,17,5,Donor-HCP-no-within,0.77,18.849166639720405,0
5.0,17,5,Donor-HCP-within,0.76,16.730254571565098,0
5.0,17,5,HCP,0.74,19.55414764930277,0
5.0,17,5,Pooling,0.73,18.31204352099412,0
5.0,17,5,Repeated,0.73,18.84241855018904,0
5.0,17,5,S-HCP-within,0.64,15.57355944422986,0
5.0,17,5,Std-CP,0.8,6.411423084916488,0
5.0,17,5,Subsampling,0.73,18.31204352099412,0
5.0,17,10,Donor-HCP-no-within,0.75,18.80169183002213,0
5.0,17,10,Donor-HCP-within,0.91,17.209480047575415,0
5.0,17,10,HCP,0.74,19.55414764930277,0
5.0,17,10,Pooling,0.73,18.31204352099412,0
5.0,17,10,Repeated,0.73,18.84241855018904,0
5.0,17,10,S-HCP-within,0.6,15.215403392674677,0
5.0,17,10,Std-CP,0.83,20.56924395756007,0
5.0,17,10,Subsampling,0.73,18.31204352099412,0
5.0,17,15,Donor-HCP-no-within,0.81,17.876424331897297,0
5.0,17,15,Donor-HCP-within,0.72,11.295781696226316,0
5.0,17,15,HCP,0.74,19.55414764930277,0
5.0,17,15,Pooling,0.73,18.31204352099412,0
5.0,17,15,Repeated,0.73,18.84241855018904,0
5.0,17,15,S-HCP-within,0.65,15.241209360622802,0
5.0,17,15,Std-CP,0.85,5.576252657510781,0
5.0,17,15,Subsampling,0.73,18.31204352099412,0
5.0,17,20,Donor-HCP-no-within,0.75,17.77446469171116,0
5.0,17,20,Donor-HCP-within,0.72,8.961512546656301,0
5.0,17,20,HCP,0.74,19.55414764930277,0
5.0,17,20,Pooling,0.73,18.31204352099412,0
5.0,17,20,Repeated,0.73,18.84241855018904,0
5.0,17,20,S-HCP-within,0.61,15.13817207609271,0
5.0,17,20,Std-CP,0.82,2.9505581030906827,0
5.0,17,20,Subsampling,0.73,18.31204352099412,0
5.0,17,25,Donor-HCP-no-within,0.75,12.760930227212215,0
5.0,17,25,Donor-HCP-within,0.88,3.271940532581668,0
5.0,17,25,HCP,0.74,19.55414764930277,0
5.0,17,25,Pooling,0.73,18.31204352099412,0
5.0,17,25,Repeated,0.73,18.84241855018904,0
5.0,17,25,S-HCP-within,0.83,13.396233855331007,0
5.0,17,25,Std-CP,0.88,3.1364324845277305,0
5.0,17,25,Subsampling,0.73,18.31204352099412,0
5.0,17,30,Donor-HCP-no-within,0.75,12.766328829510217,0
5.0,17,30,Donor-HCP-within,0.82,2.745502975166987,0
5.0,17,30,HCP,0.74,19.55414764930277,0
5.0,17,30,Pooling,0.73,18.31204352099412,0
5.0,17,30,Repeated,0.73,18.84241855018904,0
5.0,17,30,S-HCP-within,0.77,12.89563456626173,0
5.0,17,30,Std-CP,0.82,2.5999849846699523,0
5.0,17,30,Subsampling,0.73,18.31204352099412,0
5.0,17,35,Donor-HCP-no-within,0.77,12.73327970045227,0
5.0,17,35,Donor-HCP-within,0.86,2.8701962602798226,0
5.0,17,35,HCP,0.74,19.55414764930277,0
5.0,17,35,Pooling,0.73,18.31204352099412,0
5.0,17,35,Repeated,0.73,18.84241855018904,0
5.0,17,35,S-HCP-within,0.81,13.159805828607626,0
5.0,17,35,Std-CP,0.89,2.649886149861034,0
5.0,17,35,Subsampling,0.73,18.31204352099412,0
5.0,18,0,Donor-HCP-no-within,0.63,27.679870820560474,0
5.0,18,0,Donor-HCP-within,0.63,27.679870820560474,0
5.0,18,0,HCP,0.63,27.679870820560474,0
5.0,18,0,Pooling,0.52,24.088393095399333,0
5.0,18,0,Repeated,0.57,25.948410764974525,0
5.0,18,0,S-HCP-within,0.73,16.20064599514251,0
5.0,18,0,Std-CP,1.0,,100
5.0,18,0,Subsampling,0.52,24.24528125591707,0
5.0,18,5,Donor-HCP-no-within,0.57,24.619979082385793,0
5.0,18,5,Donor-HCP-within,0.55,20.896321197263674,0
5.0,18,5,HCP,0.63,27.679870820560474,0
5.0,18,5,Pooling,0.52,24.088393095399333,0
5.0,18,5,Repeated,0.57,25.948410764974525,0
5.0,18,5,S-HCP-within,0.74,15.983681652507983,0
5.0,18,5,Std-CP,0.81,5.838560608751177,0
5.0,18,5,Subsampling,0.52,24.24528125591707,0
5.0,18,10,Donor-HCP-no-within,0.6,24.069354490265955,0
5.0,18,10,Donor-HCP-within,0.53,16.645146763608874,0
5.0,18,10,HCP,0.63,27.679870820560474,0
5.0,18,10,Pooling,0.52,24.088393095399333,0
5.0,18,10,Repeated,0.57,25.948410764974525,0
5.0,18,10,S-HCP-within,0.71,14.438073260237525,0
5.0,18,10,Std-CP,0.82,22.970511271875974,0
5.0,18,10,Subsampling,0.52,24.24528125591707,0
5.0,18,15,Donor-HCP-no-within,0.52,23.758695540467357,0
5.0,18,15,Donor-HCP-within,0.58,14.516522402756236,0
5.0,18,15,HCP,0.63,27.679870820560474,0
5.0,18,15,Pooling,0.52,24.088393095399333,0
5.0,18,15,Repeated,0.57,25.948410764974525,0
5.0,18,15,S-HCP-within,0.7,14.585353860734283,0
5.0,18,15,Std-CP,0.9,5.175685173972377,0
5.0,18,15,Subsampling,0.52,24.24528125591707,0
5.0,18,20,Donor-HCP-no-within,0.59,21.94426840189231,0
5.0,18,20,Donor-HCP-within,0.55,12.111202010244437,0
5.0,18,20,HCP,0.63,27.679870820560474,0
5.0,18,20,Pooling,0.52,24.088393095399333,0
5.0,18,20,Repeated,0.57,25.948410764974525,0
5.0,18,20,S-HCP-within,0.71,14.356327067174181,0
5.0,18,20,Std-CP,0.86,3.0919930484820304,0
5.0,18,20,Subsampling,0.52,24.24528125591707,0
5.0,18,25,Donor-HCP-no-within,0.87,10.628982090690968,0
5.0,18,25,Donor-HCP-within,0.92,3.1425154081956124,0
5.0,18,25,HCP,0.63,27.679870820560474,0
5.0,18,25,Pooling,0.52,24.088393095399333,0
5.0,18,25,Repeated,0.57,25.948410764974525,0
5.0,18,25,S-HCP-within,0.89,10.99609962815937,0
5.0,18,25,Std-CP,0.95,2.9494745096854844,0
5.0,18,25,Subsampling,0.52,24.24528125591707,0
5.0,18,30,Donor-HCP-no-within,0.85,10.598950814193678,0
5.0,18,30,Donor-HCP-within,0.85,2.598663701183249,0
5.0,18,30,HCP,0.63,27.679870820560474,0
5.0,18,30,Pooling,0.52,24.088393095399333,0
5.0,18,30,Repeated,0.57,25.948410764974525,0
5.0,18,30,S-HCP-within,0.8,10.65386760040436,0
5.0,18,30,Std-CP,0.86,2.4416410652795437,0
5.0,18,30,Subsampling,0.52,24.24528125591707,0
5.0,18,35,Donor-HCP-no-within,0.86,10.616388957621393,0
5.0,18,35,Donor-HCP-within,0.88,2.6418525111866713,0
5.0,18,35,HCP,0.63,27.679870820560474,0
5.0,18,35,Pooling,0.52,24.088393095399333,0
5.0,18,35,Repeated,0.57,25.948410764974525,0
5.0,18,35,S-HCP-within,0.83,10.873498825546132,0
5.0,18,35,Std-CP,0.88,2.57942097894811,0
5.0,18,35,Subsampling,0.52,24.24528125591707,0
5.0,19,0,Donor-HCP-no-within,0.93,21.279419721530996,0
5.0,19,0,Donor-HCP-within,0.93,21.279419721530996,0
5.0,19,0,HCP,0.93,21.279419721530996,0
5.0,19,0,Pooling,0.88,18.34328882310624,0
5.0,19,0,Repeated,0.88,19.185157560280008,0
5.0,19,0,S-HCP-within,0.93,37.30914730536806,0
5.0,19,0,Std-CP,1.0,,100
5.0,19,0,Subsampling,0.88,17.962503533778133,0
5.0,19,5,Donor-HCP-no-within,0.88,19.08521934124687,0
5.0,19,5,Donor-HCP-within,0.89,17.004336668116867,0
5.0,19,5,HCP,0.93,21.279419721530996,0
5.0,19,5,Pooling,0.88,18.34328882310624,0
5.0,19,5,Repeated,0.88,19.185157560280008,0
5.0,19,5,S-HCP-within,0.94,36.66004775969742,0
5.0,19,5,Std-CP,0.76,5.8577758532621855,0
5.0,19,5,Subsampling,0.88,17.962503533778133,0
5.0,19,10,Donor-HCP-no-within,0.85,18.242236714505648,0
5.0,19,10,Donor-HCP-within,0.86,13.512312968412708,0
5.0,19,10,HCP,0.93,21.279419721530996,0
5.0,19,10,Pooling,0.88,18.34328882310624,0
5.0,19,10,Repeated,0.88,19.185157560280008,0
5.0,19,10,S-HCP-within,0.93,35.668734251230276,0
5.0,19,10,Std-CP,0.87,22.08833304248815,0
5.0,19,10,Subsampling,0.88,17.962503533778133,0
5.0,19,15,Donor-HCP-no-within,0.9,17.516093923090622,0
5.0,19,15,Donor-HCP-within,0.88,11.205017536210507,0
5.0,19,15,HCP,0.93,21.279419721530996,0
5.0,19,15,Pooling,0.88,18.34328882310624,0
5.0,19,15,Repeated,0.88,19.185157560280008,0
5.0,19,15,S-HCP-within,0.96,35.83100935804953,0
5.0,19,15,Std-CP,0.87,5.206485866753353,0
5.0,19,15,Subsampling,0.88,17.962503533778133,0
5.0,19,20,Donor-HCP-no-within,0.88,17.034099365456644,0
5.0,19,20,Donor-HCP-within,0.88,8.944436106879397,0
5.0,19,20,HCP,0.93,21.279419721530996,0
5.0,19,20,Pooling,0.88,18.34328882310624,0
5.0,19,20,Repeated,0.88,19.185157560280008,0
5.0,19,20,S-HCP-within,0.94,35.420088750026025,0
5.0,19,20,Std-CP,0.77,2.900166044750529,0
5.0,19,20,Subsampling,0.88,17.962503533778133,0
5.0,19,25,Donor-HCP-no-within,0.82,11.954130459526498,0
5.0,19,25,Donor-HCP-within,0.86,3.1339142716550286,0
5.0,19,25,HCP,0.93,21.279419721530996,0
5.0,19,25,Pooling,0.88,18.34328882310624,0
5.0,19,25,Repeated,0.88,19.185157560280008,0
5.0,19,25,S-HCP-within,0.87,12.528471984653638,0
5.0,19,25,Std-CP,0.84,2.924485709267568,0
5.0,19,25,Subsampling,0.88,17.962503533778133,0
5.0,19,30,Donor-HCP-no-within,0.82,11.955506792380111,0
5.0,19,30,Donor-HCP-within,0.83,2.6290355747891847,0
5.0,19,30,HCP,0.93,21.279419721530996,0
5.0,19,30,Pooling,0.88,18.34328882310624,0
5.0,19,30,Repeated,0.88,19.185157560280008,0
5.0,19,30,S-HCP-within,0.84,12.141979332511667,0
5.0,19,30,Std-CP,0.83,2.5231062807925384,0
5.0,19,30,Subsampling,0.88,17.962503533778133,0
5.0,19,35,Donor-HCP-no-within,0.81,11.948508682337343,0
5.0,19,35,Donor-HCP-within,0.82,2.7783928906903905,0
5.0,19,35,HCP,0.93,21.279419721530996,0
5.0,19,35,Pooling,0.88,18.34328882310624,0
5.0,19,35,Repeated,0.88,19.185157560280008,0
5.0,19,35,S-HCP-within,0.86,12.411042197386294,0
5.0,19,35,Std-CP,0.86,2.5828238966452695,0
5.0,19,35,Subsampling,0.88,17.962503533778133,0
5.0,20,0,Donor-HCP-no-within,0.76,22.023540584701138,0
5.0,20,0,Donor-HCP-within,0.76,22.023540584701138,0
5.0,20,0,HCP,0.76,22.023540584701138,0
5.0,20,0,Pooling,0.74,20.00577636905429,0
5.0,20,0,Repeated,0.75,21.0415059846229,0
5.0,20,0,S-HCP-within,0.59,12.494121044701462,0
5.0,20,0,Std-CP,1.0,,100
5.0,20,0,Subsampling,0.71,19.459560441575334,0
5.0,20,5,Donor-HCP-no-within,0.74,17.675635919105968,0
5.0,20,5,Donor-HCP-within,0.73,15.075680099508327,0
5.0,20,5,HCP,0.76,22.023540584701138,0
5.0,20,5,Pooling,0.74,20.00577636905429,0
5.0,20,5,Repeated,0.75,21.0415059846229,0
5.0,20,5,S-HCP-within,0.61,12.498172320140425,0
5.0,20,5,Std-CP,0.7,5.781502231372501,0
5.0,20,5,Subsampling,0.71,19.459560441575334,0
5.0,20,10,Donor-HCP-no-within,0.72,16.86568923369697,0
5.0,20,10,Donor-HCP-within,0.84,16.778589235126073,0
5.0,20,10,HCP,0.76,22.023540584701138,0
5.0,20,10,Pooling,0.74,20.00577636905429,0
5.0,20,10,Repeated,0.75,21.0415059846229,0
5.0,20,10,S-HCP-within,0.59,12.065660874529293,0
5.0,20,10,Std-CP,0.89,23.414603786879816,0
5.0,20,10,Subsampling,0.71,19.459560441575334,0
5.0,20,15,Donor-HCP-no-within,0.7,16.36196188345513,0
5.0,20,15,Donor-HCP-within,0.73,10.928085369554527,0
5.0,20,15,HCP,0.76,22.023540584701138,0
5.0,20,15,Pooling,0.74,20.00577636905429,0
5.0,20,15,Repeated,0.75,21.0415059846229,0
5.0,20,15,S-HCP-within,0.6,12.355463551619259,0
5.0,20,15,Std-CP,0.87,6.2239316487037035,0
5.0,20,15,Subsampling,0.71,19.459560441575334,0
5.0,20,20,Donor-HCP-no-within,0.68,16.038582036146245,0
5.0,20,20,Donor-HCP-within,0.74,9.230822530806924,0
5.0,20,20,HCP,0.76,22.023540584701138,0
5.0,20,20,Pooling,0.74,20.00577636905429,0
5.0,20,20,Repeated,0.75,21.0415059846229,0
5.0,20,20,S-HCP-within,0.6,12.124303998885816,0
5.0,20,20,Std-CP,0.85,2.9116697966768372,0
5.0,20,20,Subsampling,0.71,19.459560441575334,0
5.0,20,25,Donor-HCP-no-within,0.78,11.658241111900791,0
5.0,20,25,Donor-HCP-within,0.86,3.095189192561024,0
5.0,20,25,HCP,0.76,22.023540584701138,0
5.0,20,25,Pooling,0.74,20.00577636905429,0
5.0,20,25,Repeated,0.75,21.0415059846229,0
5.0,20,25,S-HCP-within,0.85,12.018585392306672,0
5.0,20,25,Std-CP,0.87,2.8752484010182298,0
5.0,20,25,Subsampling,0.71,19.459560441575334,0
5.0,20,30,Donor-HCP-no-within,0.78,11.660536637585272,0
5.0,20,30,Donor-HCP-within,0.82,2.600111011422021,0
5.0,20,30,HCP,0.76,22.023540584701138,0
5.0,20,30,Pooling,0.74,20.00577636905429,0
5.0,20,30,Repeated,0.75,21.0415059846229,0
5.0,20,30,S-HCP-within,0.83,11.736467939610252,0
5.0,20,30,Std-CP,0.85,2.5030772449323306,0
5.0,20,30,Subsampling,0.71,19.459560441575334,0
5.0,20,35,Donor-HCP-no-within,0.8,11.67469748322741,0
5.0,20,35,Donor-HCP-within,0.84,2.6533375722031964,0
5.0,20,35,HCP,0.76,22.023540584701138,0
5.0,20,35,Pooling,0.74,20.00577636905429,0
5.0,20,35,Repeated,0.75,21.0415059846229,0
5.0,20,35,S-HCP-within,0.83,11.957004012858565,0
5.0,20,35,Std-CP,0.84,2.4334385798557037,0
5.0,20,35,Subsampling,0.71,19.459560441575334,0
5.0,21,0,Donor-HCP-no-within,0.98,53.44145268432329,0
5.0,21,0,Donor-HCP-within,0.98,53.44145268432329,0
5.0,21,0,HCP,0.98,53.44145268432329,0
5.0,21,0,Pooling,0.97,50.52862883294204,0
5.0,21,0,Repeated,0.98,52.27307683237511,0
5.0,21,0,S-HCP-within,0.94,27.69656193919718,0
5.0,21,0,Std-CP,1.0,,100
5.0,21,0,Subsampling,0.97,50.585364621289294,0
5.0,21,5,Donor-HCP-no-within,0.9,32.70598298816519,0
5.0,21,5,Donor-HCP-within,0.92,29.284401858997466,0
5.0,21,5,HCP,0.98,53.44145268432329,0
5.0,21,5,Pooling,0.97,50.52862883294204,0
5.0,21,5,Repeated,0.98,52.27307683237511,0
5.0,21,5,S-HCP-within,0.91,25.997686846687987,0
5.0,21,5,Std-CP,0.8,6.174756609678756,0
5.0,21,5,Subsampling,0.97,50.585364621289294,0
5.0,21,10,Donor-HCP-no-within,0.92,33.22839452597609,0
5.0,21,10,Donor-HCP-within,0.91,25.64992322092863,0
5.0,21,10,HCP,0.98,53.44145268432329,0
5.0,21,10,Pooling,0.97,50.52862883294204,0
5.0,21,10,Repeated,0.98,52.27307683237511,0
5.0,21,10,S-HCP-within,0.93,24.630784731268992,0
5.0,21,10,Std-CP,0.85,16.654431578861143,0
5.0,21,10,Subsampling,0.97,50.585364621289294,0
5.0,21,15,Donor-HCP-no-within,0.91,32.88837288306559,0
5.0,21,15,Donor-HCP-within,0.91,19.865291335854195,0
5.0,21,15,HCP,0.98,53.44145268432329,0
5.0,21,15,Pooling,0.97,50.52862883294204,0
5.0,21,15,Repeated,0.98,52.27307683237511,0
5.0,21,15,S-HCP-within,0.91,24.82415684265587,0
5.0,21,15,Std-CP,0.9,5.723386496833347,0
5.0,21,15,Subsampling,0.97,50.585364621289294,0
5.0,21,20,Donor-HCP-no-within,0.9,31.070733000296368,0
5.0,21,20,Donor-HCP-within,0.9,16.753960391269988,0
5.0,21,20,HCP,0.98,53.44145268432329,0
5.0,21,20,Pooling,0.97,50.52862883294204,0
5.0,21,20,Repeated,0.98,52.27307683237511,0
5.0,21,20,S-HCP-within,0.92,24.41866595504377,0
5.0,21,20,Std-CP,0.88,2.8423816314894617,0
5.0,21,20,Subsampling,0.97,50.585364621289294,0
5.0,21,25,Donor-HCP-no-within,0.77,10.908856035835408,0
5.0,21,25,Donor-HCP-within,0.92,3.2360427652037957,0
5.0,21,25,HCP,0.98,53.44145268432329,0
5.0,21,25,Pooling,0.97,50.52862883294204,0
5.0,21,25,Repeated,0.98,52.27307683237511,0
5.0,21,25,S-HCP-within,0.84,11.40508057081266,0
5.0,21,25,Std-CP,0.91,2.8545609356197366,0
5.0,21,25,Subsampling,0.97,50.585364621289294,0
5.0,21,30,Donor-HCP-no-within,0.77,10.952922171174434,0
5.0,21,30,Donor-HCP-within,0.83,2.6051262825532215,0
5.0,21,30,HCP,0.98,53.44145268432329,0
5.0,21,30,Pooling,0.97,50.52862883294204,0
5.0,21,30,Repeated,0.98,52.27307683237511,0
5.0,21,30,S-HCP-within,0.76,11.045686102187833,0
5.0,21,30,Std-CP,0.83,2.442048062862421,0
5.0,21,30,Subsampling,0.97,50.585364621289294,0
5.0,21,35,Donor-HCP-no-within,0.74,10.911872782964368,0
5.0,21,35,Donor-HCP-within,0.89,2.6677456138396707,0
5.0,21,35,HCP,0.98,53.44145268432329,0
5.0,21,35,Pooling,0.97,50.52862883294204,0
5.0,21,35,Repeated,0.98,52.27307683237511,0
5.0,21,35,S-HCP-within,0.78,11.189114051130273,0
5.0,21,35,Std-CP,0.85,2.5212527295027147,0
5.0,21,35,Subsampling,0.97,50.585364621289294,0
5.0,22,0,Donor-HCP-no-within,0.86,24.641831290546424,0
5.0,22,0,Donor-HCP-within,0.86,24.641831290546424,0
5.0,22,0,HCP,0.86,24.641831290546424,0
5.0,22,0,Pooling,0.8,21.060504916773397,0
5.0,22,0,Repeated,0.84,23.35939015130336,0
5.0,22,0,S-HCP-within,0.9,33.35960713816552,0
5.0,22,0,Std-CP,1.0,,100
5.0,22,0,Subsampling,0.8,21.251324308114903,0
5.0,22,5,Donor-HCP-no-within,0.89,29.526177277796847,0
5.0,22,5,Donor-HCP-within,0.87,26.982221300572053,0
5.0,22,5,HCP,0.86,24.641831290546424,0
5.0,22,5,Pooling,0.8,21.060504916773397,0
5.0,22,5,Repeated,0.84,23.35939015130336,0
5.0,22,5,S-HCP-within,0.92,32.43234508843915,0
5.0,22,5,Std-CP,0.75,5.968534561657724,0
5.0,22,5,Subsampling,0.8,21.251324308114903,0
5.0,22,10,Donor-HCP-no-within,0.85,28.700469980628505,0
5.0,22,10,Donor-HCP-within,0.83,20.550060074173693,0
5.0,22,10,HCP,0.86,24.641831290546424,0
5.0,22,10,Pooling,0.8,21.060504916773397,0
5.0,22,10,Repeated,0.84,23.35939015130336,0
5.0,22,10,S-HCP-within,0.9,31.64664766118494,0
5.0,22,10,Std-CP,0.81,23.063327627077584,0
5.0,22,10,Subsampling,0.8,21.251324308114903,0
5.0,22,15,Donor-HCP-no-within,0.84,27.799241280660212,0
5.0,22,15,Donor-HCP-within,0.87,18.64868219312279,0
5.0,22,15,HCP,0.86,24.641831290546424,0
5.0,22,15,Pooling,0.8,21.060504916773397,0
5.0,22,15,Repeated,0.84,23.35939015130336,0
5.0,22,15,S-HCP-within,0.9,31.79886416458567,0
5.0,22,15,Std-CP,0.91,5.2108566191002454,0
5.0,22,15,Subsampling,0.8,21.251324308114903,0
5.0,22,20,Donor-HCP-no-within,0.87,27.799765290294978,0
5.0,22,20,Donor-HCP-within,0.81,15.676822100638331,0
