summary,spearman_rho,p_value,subsample
resid_q75,0.19632667858659683,0.190983233877737,87
resid_sd,0.18283672539887122,0.22390276768883766,87
resid_mean,0.24017422351955914,0.10789150138768781,88
resid_median,0.24085460375615847,0.10686703047447424,88
resid_q25,0.03581274154463682,0.8132115353749633,88
resid_q75,0.16935282616444838,0.2605267490048502,88
resid_sd,0.28316188392287966,0.05653673156491519,88
resid_mean,0.07867669645039382,0.6032497701062856,89
resid_median,0.12092212386833327,0.42341710669083304,89
resid_q25,0.13929239025651485,0.35588254926168805,89
resid_q75,0.18970823037967627,0.20667615769249337,89
resid_sd,0.15667301266418834,0.2984314067578767,89
resid_mean,0.2142579217800033,0.15276250665064678,90
resid_median,0.19996993681141767,0.18271537885812827,90
resid_q25,0.18364081113303402,0.22183729616022058,90
resid_q75,0.297087913437752,0.04496110621616631,90
resid_sd,0.23269004091696668,0.11966163970988877,90
resid_mean,0.08770719777253023,0.5621795945246231,91
resid_median,0.025112216005392998,0.8684260370624017,91
resid_q25,-0.03185416562260442,0.83354824809134,91
resid_q75,0.10175090934938621,0.5010327251974137,91
resid_sd,0.2782136640203392,0.06118479169695667,91
resid_mean,0.1623634655521099,0.2810024891749857,92
resid_median,0.07069769185754729,0.6405828296671275,92
resid_q25,0.08486197132856944,0.5749780471950869,92
resid_q75,0.14881771356890533,0.3236112905963618,92
resid_sd,0.3116141483624875,0.03502139266051582,92
resid_mean,0.25075104356123945,0.09279291863602862,93
resid_median,0.13916868475895136,0.3563141238619604,93
resid_q25,0.12593219651965554,0.40431737856302896,93
resid_q75,0.2453080016684449,0.10034415830002427,93
resid_sd,0.21803093945569046,0.14549234536834982,93
resid_mean,0.22464918357533833,0.13336258995543018,94
resid_median,0.2895945697961823,0.05092299851041085,94
resid_q25,0.10354150146065981,0.4934888934913003,94
resid_q75,0.26398753180053525,0.07626628049376594,94
resid_sd,0.24864805010265975,0.09565643813334142,94
resid_mean,0.19415577842593257,0.19603435785561138,95
resid_median,0.13774607153697097,0.36130009710185257,95
