experiment,o_observed,coverage_donor_within,coverage_donor_no_within,coverage_stdcp,coverage_hcp,width_donor_within,width_donor_no_within,width_stdcp,width_hcp,infinite_donor_within,infinite_donor_no_within,infinite_stdcp,infinite_hcp
19,0,0.99,0.99,,0.99,43.384719224142344,43.384719224142344,,43.384719224142344,0,0,0,0
19,10,0.96,0.96,0.88,0.96,28.55987999797387,39.84079069005794,11.121600678493795,43.384719224142344,0,0,0,0
19,20,0.95,0.96,0.86,0.98,16.305641389906047,27.369887259766543,5.361832683970872,43.384719224142344,0,0,0,0
19,30,0.93,0.84,0.93,0.99,5.505493121371752,11.619305654278328,5.523085690624534,43.384719224142344,0,0,0,0
19,40,0.9,0.91,0.93,0.99,4.526520581357897,11.258274128463041,4.752097814825952,43.384719224142344,0,0,0,0
20,0,0.99,0.99,,0.99,38.424120611902346,38.424120611902346,,38.424120611902346,0,0,0,0
20,10,0.95,0.93,0.88,0.99,19.556006755346534,28.47025335489882,10.580019586314553,38.424120611902346,0,0,0,0
20,20,0.85,0.9,0.94,0.99,11.633425129547241,22.512756455716413,5.331833293210062,38.424120611902346,0,0,0,0
20,30,0.93,0.86,0.96,0.99,5.380674844339185,14.437320129846293,5.273655338231958,38.424120611902346,0,0,0,0
20,40,0.94,0.89,0.92,0.99,4.604293923815007,13.147311579261975,4.36994260688893,38.424120611902346,0,0,0,0
21,0,1.0,1.0,,1.0,68.27481209731634,68.27481209731634,,68.27481209731634,0,0,0,0
21,10,1.0,1.0,0.85,1.0,45.58617579603278,64.72598322464903,9.46961626858183,68.27481209731634,0,0,0,0
21,20,0.99,0.98,0.95,0.99,24.110915834188525,43.45040816693541,5.276566106538907,68.27481209731634,0,0,0,0
21,30,0.91,0.9,0.93,0.98,5.6560591460947,12.293900596144558,5.853959374730619,68.27481209731634,0,0,0,0
21,40,0.94,0.92,0.96,1.0,4.854525437609281,11.62082589554245,4.542290291008708,68.27481209731634,0,0,0,0
22,0,0.99,0.99,,0.99,62.58488304622324,62.58488304622324,,62.58488304622324,0,0,0,0
22,10,1.0,1.0,0.82,1.0,41.253064552052614,58.917815918365434,11.000085799712433,62.58488304622324,0,0,0,0
22,20,1.0,1.0,0.91,1.0,24.011071360902456,46.5338713123918,5.6214742445972785,62.58488304622324,0,0,0,0
22,30,0.92,0.95,0.95,1.0,5.442121263601617,15.402567390193775,5.654918098147719,62.58488304622324,0,0,0,0
22,40,0.89,0.85,0.89,1.0,4.81405611089448,13.980311610871176,4.691422327303546,62.58488304622324,0,0,0,0
23,0,0.95,0.95,,0.95,40.52155136703038,40.52155136703038,,40.52155136703038,0,0,0,0
23,10,0.93,0.92,0.77,0.94,23.95632607991049,34.175822155197324,11.293306962608202,40.52155136703038,0,0,0,0
23,20,0.84,0.86,0.91,0.9,17.387203525059583,32.93650325339749,5.096634993667786,40.52155136703038,0,0,0,0
23,30,0.91,0.87,0.9,0.95,5.045168818176039,11.025629457747376,4.986379443403237,40.52155136703038,0,0,0,0
23,40,0.9,0.92,0.86,0.96,4.840081221915039,14.84943718875303,4.610919071509419,40.52155136703038,0,0,0,0
24,0,0.91,0.91,,0.91,20.933982138137065,20.933982138137065,,20.933982138137065,0,0,0,0
24,10,0.91,0.91,0.82,0.94,13.169152120692505,18.069508829599883,10.144905004437486,20.933982138137065,0,0,0,0
24,20,0.91,0.9,0.93,0.92,9.551645406763583,16.87412896108265,6.335082105545874,20.933982138137065,0,0,0,0
24,30,0.95,0.93,0.94,0.91,5.699681354080317,12.068166472430693,5.960000979395158,20.933982138137065,0,0,0,0
