experiment,o_observed,coverage_donor_within,coverage_donor_no_within,coverage_stdcp,coverage_hcp,width_donor_within,width_donor_no_within,width_stdcp,width_hcp,infinite_donor_within,infinite_donor_no_within,infinite_stdcp,infinite_hcp
10,20,0.81,0.8,0.84,0.81,1.7492002541838636,1.6997723347719509,1.9571837511394643,1.7649489124754756,0,0,0,0
10,30,0.83,0.83,0.78,0.84,1.7244779975434628,1.6770131089734033,1.7473961490114962,1.7649489124754756,0,0,0,0
10,50,0.89,0.89,0.84,0.91,1.674117573954136,1.636334321494254,1.46296315220743,1.7649489124754756,0,0,0,0
10,100,0.87,0.84,0.83,0.89,1.5768132626602722,1.5091578834893458,1.4672684231849773,1.7649489124754756,0,0,0,0
11,0,0.88,0.88,1.0,0.88,1.9983587111328254,1.9983587111328254,inf,1.9983587111328254,0,0,100,0
11,10,0.96,0.96,0.79,0.97,1.96527569168834,1.9648774099177482,4.54344578621084,1.9983587111328254,0,0,0,0
11,20,0.83,0.83,0.74,0.84,1.9578409877928746,1.9292401867276086,1.7277001073805773,1.9983587111328254,0,0,0,0
11,30,0.9,0.9,0.81,0.91,1.9286439513463751,1.9066118101460856,1.7268427016822607,1.9983587111328254,0,0,0,0
11,50,0.9,0.88,0.85,0.92,1.8540661258927638,1.8082451192554836,1.553007289648632,1.9983587111328254,0,0,0,0
11,100,0.86,0.86,0.81,0.92,1.6453272400143386,1.6229362762152113,1.4600540468384853,1.9983587111328254,0,0,0,0
12,0,0.87,0.87,1.0,0.87,1.8703079162759821,1.8703079162759821,inf,1.8703079162759821,0,0,100,0
12,10,0.86,0.86,0.86,0.87,1.803599397381345,1.80636608790685,4.290893282298684,1.8703079162759821,0,0,0,0
12,20,0.88,0.88,0.74,0.88,1.79452156672982,1.7826506614947508,1.8937433481782011,1.8703079162759821,0,0,0,0
12,30,0.83,0.83,0.87,0.83,1.7826506614947508,1.7588912768657434,1.6251639935044517,1.8703079162759821,0,0,0,0
12,50,0.83,0.82,0.75,0.85,1.75345254303632,1.6903831349111837,1.7451782605210462,1.8703079162759821,0,0,0,0
12,100,0.83,0.83,0.8,0.91,1.5328755222205606,1.55511601470982,1.5151561892926497,1.8703079162759821,0,0,0,0
13,0,0.82,0.82,1.0,0.82,1.6890256960891508,1.6890256960891508,inf,1.6890256960891508,0,0,100,0
13,10,0.85,0.85,0.82,0.85,1.6694609120411386,1.6590760612923274,4.5556168021189185,1.6890256960891508,0,0,0,0
13,20,0.89,0.89,0.83,0.9,1.6609068445617465,1.6348582069108848,2.116735106089686,1.6890256960891508,0,0,0,0
13,30,0.84,0.82,0.77,0.86,1.654095029220897,1.6157864315525252,1.6177528401010974,1.6890256960891508,0,0,0,0
13,50,0.8,0.79,0.77,0.83,1.6157864315525252,1.5652655769142383,1.6468761558532932,1.6890256960891508,0,0,0,0
13,100,0.75,0.74,0.81,0.8,1.526494381674781,1.4783046098813672,1.3390241334972846,1.6890256960891508,0,0,0,0
14,0,0.83,0.83,1.0,0.83,1.573558149774245,1.573558149774245,inf,1.573558149774245,0,0,100,0
14,10,0.75,0.74,0.72,0.75,1.5460222620439958,1.539404623853553,4.569885650347138,1.573558149774245,0,0,0,0
14,20,0.82,0.82,0.79,0.82,1.539404623853553,1.5165411025284725,1.9712202595657027,1.573558149774245,0,0,0,0
14,30,0.81,0.78,0.79,0.82,1.5245809716381888,1.4912453943548307,1.5358226609362655,1.573558149774245,0,0,0,0
14,50,0.84,0.81,0.81,0.86,1.4866929500213475,1.428447097427521,1.522343273787157,1.573558149774245,0,0,0,0
14,100,0.78,0.78,0.81,0.83,1.3420486874553768,1.3183458664732077,1.4942234711642322,1.573558149774245,0,0,0,0
15,0,0.91,0.91,1.0,0.91,1.9329091470589501,1.9329091470589501,inf,1.9329091470589501,0,0,100,0
15,10,0.95,0.95,0.85,0.95,1.9278860549888623,1.9042731939326552,4.1269999042091445,1.9329091470589501,0,0,0,0
15,20,0.93,0.92,0.83,0.93,1.9206405354286367,1.8397852069867637,2.0151371147116124,1.9329091470589501,0,0,0,0
15,30,0.93,0.92,0.76,0.94,1.903050291758109,1.8140814213989853,1.5969021462199584,1.9329091470589501,0,0,0,0
15,50,0.87,0.87,0.78,0.91,1.8111201176440486,1.7723880481269831,1.4149615880797763,1.9329091470589501,0,0,0,0
15,100,0.84,0.83,0.78,0.88,1.646142791203777,1.621050771005847,1.4045408224421034,1.9329091470589501,0,0,0,0
16,0,0.89,0.89,1.0,0.89,1.7369138504214416,1.7369138504214416,inf,1.7369138504214416,0,0,100,0
16,10,0.85,0.85,0.81,0.86,1.7139667706833444,1.70439534031336,5.208084342185366,1.7369138504214416,0,0,0,0
16,20,0.82,0.81,0.8,0.82,1.70220870956017,1.6760794415294082,2.133902222793873,1.7369138504214416,0,0,0,0
16,30,0.87,0.84,0.82,0.88,1.6906332447014925,1.6394558398799592,1.792297400836742,1.7369138504214416,0,0,0,0
16,50,0.92,0.9,0.83,0.93,1.6074736697615049,1.5733010857028509,1.6531634777135074,1.7369138504214416,0,0,0,0
16,100,0.86,0.86,0.83,0.88,1.4772365417616005,1.4625521140227167,1.5747776727705824,1.7369138504214416,0,0,0,0
17,0,0.87,0.87,1.0,0.87,1.8905055388202832,1.8905055388202832,inf,1.8905055388202832,0,0,100,0
17,10,0.91,0.91,0.84,0.91,1.8748984993316729,1.8643273361881842,5.364495867311719,1.8905055388202832,0,0,0,0
17,20,0.91,0.91,0.8,0.91,1.859433974430332,1.8262048126748025,2.0786122325488563,1.8905055388202832,0,0,0,0
17,30,0.93,0.93,0.84,0.94,1.8193532725363077,1.8036386894385794,1.7069641022102862,1.8905055388202832,0,0,0,0
17,50,0.9,0.89,0.79,0.91,1.7999906100253251,1.7329257493570616,1.5679348679506324,1.8905055388202832,0,0,0,0
17,100,0.88,0.86,0.75,0.9,1.6119656651581513,1.6021119195734885,1.3729887771862712,1.8905055388202832,0,0,0,0
18,0,0.82,0.82,1.0,0.82,1.609945151846583,1.609945151846583,inf,1.609945151846583,0,0,100,0
18,10,0.84,0.83,0.81,0.84,1.5886458901586522,1.5657727260382828,4.899657137234586,1.609945151846583,0,0,0,0
18,20,0.86,0.84,0.89,0.89,1.5756768818740587,1.5321368969072213,2.10118128906678,1.609945151846583,0,0,0,0
18,30,0.85,0.84,0.85,0.85,1.5533456385402986,1.4939300426203745,1.5698814446288611,1.609945151846583,0,0,0,0
18,50,0.83,0.82,0.85,0.85,1.5028878862541015,1.443208795964407,1.5388403673105395,1.609945151846583,0,0,0,0
18,100,0.79,0.78,0.88,0.85,1.397756033353819,1.365843300582739,1.480279295056,1.609945151846583,0,0,0,0
19,0,0.95,0.95,1.0,0.95,2.0942603892572422,2.0942603892572422,inf,2.0942603892572422,0,0,100,0
19,10,0.95,0.95,0.82,0.95,2.0653939353676822,2.0599278686796643,4.792256803197757,2.0942603892572422,0,0,0,0
19,20,0.89,0.89,0.84,0.89,2.0561995448839236,2.0257914182374064,1.8750714086493931,2.0942603892572422,0,0,0,0
19,30,0.95,0.93,0.74,0.95,2.0432862379642716,1.9733179225151325,1.5889878189778186,2.0942603892572422,0,0,0,0
19,50,0.88,0.88,0.73,0.92,1.956552687499106,1.851116846603836,1.438105708756845,2.0942603892572422,0,0,0,0
19,100,0.86,0.85,0.77,0.9,1.7989851987984216,1.7098280220470237,1.5031689975974618,2.0942603892572422,0,0,0,0
20,0,0.83,0.83,1.0,0.83,1.8181820965773978,1.8181820965773978,inf,1.8181820965773978,0,0,100,0
20,10,0.86,0.86,0.85,0.89,1.7467032532777336,1.7413835517137684,6.617343331026822,1.8181820965773978,0,0,0,0
20,20,0.86,0.86,0.74,0.87,1.7404430431921445,1.7068405990140474,1.8555677920247367,1.8181820965773978,0,0,0,0
20,30,0.86,0.85,0.79,0.86,1.7182708541999072,1.690400074509886,1.7625130730079617,1.8181820965773978,0,0,0,0
20,50,0.88,0.87,0.83,0.9,1.6815518989493918,1.640526930491664,1.4899090740029888,1.8181820965773978,0,0,0,0
20,100,0.76,0.76,0.76,0.89,1.476244910132612,1.4913096606217928,1.4275100021019393,1.8181820965773978,0,0,0,0
21,0,0.86,0.86,1.0,0.86,1.817569425721132,1.817569425721132,inf,1.817569425721132,0,0,100,0
21,10,0.89,0.89,0.88,0.9,1.783090318036634,1.7744825539879991,5.682870466202111,1.817569425721132,0,0,0,0
21,20,0.9,0.9,0.81,0.9,1.7514857738719356,1.7334599917650033,1.864015350870624,1.817569425721132,0,0,0,0
21,30,0.86,0.86,0.85,0.88,1.7356884443402283,1.6991298537758943,1.6834517369174233,1.817569425721132,0,0,0,0
21,50,0.83,0.81,0.78,0.84,1.7016557956512028,1.6432873923366595,1.426285378186115,1.817569425721132,0,0,0,0
21,100,0.87,0.85,0.79,0.93,1.569414816233087,1.511945491280795,1.4548713310456005,1.817569425721132,0,0,0,0
22,0,0.86,0.86,1.0,0.86,1.609150893457509,1.609150893457509,inf,1.609150893457509,0,0,100,0
22,10,0.93,0.93,0.77,0.93,1.5938118380198776,1.5745062076080045,4.425488882829695,1.609150893457509,0,0,0,0
22,20,0.77,0.76,0.79,0.79,1.5706305460429233,1.558974219869409,1.9988017678543526,1.609150893457509,0,0,0,0
22,30,0.82,0.82,0.81,0.84,1.5598230660819343,1.529858097698924,1.6653037957963712,1.609150893457509,0,0,0,0
22,50,0.83,0.82,0.75,0.84,1.5212468590950445,1.4969178706119237,1.486435823241623,1.609150893457509,0,0,0,0
22,100,0.88,0.86,0.85,0.88,1.4186912541625176,1.3689503026694072,1.3184799146975452,1.609150893457509,0,0,0,0
23,0,0.81,0.81,1.0,0.81,1.4387819947839542,1.4387819947839542,inf,1.4387819947839542,0,0,100,0
23,10,0.79,0.79,0.83,0.81,1.4110761747228842,1.412818962089161,5.682654987756395,1.4387819947839542,0,0,0,0
23,20,0.71,0.72,0.75,0.72,1.3902281846869848,1.395184914188663,1.8914752092731268,1.4387819947839542,0,0,0,0
23,30,0.71,0.71,0.79,0.74,1.3776183067498435,1.3782613328799365,1.6677708100199296,1.4387819947839542,0,0,0,0
23,50,0.72,0.72,0.79,0.72,1.3629199037512993,1.3425624196413293,1.5325631627415568,1.4387819947839542,0,0,0,0
23,100,0.78,0.78,0.82,0.83,1.2554933323778061,1.2531996417244686,1.4345948337300671,1.4387819947839542,0,0,0,0
24,0,0.86,0.86,1.0,0.86,1.5954959833606321,1.5954959833606321,inf,1.5954959833606321,0,0,100,0
24,10,0.82,0.82,0.86,0.83,1.5757219367643926,1.5586412799782263,5.991359505058503,1.5954959833606321,0,0,0,0
24,20,0.91,0.91,0.79,0.91,1.559464100648346,1.5132357180816387,1.821762356815996,1.5954959833606321,0,0,0,0
24,30,0.79,0.79,0.83,0.81,1.5284045164999647,1.4901883185562284,1.8521002413611412,1.5954959833606321,0,0,0,0
24,50,0.75,0.74,0.82,0.78,1.4765828170813489,1.4329172799248915,1.5429323553416574,1.5954959833606321,0,0,0,0
24,100,0.8,0.79,0.82,0.86,1.3418607592671499,1.3300028265412998,1.4330603508478785,1.5954959833606321,0,0,0,0
25,0,0.8,0.8,1.0,0.8,1.647790714411716,1.647790714411716,inf,1.647790714411716,0,0,100,0
25,10,0.85,0.84,0.82,0.86,1.6251458925707731,1.6213080215108702,4.194830754349752,1.647790714411716,0,0,0,0
25,20,0.91,0.9,0.86,0.93,1.6213080215108704,1.597462441293879,1.931903342969993,1.647790714411716,0,0,0,0
25,30,0.85,0.85,0.82,0.88,1.6103149098364842,1.5676774435465486,1.4893945244177265,1.647790714411716,0,0,0,0
25,50,0.9,0.88,0.82,0.92,1.5780858261187651,1.5128313342076805,1.536386124095164,1.647790714411716,0,0,0,0
25,100,0.81,0.79,0.84,0.83,1.4684418124943635,1.4307379530550755,1.5370589050748427,1.647790714411716,0,0,0,0
26,0,0.91,0.91,1.0,0.91,1.83609461538691,1.83609461538691,inf,1.83609461538691,0,0,100,0
26,10,0.93,0.93,0.83,0.93,1.8126414414672087,1.7917678186249661,4.042278695614534,1.83609461538691,0,0,0,0
26,20,0.88,0.86,0.8,0.88,1.799095933294259,1.7481514884215494,1.8577171160289963,1.83609461538691,0,0,0,0
26,30,0.82,0.82,0.78,0.83,1.7794280016073132,1.7228014300719374,1.7314843661919501,1.83609461538691,0,0,0,0
26,50,0.88,0.87,0.79,0.91,1.739290626344768,1.6707149664790615,1.617115226813209,1.83609461538691,0,0,0,0
26,100,0.82,0.81,0.73,0.85,1.57673517705551,1.556515886896916,1.4532388272118753,1.83609461538691,0,0,0,0
27,0,0.93,0.93,1.0,0.93,2.2111648561135624,2.2111648561135624,inf,2.2111648561135624,0,0,100,0
27,10,0.95,0.95,0.8,0.95,2.192142998773172,2.1573158121401255,4.234135668745792,2.2111648561135624,0,0,0,0
27,20,0.94,0.94,0.84,0.94,2.1452958600485696,2.1206961321155355,1.9169379220971394,2.2111648561135624,0,0,0,0
27,30,0.94,0.93,0.78,0.95,2.126411927261607,2.0801085487319693,1.7413428760114793,2.2111648561135624,0,0,0,0
27,50,0.91,0.9,0.81,0.92,2.058882221272289,2.008266954446161,1.5719986452107333,2.2111648561135624,0,0,0,0
27,100,0.92,0.92,0.79,0.95,1.847564824366572,1.818136867520586,1.3599958077052539,2.2111648561135624,0,0,0,0
28,0,0.89,0.89,1.0,0.89,1.977209398452307,1.977209398452307,inf,1.977209398452307,0,0,100,0
28,10,0.86,0.86,0.82,0.88,1.9142145278318856,1.9142145278318852,7.159890539778714,1.977209398452307,0,0,0,0
28,20,0.9,0.9,0.79,0.9,1.904985793520746,1.8621425298155092,1.8497773990599577,1.977209398452307,0,0,0,0
28,30,0.84,0.84,0.72,0.85,1.8621425298155097,1.8263612044629665,1.693409465099416,1.977209398452307,0,0,0,0
28,50,0.91,0.9,0.72,0.91,1.7779433459022482,1.7322031629343106,1.534130063922493,1.977209398452307,0,0,0,0
28,100,0.85,0.86,0.78,0.93,1.563748197879957,1.6010604340452628,1.4328895624053537,1.977209398452307,0,0,0,0
29,0,0.86,0.86,1.0,0.86,1.8315925187152025,1.8315925187152025,inf,1.8315925187152025,0,0,100,0
29,10,0.88,0.88,0.82,0.88,1.8002457180383322,1.7831262712774483,5.07165180592947,1.8315925187152025,0,0,0,0
29,20,0.82,0.81,0.75,0.84,1.7843766293716632,1.7537391317936248,2.004179499810716,1.8315925187152025,0,0,0,0
29,30,0.85,0.85,0.78,0.86,1.7638819081776562,1.7357528785676863,1.8738771893318762,1.8315925187152025,0,0,0,0
29,50,0.91,0.9,0.85,0.91,1.7393557041746304,1.6556711328261606,1.5300292583539015,1.8315925187152025,0,0,0,0
29,100,0.82,0.82,0.83,0.85,1.6005792130331797,1.5187592605438525,1.4142906186179733,1.8315925187152025,0,0,0,0
30,0,0.93,0.93,1.0,0.93,1.7702215717254162,1.7702215717254162,inf,1.7702215717254162,0,0,100,0
30,10,0.91,0.91,0.79,0.91,1.7563400696734845,1.7438992172651018,4.533624254980776,1.7702215717254162,0,0,0,0
30,20,0.85,0.85,0.85,0.85,1.7425072111013735,1.713569902600038,2.094137709065823,1.7702215717254162,0,0,0,0
30,30,0.91,0.91,0.84,0.91,1.7235700017576767,1.6683779420370164,1.6417978714568018,1.7702215717254162,0,0,0,0
30,50,0.88,0.88,0.87,0.89,1.648708412312457,1.6035473597042165,1.4721693120351413,1.7702215717254162,0,0,0,0
30,100,0.8,0.8,0.8,0.86,1.5054330495565034,1.4693127282192948,1.4037178409110538,1.7702215717254162,0,0,0,0
31,0,0.88,0.88,1.0,0.88,1.5779577041906097,1.5779577041906097,inf,1.5779577041906097,0,0,100,0
31,10,0.83,0.82,0.85,0.83,1.576441843977876,1.5607001459950793,5.078628024861384,1.5779577041906097,0,0,0,0
31,20,0.82,0.82,0.8,0.83,1.5572725140915917,1.542324783890849,1.870987897114761,1.5779577041906097,0,0,0,0
31,30,0.84,0.83,0.85,0.84,1.5500624750414738,1.5372567534722252,1.838699187821359,1.5779577041906097,0,0,0,0
31,50,0.81,0.8,0.77,0.82,1.5373370441015632,1.4679875468612495,1.416363059776598,1.5779577041906097,0,0,0,0
31,100,0.87,0.86,0.84,0.88,1.427899942079585,1.406464418408181,1.551312166106627,1.5779577041906097,0,0,0,0
32,0,0.9,0.9,1.0,0.9,1.8275372302665949,1.8275372302665949,inf,1.8275372302665949,0,0,100,0
32,10,0.88,0.88,0.81,0.88,1.7991323621880855,1.7809529812804366,4.791088435120704,1.8275372302665949,0,0,0,0
32,20,0.83,0.82,0.89,0.83,1.7773580305073775,1.756095942909233,2.0520374725336565,1.8275372302665949,0,0,0,0
32,30,0.87,0.87,0.85,0.88,1.7518693699016095,1.6979922512937575,1.7154264104392043,1.8275372302665949,0,0,0,0
32,50,0.82,0.8,0.82,0.83,1.7405369349897097,1.656940418293693,1.5678039347489803,1.8275372302665949,0,0,0,0
32,100,0.89,0.89,0.83,0.92,1.5476633383873908,1.5405927650986664,1.4273765976283872,1.8275372302665949,0,0,0,0
33,0,0.89,0.89,1.0,0.89,1.8707839581538122,1.8707839581538122,inf,1.8707839581538122,0,0,100,0
33,10,0.86,0.86,0.84,0.87,1.84168454604831,1.8400222505109638,4.72482811432281,1.8707839581538122,0,0,0,0
33,20,0.89,0.89,0.84,0.89,1.7997952819467238,1.7919557983372894,1.875084166969876,1.8707839581538122,0,0,0,0
33,30,0.85,0.84,0.76,0.86,1.762827549148863,1.7500279433287775,1.701630042922933,1.8707839581538122,0,0,0,0
33,50,0.9,0.9,0.83,0.91,1.7427860240893618,1.7068906495686238,1.5880984005094587,1.8707839581538122,0,0,0,0
33,100,0.86,0.86,0.85,0.89,1.6098533798977748,1.5672184093960198,1.592623909893479,1.8707839581538122,0,0,0,0
34,0,0.9,0.9,1.0,0.9,1.7989231355382795,1.7989231355382795,inf,1.7989231355382795,0,0,100,0
34,10,0.87,0.87,0.85,0.87,1.7793615501424096,1.7583105470557987,4.012790190433112,1.7989231355382795,0,0,0,0
34,20,0.9,0.9,0.79,0.91,1.7793615501424096,1.7176824817293284,1.962063696446919,1.7989231355382795,0,0,0,0
34,30,0.88,0.83,0.86,0.88,1.7707562111574164,1.6990489962180173,1.7001427597909886,1.7989231355382795,0,0,0,0
34,50,0.89,0.89,0.88,0.9,1.6990489962180173,1.638844530029501,1.5057359953655873,1.7989231355382795,0,0,0,0
34,100,0.81,0.79,0.77,0.85,1.5300038347283684,1.4987026421840208,1.3645632816164468,1.7989231355382795,0,0,0,0
35,0,0.93,0.93,1.0,0.93,2.0325546914212205,2.0325546914212205,inf,2.0325546914212205,0,0,100,0
35,10,0.94,0.94,0.9,0.94,2.019880728327584,1.983342476859626,4.200004533065666,2.0325546914212205,0,0,0,0
35,20,0.89,0.89,0.78,0.89,1.9644944007737837,1.9523942565107562,2.1055232130395427,2.0325546914212205,0,0,0,0
35,30,0.87,0.86,0.83,0.92,1.9523942565107562,1.9164026984351499,1.8699351767148715,2.0325546914212205,0,0,0,0
35,50,0.9,0.89,0.81,0.91,1.9164026984351499,1.8593830726153842,1.5806476472923614,2.0325546914212205,0,0,0,0
35,100,0.9,0.9,0.81,0.91,1.7470631862672663,1.7281093526580977,1.4602437244709634,2.0325546914212205,0,0,0,0
36,0,0.85,0.85,1.0,0.85,1.5838630502584405,1.5838630502584405,inf,1.5838630502584405,0,0,100,0
36,10,0.87,0.84,0.87,0.87,1.5824665046064044,1.5469618808529717,6.2307314156857165,1.5838630502584405,0,0,0,0
36,20,0.86,0.84,0.84,0.87,1.5657305019384062,1.503264093133911,2.005984833278742,1.5838630502584405,0,0,0,0
36,30,0.84,0.83,0.8,0.87,1.5204039788655255,1.487177221261959,1.6728686630275182,1.5838630502584405,0,0,0,0
36,50,0.77,0.74,0.75,0.79,1.4978132217926987,1.4398202099050732,1.4940924364389248,1.5838630502584405,0,0,0,0
36,100,0.73,0.72,0.77,0.76,1.377975538071321,1.3387508973061442,1.4327538696732174,1.5838630502584405,0,0,0,0
37,0,0.8,0.8,1.0,0.8,1.480986019530246,1.480986019530246,inf,1.480986019530246,0,0,100,0
37,10,0.82,0.81,0.8,0.82,1.4791801196055836,1.4309153298650914,5.767258221915355,1.480986019530246,0,0,0,0
37,20,0.79,0.76,0.77,0.81,1.4264700670769448,1.416114279162414,2.046598996873099,1.480986019530246,0,0,0,0
37,30,0.76,0.76,0.73,0.79,1.4216767724227215,1.3712900750540786,1.4451786362744339,1.480986019530246,0,0,0,0
37,50,0.79,0.76,0.77,0.82,1.3843933633845626,1.3521566631471198,1.6503555311672566,1.480986019530246,0,0,0,0
37,100,0.82,0.8,0.86,0.86,1.28162540326008,1.2533341645021832,1.4456804762023296,1.480986019530246,0,0,0,0
