alpha,dataset_id,o,mean_width,sd_upper,sd_width,rel_sd_upper,rel_sd_width
0.2,0,35,7.0693778777832526,7.141223187966347e-15,2.6779586954873804e-15,1.0101628900626293e-15,3.78811083773486e-16
0.2,5,0,26.696583346147644,11.306216771254356,9.923225119957484,0.42350800567466096,0.3717039364660654
0.2,5,5,24.348419256156053,9.1351477434762,7.65621928335035,0.37518442767764254,0.3144442028372998
0.2,5,10,22.501938583920147,8.55161922026657,7.130831483691568,0.3800392214374607,0.31689853996789635
0.2,5,15,20.61442846212646,7.091940293884948,6.310286575588797,0.3440279853945262,0.306110188171468
0.2,5,20,17.801707535470275,6.384707488826389,5.735432264736887,0.3586570263613603,0.322184388958695
0.2,5,25,4.036504604775239,1.785305796991587e-15,0.0,4.422900434399471e-16,0.0
0.2,5,30,3.758855335874457,1.785305796991587e-15,4.463264492478967e-16,4.74959964527673e-16,1.1873999113191826e-16
0.2,5,35,3.5221437710891697,0.0,1.3389793477436902e-15,0.0,3.801603326742199e-16
0.2,7,0,31.11160247366857,10.918686439630928,15.747156653778335,0.35095223554852256,0.5061506126888193
0.2,7,5,26.734522472614472,7.695850498609778,9.143631408700395,0.2878619023957891,0.3420158866898289
0.2,7,10,23.92754933737406,7.043000898328666,6.57753300662633,0.29434693871167683,0.2748937182778027
0.2,7,15,21.622719822111538,7.894696697929682,6.948275033369673,0.3651111776353182,0.32134139879407403
0.2,7,20,17.692217437621572,5.337529696590469,4.585446831444694,0.30168800012826497,0.25917875176539384
0.2,7,25,3.8834811384100174,0.0,0.0,0.0,0.0
0.2,7,30,5.492321933485449,8.926528984957934e-16,1.785305796991587e-15,1.6252741723923534e-16,3.250548344784707e-16
0.2,7,35,4.713480494653872,4.463264492478967e-16,8.926528984957934e-16,9.469148111552163e-17,1.8938296223104327e-16
0.2,6,0,33.97808588502198,9.364451986698898,9.967062957122698,0.27560269340618976,0.2933379764490006
0.2,6,5,27.4103991076801,6.1424910314350045,5.495498320989579,0.22409345472514278,0.20048954046239334
0.2,6,10,24.569796489675387,5.739237689715501,5.466312755289428,0.23358914234911218,0.22248099440247532
0.2,6,15,23.558708246013627,5.636499940256079,5.7475105313300086,0.23925335300206166,0.24396543610588436
0.2,6,20,21.637205900377932,5.485178203973625,5.439343779550051,0.25350677112509323,0.2513884558197527
0.2,6,25,2.276512337555392,0.0,8.926528984957934e-16,0.0,3.9211423710286543e-16
0.2,6,30,2.439807500979289,0.0,4.463264492478967e-16,0.0,1.8293510822831326e-16
0.2,6,35,3.5041482808032267,1.1158161231197418e-16,8.926528984957934e-16,3.1842719933757273e-17,2.547417594700582e-16
0.2,4,0,28.281352809380163,9.887500827963867,11.525185001473504,0.3496120180179093,0.4075188722107703
0.2,4,5,24.1035606743339,7.672735681833006,6.599015993894714,0.3183237441762343,0.2737776415300134
0.2,4,10,21.143855613248565,8.19935756954091,8.584077216371746,0.38778913929034114,0.40598447952856026
0.2,4,15,19.38714123445608,6.258429706057747,5.760763276241778,0.3228134375446165,0.2971435141764675
0.2,4,20,17.57383435935656,5.8116256677136775,4.895194855856987,0.3306976467898416,0.2785501874979671
0.2,4,25,1.4742951837910676,4.463264492478967e-16,2.2316322462394835e-16,3.0273886407211426e-16,1.5136943203605713e-16
0.2,4,30,3.3779254894766426,1.6737241846796128e-16,0.0,4.954887814707039e-17,0.0
0.2,4,35,3.0113104066213854,0.0,8.926528984957934e-16,0.0,2.964333721734544e-16
0.2,9,0,30.19031515564335,8.95345619823396,8.265335587183143,0.2965671657309721,0.2737744056188873
0.2,9,5,25.98569148829483,6.550714965984638,6.831780316355978,0.2520893072610897,0.2629054654725402
0.2,9,10,23.002103604218952,6.575681428592679,6.2442127310443265,0.2858730462976697,0.27146268178268
0.2,9,15,21.02026383334581,5.449378380044029,6.066006377488013,0.25924405246518967,0.28857898385961805
0.2,9,20,20.594928324797294,5.506258521107386,6.798362373032298,0.2673599263988495,0.33009886054552273
0.2,9,25,3.5761402159064777,1.785305796991587e-15,4.463264492478967e-16,4.992270127023106e-16,1.2480675317557764e-16
0.2,9,30,4.465607581593595,5.355917390974761e-15,0.0,1.1993703640800992e-15,0.0
0.2,9,35,4.356110757272952,0.0,8.926528984957934e-16,0.0,2.0491969746302302e-16
0.2,10,0,29.218049919720766,8.577934265882533,8.17312537416904,0.2935833941502319,0.27972864022840127
0.2,10,5,26.07313227237897,8.767998235083823,9.407324445054678,0.3362848062705667,0.36080530512325487
0.2,10,10,22.93875533200928,7.389055609467948,6.679578317611837,0.32212103501348593,0.2911918376099071
