experiment,o_observed,coverage_donor_none,coverage_donor_ols,coverage_stdcp,coverage_hcp,width_donor_none,width_donor_ols,width_stdcp,width_hcp,infinite_donor_none,infinite_donor_ols,infinite_stdcp,infinite_hcp
13,100,0.76,0.7,0.76,0.88,4.134135321140674,4.503048112979563,4.477630524132734,5.870618496874936,0,0,0,0
13,200,0.8,0.82,0.84,0.9,4.152911475310283,4.218375347636817,4.2682255004094625,5.870618496874936,0,0,0,0
14,0,0.94,0.94,,0.94,6.764168582185407,6.764168582185407,,6.764168582185407,0,0,0,0
14,10,0.82,0.84,0.76,0.86,5.4360578733917375,5.533330113599471,8.699283263400382,6.764168582185407,0,0,0,0
14,20,0.88,0.94,0.9,0.94,4.5004374443594255,4.995817411135768,8.171248466345805,6.764168582185407,0,0,0,0
14,30,0.88,0.86,0.84,0.94,4.512066390122485,5.317140543666092,5.616240464843237,6.764168582185407,0,0,0,0
14,40,0.74,0.68,0.82,0.92,4.353918492769136,4.965668541991093,5.625736271999598,6.764168582185407,0,0,0,0
14,50,0.82,0.84,0.84,0.94,4.080557491184603,4.563938480600517,4.793243766108372,6.764168582185407,0,0,0,0
14,100,0.78,0.8,0.8,0.92,4.150452152619021,4.333079070994986,4.323768236030825,6.764168582185407,0,0,0,0
14,200,0.84,0.86,0.84,0.96,4.150076606279818,4.141921098035727,4.177254322538893,6.764168582185407,0,0,0,0
15,0,0.9,0.9,,0.9,5.632485257627156,5.632485257627156,,5.632485257627156,0,0,0,0
15,10,0.88,0.86,0.78,0.9,5.275846717270198,5.34075473641864,10.115629839453428,5.632485257627156,0,0,0,0
15,20,0.8,0.84,0.84,0.88,4.746997415514967,4.863536101529785,6.495337328887098,5.632485257627156,0,0,0,0
15,30,0.7,0.76,0.82,0.9,4.20203757526388,5.009895704630541,5.601936369844804,5.632485257627156,0,0,0,0
15,40,0.86,0.84,0.76,0.92,4.3720725434737595,5.096200780881004,5.431832606194863,5.632485257627156,0,0,0,0
15,50,0.78,0.72,0.74,0.86,4.293340340160796,4.682933317636581,5.0287613170279,5.632485257627156,0,0,0,0
15,100,0.72,0.76,0.84,0.86,4.307658465395322,4.312471010360875,4.507358195343198,5.632485257627156,0,0,0,0
15,200,0.78,0.74,0.76,0.88,4.2159164411615535,4.256233785394102,4.343952787116794,5.632485257627156,0,0,0,0
16,0,0.96,0.96,,0.96,6.312230747857313,6.312230747857313,,6.312230747857313,0,0,0,0
16,10,0.9,0.94,0.88,0.92,5.564225227315451,5.374502764999398,11.550285775085648,6.312230747857313,0,0,0,0
16,20,0.78,0.82,0.82,0.84,4.914544144711009,4.965584850707069,7.816508596376621,6.312230747857313,0,0,0,0
16,30,0.82,0.88,0.78,0.92,4.506253260190324,5.026401396821294,5.966572410922314,6.312230747857313,0,0,0,0
