experiment,o_observed,coverage_donor_within,coverage_donor_no_within,coverage_stdcp,coverage_hcp,width_donor_within,width_donor_no_within,width_stdcp,width_hcp,infinite_donor_within,infinite_donor_no_within,infinite_stdcp,infinite_hcp
35,10,0.92,0.9,0.81,0.92,1.933569631691434,1.773985572713661,4.441699630601343,2.056045594626373,0,0,0,0
35,20,0.81,0.83,0.81,0.9,1.7566517465076166,1.5461668028381979,1.860544357534672,2.056045594626373,0,0,0,0
35,30,0.87,0.85,0.87,0.96,2.2993608422312954,1.540996058923081,1.7244738575543774,2.056045594626373,0,0,0,0
35,40,0.8,0.77,0.81,0.89,2.492987395928962,1.5238523227048988,1.6317981848485876,2.056045594626373,0,0,0,0
35,50,0.84,0.86,0.85,0.92,2.2764401971182635,1.4563277139451567,1.5854288610000846,2.056045594626373,0,0,0,0
36,0,0.85,0.85,,0.85,1.5987797130950612,1.5987797130950612,,1.5987797130950612,0,0,0,0
36,10,0.82,0.8,0.8,0.85,1.7454901083053502,1.5063668797905903,4.679847037423753,1.5987797130950612,0,0,0,0
36,20,0.83,0.82,0.8,0.86,1.6021260502366301,1.368393683640352,1.8127239939614586,1.5987797130950612,0,0,0,0
36,30,0.86,0.86,0.85,0.86,2.3023996433706415,1.4782752567246595,1.8031380567753577,1.5987797130950612,0,0,0,0
36,40,0.79,0.79,0.75,0.84,2.214612107215284,1.4875787088443042,1.6061265191411969,1.5987797130950612,0,0,0,0
36,50,0.87,0.84,0.88,0.86,2.2567358422197628,1.4257144576206744,1.4638727955497142,1.5987797130950612,0,0,0,0
37,0,0.89,0.89,,0.89,1.6478396914510953,1.6478396914510953,,1.6478396914510953,0,0,0,0
37,10,0.89,0.87,0.79,0.89,1.870658675226876,1.5340236281609267,5.080191599171413,1.6478396914510953,0,0,0,0
37,20,0.8,0.79,0.81,0.88,1.7276006631540564,1.416808492293039,1.9931090748713713,1.6478396914510953,0,0,0,0
37,30,0.79,0.76,0.8,0.8,2.242691610677363,1.4976590064144406,1.731605774858895,1.6478396914510953,0,0,0,0
37,40,0.69,0.81,0.79,0.78,2.240845890718694,1.3657663338270989,1.5133244368044987,1.6478396914510953,0,0,0,0
37,50,0.76,0.8,0.75,0.81,2.25852218863763,1.502646412616453,1.6216075744895504,1.6478396914510953,0,0,0,0
38,0,0.86,0.86,,0.86,1.8653672863141508,1.8653672863141508,,1.8653672863141508,0,0,0,0
38,10,0.83,0.77,0.82,0.81,1.811571709169499,1.6356310386283481,5.213733172646542,1.8653672863141508,0,0,0,0
38,20,0.82,0.84,0.86,0.91,1.7120256678672494,1.5602952428637626,2.064759600997675,1.8653672863141508,0,0,0,0
38,30,0.79,0.76,0.82,0.87,2.1587952598828553,1.3285011316909117,1.4824140418202358,1.8653672863141508,0,0,0,0
38,40,0.76,0.79,0.72,0.9,2.2696806316614437,1.4923009334390818,1.517940886765859,1.8653672863141508,0,0,0,0
38,50,0.79,0.78,0.76,0.86,2.2644556139288743,1.485197479446787,1.5182129961452513,1.8653672863141508,0,0,0,0
39,0,0.83,0.83,,0.83,1.6836887639417375,1.6836887639417375,,1.6836887639417375,0,0,0,0
39,10,0.84,0.84,0.85,0.84,1.680838611270417,1.526553930455774,4.795888906323846,1.6836887639417375,0,0,0,0
39,20,0.85,0.84,0.75,0.88,1.5977094449649396,1.384469797025175,1.8338393143261023,1.6836887639417375,0,0,0,0
39,30,0.8,0.79,0.83,0.83,2.275017049835327,1.4337434611883675,1.697774311051716,1.6836887639417375,0,0,0,0
39,40,0.75,0.87,0.87,0.91,2.2777173940227264,1.3912377988496547,1.6617565580101084,1.6836887639417375,0,0,0,0
39,50,0.83,0.87,0.87,0.91,2.304888860923792,1.5362268843226372,1.6577314590672774,1.6836887639417375,0,0,0,0
40,0,0.91,0.91,,0.91,2.1479419416297376,2.1479419416297376,,2.1479419416297376,0,0,0,0
40,10,0.85,0.83,0.84,0.89,2.034811319628037,1.923709036197164,5.969445886982535,2.1479419416297376,0,0,0,0
40,20,0.79,0.78,0.75,0.89,1.869657654879998,1.6834058579240412,1.8282850735450396,2.1479419416297376,0,0,0,0
40,30,0.85,0.85,0.8,0.93,2.3999874594811814,1.5076361943272856,1.7581408806059318,2.1479419416297376,0,0,0,0
40,40,0.8,0.83,0.83,0.96,2.3043543339770753,1.3675270083278839,1.4657106580933283,2.1479419416297376,0,0,0,0
40,50,0.79,0.87,0.85,0.91,2.328771055420253,1.522408424863559,1.5707974508196774,2.1479419416297376,0,0,0,0
41,0,0.85,0.85,,0.85,2.930870879833921,2.930870879833921,,2.930870879833921,0,0,0,0
41,10,0.84,0.85,0.83,0.9,2.1937914931835785,2.664908450721867,4.3348152240627185,2.930870879833921,0,0,0,0
41,20,0.83,0.76,0.88,0.81,2.195792879836309,2.50414671000949,2.0018726196898617,2.930870879833921,0,0,0,0
41,30,0.8,0.74,0.71,0.85,2.348071578944965,1.4206247856007121,1.5941675426042594,2.930870879833921,0,0,0,0
41,40,0.83,0.77,0.78,0.81,2.2642862779035813,1.496875973422234,1.6687979945908997,2.930870879833921,0,0,0,0
41,50,0.83,0.83,0.8,0.87,2.2377534451683845,1.355903683376516,1.4708036835261724,2.930870879833921,0,0,0,0
42,0,0.88,0.88,,0.88,1.5278857592600197,1.5278857592600197,,1.5278857592600197,0,0,0,0
42,10,0.69,0.7,0.84,0.72,1.469045270631307,1.3762693646393243,4.9482547074028,1.5278857592600197,0,0,0,0
42,20,0.71,0.8,0.78,0.85,1.436150433932936,1.2721533117985349,1.8748199268788341,1.5278857592600197,0,0,0,0
42,30,0.81,0.79,0.81,0.76,2.321763829449889,1.5692098578133886,1.810127685050494,1.5278857592600197,0,0,0,0
42,40,0.78,0.83,0.85,0.82,2.243818964799365,1.3300263569790878,1.4706387907634084,1.5278857592600197,0,0,0,0
42,50,0.83,0.79,0.81,0.78,2.217525613833003,1.4255821651390452,1.4588036199811363,1.5278857592600197,0,0,0,0
43,0,0.86,0.86,,0.86,1.8437461826742987,1.8437461826742987,,1.8437461826742987,0,0,0,0
43,10,0.83,0.8,0.77,0.85,1.8604094947271452,1.6569304739579098,5.037496163778714,1.8437461826742987,0,0,0,0
43,20,0.85,0.76,0.8,0.89,1.7748781541892966,1.5065254651287945,1.988649987695199,1.8437461826742987,0,0,0,0
43,30,0.78,0.77,0.83,0.89,2.2613133713064895,1.5125558022561423,1.6115815957264887,1.8437461826742987,0,0,0,0
43,40,0.8,0.77,0.84,0.81,2.285668789075695,1.446773438486474,1.643510701992641,1.8437461826742987,0,0,0,0
43,50,0.79,0.78,0.82,0.88,2.3041694369339005,1.4152563279727033,1.4538229595770562,1.8437461826742987,0,0,0,0
44,0,0.85,0.85,,0.85,1.837692886488256,1.837692886488256,,1.837692886488256,0,0,0,0
44,10,0.85,0.87,0.88,0.9,1.7455605369609661,1.6332495146089046,4.971691435717611,1.837692886488256,0,0,0,0
44,20,0.81,0.83,0.82,0.87,1.7180976416220006,1.530634869077094,2.0416863671216356,1.837692886488256,0,0,0,0
44,30,0.78,0.81,0.79,0.83,2.2946059664750313,1.466702352353824,1.6288387319652302,1.837692886488256,0,0,0,0
44,40,0.86,0.89,0.81,0.93,2.2760182328001974,1.3401175580636888,1.517608266674817,1.837692886488256,0,0,0,0
44,50,0.86,0.8,0.85,0.93,2.177327024652892,1.4070847805198572,1.4663933327604812,1.837692886488256,0,0,0,0
45,0,0.8,0.8,,0.8,1.4004858365990414,1.4004858365990414,,1.4004858365990414,0,0,0,0
45,10,0.83,0.79,0.89,0.85,1.50860115133437,1.2102954824001797,5.375189359366714,1.4004858365990414,0,0,0,0
45,20,0.72,0.82,0.82,0.87,1.3629531095440366,1.1074372878072016,1.8743052289226934,1.4004858365990414,0,0,0,0
45,30,0.74,0.79,0.79,0.77,2.3176597033999995,1.4178840950268015,1.637612644748001,1.4004858365990414,0,0,0,0
45,40,0.76,0.82,0.86,0.78,2.262244801714794,1.5044195788234527,1.6589899413782796,1.4004858365990414,0,0,0,0
45,50,0.82,0.78,0.85,0.75,2.2968220089816724,1.4259105363888995,1.5701912303373953,1.4004858365990414,0,0,0,0
46,0,0.87,0.87,,0.87,2.0810047516184786,2.0810047516184786,,2.0810047516184786,0,0,0,0
46,10,0.8,0.92,0.76,0.95,1.654192701958201,1.9203369577617302,4.9175027937707485,2.0810047516184786,0,0,0,0
46,20,0.76,0.81,0.77,0.86,1.5870813664832908,1.7711063968883005,2.102165615732458,2.0810047516184786,0,0,0,0
46,30,0.83,0.78,0.77,0.88,2.371723671525193,1.4101877450329385,1.6368701511094637,2.0810047516184786,0,0,0,0
46,40,0.8,0.81,0.82,0.93,2.2674901442048863,1.3483589557283417,1.4308428444496633,2.0810047516184786,0,0,0,0
46,50,0.74,0.79,0.85,0.87,2.1995242597050213,1.4057645346677807,1.5607113949496236,2.0810047516184786,0,0,0,0
47,0,0.9,0.9,,0.9,2.009106034462012,2.009106034462012,,2.009106034462012,0,0,0,0
47,10,0.9,0.9,0.89,0.91,1.9365969159300578,1.8140893126135893,4.172032541261915,2.009106034462012,0,0,0,0
47,20,0.76,0.8,0.83,0.86,1.740431542909049,1.6718169015948923,1.87024915039129,2.009106034462012,0,0,0,0
47,30,0.8,0.76,0.8,0.86,2.353439377659778,1.4613419763736382,1.6447458088861284,2.009106034462012,0,0,0,0
47,40,0.82,0.79,0.85,0.91,2.33808554706406,1.501128282569762,1.6277051860229528,2.009106034462012,0,0,0,0
47,50,0.83,0.77,0.79,0.85,2.216556115593307,1.4461709614437879,1.3800766540020182,2.009106034462012,0,0,0,0
48,0,0.91,0.91,,0.91,1.8786582389371065,1.8786582389371065,,1.8786582389371065,0,0,0,0
48,10,0.81,0.82,0.9,0.88,1.6486494562278016,1.5959802560240135,4.181243881684265,1.8786582389371065,0,0,0,0
48,20,0.78,0.75,0.84,0.83,1.6092757492281424,1.4569720712345458,1.8794071530039285,1.8786582389371065,0,0,0,0
48,30,0.73,0.77,0.84,0.88,2.28221361027619,1.5275700983575107,1.726838267135192,1.8786582389371065,0,0,0,0
48,40,0.82,0.84,0.8,0.91,2.131429878533739,1.460094411699224,1.6472672971240652,1.8786582389371065,0,0,0,0
48,50,0.85,0.81,0.87,0.97,2.231205821945948,1.3860500080563836,1.5410466784116765,1.8786582389371065,0,0,0,0
49,0,0.92,0.92,,0.92,1.8937347280922112,1.8937347280922112,,1.8937347280922112,0,0,0,0
49,10,0.9,0.9,0.82,0.94,1.6917421234061019,1.6524225709949418,4.803192392411748,1.8937347280922112,0,0,0,0
49,20,0.7,0.84,0.83,0.89,1.561099548636429,1.494397904116437,1.877459147036148,1.8937347280922112,0,0,0,0
49,30,0.8,0.85,0.83,0.91,2.29185942262706,1.555868627934155,1.809124417984382,1.8937347280922112,0,0,0,0
49,40,0.82,0.82,0.77,0.9,2.1540560891291456,1.4142965465848756,1.5535349543296544,1.8937347280922112,0,0,0,0
49,50,0.73,0.81,0.75,0.91,2.30971832063872,1.5357618790458167,1.5068476824453358,1.8937347280922112,0,0,0,0
50,0,0.83,0.83,,0.83,1.7225728739692034,1.7225728739692034,,1.7225728739692034,0,0,0,0
50,10,0.81,0.8,0.87,0.83,1.737126122409177,1.574623315044917,5.2482810255273336,1.7225728739692034,0,0,0,0
50,20,0.77,0.82,0.87,0.9,1.6617706437667585,1.4624256878211708,2.0148460942439543,1.7225728739692034,0,0,0,0
50,30,0.81,0.79,0.76,0.81,2.1906009390411167,1.402257537727888,1.4966499974924918,1.7225728739692034,0,0,0,0
50,40,0.83,0.82,0.8,0.87,2.2951996298378727,1.5418647948373354,1.645677379889405,1.7225728739692034,0,0,0,0
50,50,0.78,0.81,0.81,0.83,2.326837974791376,1.5365516027617119,1.595439659341648,1.7225728739692034,0,0,0,0
