tau_B,alpha,o,method,coverage_mean,coverage_std,width_mean,width_median,width_std
0.0,0.1,15,Std-CP,0.8924,0.30990554736831954,9.02335986498601,7.549530451955122,6.346512221434149
0.0,0.1,15,Subsampling,0.9134,0.2812761334572317,9.430301703938083,9.331391216900311,2.7520473168487665
0.0,0.1,20,Donor-HCP-no-within,0.8978,0.30294143774488946,7.995327811404641,7.698700948566387,1.8406361952263943
0.0,0.1,20,Donor-HCP-within,0.9046,0.2937960231532144,6.016763571292606,5.929292231227228,0.8301801092738621
0.0,0.1,20,HCP,0.9712,0.16726074025618265,11.594320883249269,11.491067113218673,2.4288873546033796
0.0,0.1,20,Pooling,0.8884,0.3149051810539336,8.028180492669652,7.752303534023266,1.7257098914059885
0.0,0.1,20,Repeated,0.9312,0.25313904454898933,9.189177287804288,8.941125121538748,2.028852323202339
0.0,0.1,20,S-HCP-within,0.8996,0.3005626516743493,8.403563572430919,7.922996446591728,2.0641877183032644
0.0,0.1,20,Std-CP,0.9164,0.2768146767659808,6.927214303933627,6.382134144298044,2.9978436665113133
0.0,0.1,20,Subsampling,0.9134,0.2812761334572317,9.430301703938083,9.331391216900311,2.7520473168487665
0.0,0.1,25,Donor-HCP-no-within,0.9228,0.2669352185122382,6.652044628315087,6.354432840327785,2.036696355828741
0.0,0.1,25,Donor-HCP-within,0.9304,0.25449713899914816,6.5086537790815715,6.1881924001397,2.3174579817981016
0.0,0.1,25,HCP,0.9712,0.16726074025618265,11.594320883249269,11.491067113218673,2.4288873546033796
0.0,0.1,25,Pooling,0.8884,0.3149051810539336,8.028180492669652,7.752303534023266,1.7257098914059885
0.0,0.1,25,Repeated,0.9312,0.25313904454898933,9.189177287804288,8.941125121538748,2.028852323202339
0.0,0.1,25,S-HCP-within,0.9268,0.2604905584972577,7.023355163884962,6.752981558391751,2.30273706828495
0.0,0.1,25,Std-CP,0.9332,0.2497002804283752,6.711589123444751,6.288426492836462,2.534056022263512
0.0,0.1,25,Subsampling,0.9134,0.2812761334572317,9.430301703938083,9.331391216900311,2.7520473168487665
0.0,0.1,30,Donor-HCP-no-within,0.9022,0.297073745999394,6.2511190302994795,5.9404784789204115,1.932032816402531
0.0,0.1,30,Donor-HCP-within,0.939,0.23935425229483295,6.300710994863477,6.036206713707447,2.0407249416717477
0.0,0.1,30,HCP,0.9712,0.16726074025618265,11.594320883249269,11.491067113218673,2.4288873546033796
0.0,0.1,30,Pooling,0.8884,0.3149051810539336,8.028180492669652,7.752303534023266,1.7257098914059885
0.0,0.1,30,Repeated,0.9312,0.25313904454898933,9.189177287804288,8.941125121538748,2.028852323202339
0.0,0.1,30,S-HCP-within,0.9362,0.24442076078283606,7.194756924453004,6.933647097814388,2.298124008284438
0.0,0.1,30,Std-CP,0.9376,0.24190482340936825,6.401095118364073,6.069339891208178,2.1417402661347893
0.0,0.1,30,Subsampling,0.9134,0.2812761334572317,9.430301703938083,9.331391216900311,2.7520473168487665
0.0,0.1,35,Donor-HCP-no-within,0.915,0.27890958770114427,6.455102375014167,6.163341996993269,1.933680010374996
0.0,0.1,35,Donor-HCP-within,0.9482,0.22164517887168983,6.360711555666482,6.128212307236672,1.9710246704520689
0.0,0.1,35,HCP,0.9712,0.16726074025618265,11.594320883249269,11.491067113218673,2.4288873546033796
0.0,0.1,35,Pooling,0.8884,0.3149051810539336,8.028180492669652,7.752303534023266,1.7257098914059885
0.0,0.1,35,Repeated,0.9312,0.25313904454898933,9.189177287804288,8.941125121538748,2.028852323202339
0.0,0.1,35,S-HCP-within,0.948,0.22204923141554558,7.39694069469253,7.101446887001455,2.274223260274756
0.0,0.1,35,Std-CP,0.9468,0.22445452984333675,6.449227275781663,6.17524003221221,2.023972662864797
0.0,0.1,35,Subsampling,0.9134,0.2812761334572317,9.430301703938083,9.331391216900311,2.7520473168487665
